s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.2004786E+001, 3.3095426E+001,-6.9166856E+000,-3.8110475E-003,-5.1638658E+000,-3.5796719E-003, 8.4701650E+000, 0.0000000E+000, 2.9496528E+001, 2.9477649E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.1439412E+004
 1.3341862E+001, 3.3418384E+001,-7.1901728E+000,-3.8236653E-003,-5.8801792E+000,-3.5666087E-003, 8.1813258E+000, 0.0000000E+000, 2.8525459E+001, 2.8521968E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.2604852E+004
 1.4676195E+001, 3.3283130E+001,-7.2869278E+000,-3.8486169E-003,-6.3049902E+000,-3.5427437E-003, 7.9209136E+000, 0.0000000E+000, 2.7613057E+001, 2.7604734E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.3731120E+004
 1.6004908E+001, 3.3314615E+001,-7.4435936E+000,-3.8605444E-003,-6.8554785E+000,-3.5298584E-003, 7.6474321E+000, 0.0000000E+000, 2.6682163E+001, 2.6655584E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.4814236E+004
 1.7340128E+001, 3.3396504E+001,-7.6699905E+000,-3.8527502E-003,-7.4653006E+000,-3.5354606E-003, 7.3396765E+000, 0.0000000E+000, 2.5589440E+001, 2.5593501E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.5858331E+004
 1.8671734E+001, 3.3376665E+001,-7.8150147E+000,-3.8059330E-003,-7.7829443E+000,-3.5845624E-003, 7.1658766E+000, 0.0000000E+000, 2.4945868E+001, 2.4937192E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.6875372E+004
 2.0001511E+001, 3.3373358E+001,-8.0430909E+000,-3.7999838E-003,-8.4793509E+000,-3.5902707E-003, 6.7741716E+000, 0.0000000E+000, 2.3611283E+001, 2.3617698E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.7835125E+004
 2.1334169E+001, 3.3328362E+001,-8.1911142E+000,-3.7860175E-003,-8.7544295E+000,-3.6031204E-003, 6.5985954E+000, 0.0000000E+000, 2.2989246E+001, 2.2974025E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.8772544E+004
 2.2674828E+001, 3.3405824E+001,-8.3796343E+000,-3.7715919E-003,-9.2773178E+000,-3.6176186E-003, 6.3406573E+000, 0.0000000E+000, 2.2081062E+001, 2.2082140E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 1.9678514E+004
 2.4003490E+001, 3.3188632E+001,-8.5465905E+000,-3.7947880E-003,-9.4512423E+000,-3.5938353E-003, 6.0866228E+000, 0.0000000E+000, 2.1267256E+001, 2.1270033E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.0540168E+004
 2.5339338E+001, 3.3371102E+001,-8.7264967E+000,-3.8041341E-003,-9.8452920E+000,-3.5827665E-003, 5.9570660E+000, 0.0000000E+000, 2.0734108E+001, 2.0748993E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.1387857E+004
 2.6670738E+001, 3.3334983E+001,-8.9293818E+000,-3.7900634E-003,-1.0328183E+001,-3.6005264E-003, 5.6754918E+000, 0.0000000E+000, 1.9755653E+001, 1.9745520E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.2193359E+004
 2.8008833E+001, 3.3295956E+001,-9.1272578E+000,-3.8270795E-003,-1.0764097E+001,-3.5619338E-003, 5.3777172E+000, 0.0000000E+000, 1.8783649E+001, 1.8774929E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.2960276E+004
 2.9337023E+001, 3.3321455E+001,-9.3047639E+000,-3.8075553E-003,-1.1170105E+001,-3.5801419E-003, 5.1711176E+000, 0.0000000E+000, 1.8021787E+001, 1.8010317E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.3692232E+004
 3.0667137E+001, 3.3293568E+001,-9.4710269E+000,-3.7880205E-003,-1.1491829E+001,-3.6007425E-003, 4.9775429E+000, 0.0000000E+000, 1.7307082E+001, 1.7300866E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.4397909E+004
 3.2007278E+001, 3.3305256E+001,-9.7201544E+000,-3.8088704E-003,-1.1938857E+001,-3.5811633E-003, 4.6790846E+000, 0.0000000E+000, 1.6310984E+001, 1.6317939E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.5066009E+004
 3.3337864E+001, 3.3454395E+001,-9.9187487E+000,-3.7802852E-003,-1.2458335E+001,-3.6090798E-003, 4.4821983E+000, 0.0000000E+000, 1.5565555E+001, 1.5552120E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.5701846E+004
 3.4667488E+001, 3.3393806E+001,-1.0138972E+001,-3.7430965E-003,-1.2669018E+001,-3.6459707E-003, 4.2742918E+000, 0.0000000E+000, 1.4858071E+001, 1.4852719E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.6307422E+004
 3.6000641E+001, 3.3148866E+001,-1.0275466E+001,-3.7619796E-003,-1.3087535E+001,-3.6257345E-003, 3.9469890E+000, 0.0000000E+000, 1.3732672E+001, 1.3725465E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.6868414E+004
 3.7342758E+001, 3.3315360E+001,-1.0501862E+001,-3.7762618E-003,-1.3600351E+001,-3.6117159E-003, 3.7394060E+000, 0.0000000E+000, 1.2948666E+001, 1.2945165E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.7403289E+004
 3.8670940E+001, 3.3308205E+001,-1.0672696E+001,-3.7706391E-003,-1.4008862E+001,-3.6187204E-003, 3.5006251E+000, 0.0000000E+000, 1.2121767E+001, 1.2119882E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.7898825E+004
 4.0004288E+001, 3.3433284E+001,-1.0889896E+001,-3.7773816E-003,-1.4209513E+001,-3.6094499E-003, 3.3708195E+000, 0.0000000E+000, 1.1689218E+001, 1.1697308E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.8377609E+004
 4.1335285E+001, 3.3221585E+001,-1.1022853E+001,-3.7800844E-003,-1.4486538E+001,-3.6096907E-003, 3.1392467E+000, 0.0000000E+000, 1.0853073E+001, 1.0844050E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.8823162E+004
 4.2672901E+001, 3.3287881E+001,-1.1209121E+001,-3.7749377E-003,-1.4670687E+001,-3.6130190E-003, 3.0108370E+000, 0.0000000E+000, 1.0407065E+001, 1.0411522E+001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.9252236E+004
 4.4002934E+001, 3.3306858E+001,-1.1380277E+001,-3.7988883E-003,-1.4867640E+001,-3.5930172E-003, 2.8635715E+000, 0.0000000E+000, 9.9063924E+000, 9.9151206E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 2.9658044E+004
 4.5334328E+001, 3.3402732E+001,-1.1556057E+001,-3.7683763E-003,-1.4974883E+001,-3.6196886E-003, 2.8065200E+000, 0.0000000E+000, 9.6744013E+000, 9.6709238E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.0056304E+004
 4.6667618E+001, 3.3220712E+001,-1.1731019E+001,-3.8063984E-003,-1.5329006E+001,-3.5819136E-003, 2.5112630E+000, 0.0000000E+000, 8.6799616E+000, 8.6645604E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.0413423E+004
 4.8000790E+001, 3.3321797E+001,-1.1920929E+001,-3.8055842E-003,-1.5851943E+001,-3.5839201E-003, 2.2771054E+000, 0.0000000E+000, 7.8182463E+000, 7.8186411E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.0737012E+004
 4.9336731E+001, 3.3334521E+001,-1.2038606E+001,-3.8063234E-003,-1.6529118E+001,-3.5806599E-003, 1.9796679E+000, 0.0000000E+000, 6.7462401E+000, 6.7390778E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.1018877E+004
 5.0674641E+001, 3.3241456E+001,-1.2203281E+001,-3.8084855E-003,-1.6614103E+001,-3.5793294E-003, 1.8235216E+000, 0.0000000E+000, 6.2368948E+000, 6.2402057E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.1278681E+004
 5.2007782E+001, 3.3279935E+001,-1.2295782E+001,-3.8052096E-003,-1.6785299E+001,-3.5831255E-003, 1.7723451E+000, 0.0000000E+000, 5.9795160E+000, 5.9638106E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.1530790E+004
 5.3335491E+001, 3.3485066E+001,-1.2511483E+001,-3.7923690E-003,-1.7039436E+001,-3.5956480E-003, 1.6473344E+000, 0.0000000E+000, 5.5725932E+000, 5.5740932E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.1763878E+004
 5.4674191E+001, 3.3312356E+001,-1.2588251E+001,-3.7806821E-003,-1.7463797E+001,-3.6092154E-003, 1.3857599E+000, 0.0000000E+000, 4.6370249E+000, 4.6386783E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.1961704E+004
 5.6004406E+001, 3.3219161E+001,-1.2629891E+001,-3.7899465E-003,-1.7036726E+001,-3.5969273E-003, 1.5069408E+000, 0.0000000E+000, 5.0351769E+000, 5.0520979E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.2174907E+004
 5.7337132E+001, 3.3182036E+001,-1.2765529E+001,-3.8247584E-003,-1.6926689E+001,-3.5651175E-003, 1.4535474E+000, 0.0000000E+000, 4.9503477E+000, 4.9359754E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.2381699E+004
 5.8678371E+001, 3.3419174E+001,-1.2876594E+001,-3.7982873E-003,-1.7537989E+001,-3.5918056E-003, 1.3108819E+000, 0.0000000E+000, 4.3083765E+000, 4.3080829E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.2569054E+004
 6.0002151E+001, 3.3440864E+001,-1.3048882E+001,-3.7906944E-003,-1.7635029E+001,-3.5970885E-003, 1.1717998E+000, 0.0000000E+000, 3.9009661E+000, 3.9213661E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.2734018E+004
 6.1340759E+001, 3.3325493E+001,-1.3085152E+001,-3.7838360E-003,-1.7344219E+001,-3.6052063E-003, 1.2252889E+000, 0.0000000E+000, 4.1182809E+000, 4.1140220E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.2908970E+004
 6.2672504E+001, 3.3348127E+001,-1.3180745E+001,-3.8178278E-003,-1.7375753E+001,-3.5706356E-003, 1.2231690E+000, 0.0000000E+000, 4.0019108E+000, 4.0074083E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3082625E+004
 6.4009789E+001, 3.3196337E+001,-1.3271556E+001,-3.8144249E-003,-1.7231003E+001,-3.5745880E-003, 1.1374472E+000, 0.0000000E+000, 3.8176951E+000, 3.8238370E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3244669E+004
 6.5335983E+001, 3.3303580E+001,-1.3416663E+001,-3.7980414E-003,-1.7211888E+001,-3.5905781E-003, 1.1481288E+000, 0.0000000E+000, 3.8286403E+000, 3.8157689E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3407133E+004
 6.6669044E+001, 3.3345693E+001,-1.3524414E+001,-3.8162370E-003,-1.7810374E+001,-3.5729002E-003, 8.9180121E-001, 0.0000000E+000, 2.8970092E+000, 2.8953169E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3533859E+004
 6.8010628E+001, 3.3421168E+001,-1.3622563E+001,-3.7766621E-003,-1.7564667E+001,-3.6139668E-003, 9.8541454E-001, 0.0000000E+000, 3.2032873E+000, 3.2119628E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3674596E+004
 6.9340332E+001, 3.3309268E+001,-1.3676566E+001,-3.8054583E-003,-1.7528138E+001,-3.5839711E-003, 9.3035150E-001, 0.0000000E+000, 3.0314870E+000, 3.0275260E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3806615E+004
 7.0677734E+001, 3.3298038E+001,-1.3743219E+001,-3.7977947E-003,-1.7473916E+001,-3.5898098E-003, 9.2982310E-001, 0.0000000E+000, 3.0005310E+000, 3.0033389E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.3939054E+004
 7.2004272E+001, 3.3295522E+001,-1.3830588E+001,-3.8085652E-003,-1.7402333E+001,-3.5785785E-003, 9.0124574E-001, 0.0000000E+000, 2.9524602E+000, 2.9564590E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4066433E+004
 7.3340431E+001, 3.3341238E+001,-1.3933042E+001,-3.8092297E-003,-1.7634172E+001,-3.5790738E-003, 7.9746914E-001, 0.0000000E+000, 2.5627509E+000, 2.5641050E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4179963E+004
 7.4668930E+001, 3.3324036E+001,-1.4032871E+001,-3.7961948E-003,-1.7840444E+001,-3.5932599E-003, 6.6363832E-001, 0.0000000E+000, 2.1099265E+000, 2.1069702E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4273971E+004
 7.6008347E+001, 3.3282311E+001,-1.4106414E+001,-3.8074763E-003,-1.8007587E+001,-3.5798782E-003, 5.6801043E-001, 0.0000000E+000, 1.7405470E+000, 1.7289338E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4355224E+004
 7.7342216E+001, 3.3348280E+001,-1.4152354E+001,-3.7828837E-003,-1.8315605E+001,-3.6047019E-003, 4.5900775E-001, 0.0000000E+000, 1.3251347E+000, 1.3319412E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4420289E+004
 7.8675941E+001, 3.3213643E+001,-1.4188546E+001,-3.7954719E-003,-1.8435068E+001,-3.5929936E-003, 3.5419831E-001, 0.0000000E+000, 9.3719774E-001, 9.3683831E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4470820E+004
 8.0004028E+001, 3.3370379E+001,-1.4263797E+001,-3.7982674E-003,-1.8104093E+001,-3.5903671E-003, 4.8884342E-001, 0.0000000E+000, 1.4766795E+000, 1.4839444E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4539904E+004
 8.1338654E+001, 3.3383078E+001,-1.4331998E+001,-3.8006222E-003,-1.7981700E+001,-3.5895309E-003, 5.2510105E-001, 0.0000000E+000, 1.5977239E+000, 1.5870910E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4614810E+004
 8.2668488E+001, 3.3243957E+001,-1.4330630E+001,-3.7980956E-003,-1.8307972E+001,-3.5895766E-003, 3.5806646E-001, 0.0000000E+000, 9.3267423E-001, 9.5603419E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4665143E+004
 8.4005928E+001, 3.3337547E+001,-1.4448371E+001,-3.8264402E-003,-1.7860809E+001,-3.5636570E-003, 4.8830693E-001, 0.0000000E+000, 1.5006239E+000, 1.5092835E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4734637E+004
 8.5340271E+001, 3.3298708E+001,-1.4462404E+001,-3.8098770E-003,-1.8008281E+001,-3.5806507E-003, 4.3031393E-001, 0.0000000E+000, 1.2493592E+000, 1.2509459E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4795828E+004
 8.6673225E+001, 3.3449722E+001,-1.4577543E+001,-3.7976996E-003,-1.7916998E+001,-3.5937306E-003, 4.8236615E-001, 0.0000000E+000, 1.4315673E+000, 1.4301555E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4864541E+004
 8.8010101E+001, 3.3267591E+001,-1.4600147E+001,-3.7907320E-003,-1.8025021E+001,-3.5994311E-003, 3.4919306E-001, 0.0000000E+000, 9.6653141E-001, 9.8422488E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4914143E+004
 8.9341888E+001, 3.3282459E+001,-1.4611450E+001,-3.7894844E-003,-1.7763585E+001,-3.5973198E-003, 4.6589270E-001, 0.0000000E+000, 1.3631155E+000, 1.3659299E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.4980327E+004
 9.0668221E+001, 3.3240864E+001,-1.4632879E+001,-3.8178576E-003,-1.7625852E+001,-3.5726997E-003, 5.0641782E-001, 0.0000000E+000, 1.4924551E+000, 1.4811603E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5052128E+004
 9.2006638E+001, 3.3461227E+001,-1.4802297E+001,-3.7897099E-003,-1.7732802E+001,-3.6002938E-003, 4.3209844E-001, 0.0000000E+000, 1.3410561E+000, 1.3508369E+000, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5113459E+004
 9.3344299E+001, 3.3285446E+001,-1.4803294E+001,-3.8151959E-003,-1.7955101E+001,-3.5753481E-003, 3.2931993E-001, 0.0000000E+000, 8.6458764E-001, 8.4898070E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5160670E+004
 9.4668419E+001, 3.3404234E+001,-1.4903916E+001,-3.8089401E-003,-1.8253990E+001,-3.5789074E-003, 2.0676652E-001, 0.0000000E+000, 4.2983062E-001, 4.4570589E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5189668E+004
 9.6003448E+001, 3.3366229E+001,-1.4951448E+001,-3.7908613E-003,-1.8099636E+001,-3.6013494E-003, 2.2919425E-001, 0.0000000E+000, 5.4627739E-001, 5.3694822E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5222482E+004
 9.7340958E+001, 3.3286346E+001,-1.4940419E+001,-3.7990776E-003,-1.8074467E+001,-3.5891595E-003, 2.1965966E-001, 0.0000000E+000, 4.7345485E-001, 4.8373123E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5253717E+004
 9.8671432E+001, 3.3472052E+001,-1.4991407E+001,-3.8108434E-003,-1.8387195E+001,-3.5808346E-003, 1.5276004E-001, 0.0000000E+000, 2.3950649E-001, 2.3881866E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5275501E+004
 1.0001015E+002, 3.3206482E+001,-1.5064367E+001,-3.7769165E-003,-1.8116912E+001,-3.6096397E-003, 1.0446215E-001, 0.0000000E+000, 1.0919135E-001, 1.2227836E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5290094E+004
 1.0133983E+002, 3.3341605E+001,-1.5034610E+001,-3.8169194E-003,-1.8261425E+001,-3.5764845E-003, 1.3668022E-001, 0.0000000E+000, 1.7344125E-001, 1.7485620E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5309631E+004
 1.0267607E+002, 3.3299072E+001,-1.5095759E+001,-3.8002873E-003,-1.8201104E+001,-3.5903929E-003, 1.0281743E-001, 0.0000000E+000, 1.0102153E-001, 9.7636391E-002, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5324382E+004
 1.0400801E+002, 3.3419158E+001,-1.5134930E+001,-3.8048646E-003,-1.8232942E+001,-3.5895970E-003, 1.3063228E-001, 0.0000000E+000, 1.6779855E-001, 1.7452423E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5342856E+004
 1.0533923E+002, 3.3294729E+001,-1.5169410E+001,-3.7996861E-003,-1.8478591E+001,-3.5903215E-003,-3.4571271E-002, 0.0000000E+000,-3.8981374E-001,-3.9523403E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5338157E+004
 1.0666830E+002, 3.3334577E+001,-1.5218102E+001,-3.8109473E-003,-1.8775366E+001,-3.5797280E-003,-1.3844180E-001, 0.0000000E+000,-8.0636124E-001,-8.0472303E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5318653E+004
 1.0800393E+002, 3.3306965E+001,-1.5171626E+001,-3.8014342E-003,-1.8572484E+001,-3.5867305E-003,-4.0217190E-002, 0.0000000E+000,-5.0291016E-001,-4.8475085E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5312742E+004
 1.0934271E+002, 3.3385418E+001,-1.5180624E+001,-3.8416770E-003,-1.8349046E+001,-3.5509633E-003, 3.6937361E-002, 0.0000000E+000,-1.1664666E-001,-1.1470756E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5317871E+004
 1.1066880E+002, 3.3336931E+001,-1.5198405E+001,-3.8344177E-003,-1.8281938E+001,-3.5568616E-003, 5.2348249E-002, 0.0000000E+000,-9.0725326E-002,-9.8455829E-002, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5325519E+004
 1.1200430E+002, 3.3366246E+001,-1.5274738E+001,-3.8050890E-003,-1.8248251E+001,-3.5844820E-003, 3.6690257E-002, 0.0000000E+000,-1.4247516E-001,-1.2744184E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5330527E+004
 1.1334363E+002, 3.3300570E+001,-1.5301767E+001,-3.8113094E-003,-1.8096336E+001,-3.5783268E-003, 5.0792910E-002, 0.0000000E+000,-6.6028175E-002,-5.4129631E-002, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5337689E+004
 1.1467169E+002, 3.3277031E+001,-1.5280882E+001,-3.8084544E-003,-1.7911754E+001,-3.5798557E-003, 1.6159651E-001, 0.0000000E+000, 2.4536732E-001, 2.3860321E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5360822E+004
 1.1601096E+002, 3.3274642E+001,-1.5369513E+001,-3.8355665E-003,-1.8214334E+001,-3.5544726E-003,-1.4875489E-002, 0.0000000E+000,-3.5521201E-001,-3.3147038E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5358257E+004
 1.1733712E+002, 3.3496721E+001,-1.5367816E+001,-3.8218090E-003,-1.7998725E+001,-3.5705783E-003, 1.8542562E-001, 0.0000000E+000, 3.2377559E-001, 3.0821313E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5384760E+004
 1.1867342E+002, 3.3287722E+001,-1.5429179E+001,-3.8339265E-003,-1.7943240E+001,-3.5561576E-003, 4.9677535E-002, 0.0000000E+000,-6.4759467E-002,-4.2410015E-002, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5391528E+004
 1.2000000E+002, 3.3315439E+001,-1.5384130E+001,-3.8352187E-003,-1.8146376E+001,-3.5549073E-003, 3.3456040E-002, 0.0000000E+000,-1.7359124E-001,-1.8900114E-001, 0.0000000E+000, 6.6586220E-004, 0.0000000E+000, 3.5396713E+004
