Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.619E+00, 3.603E+02, 1.389E+02, 2.520E+02, 4.670E+01, 1.154E+02, 2.777E+01, 0.000E+00, 1.878E+02, 2.917E+01, 1.185E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.160E+03
