s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
Time,"T-1","V-1","T-2","V-2","T-3","V-3","T-4","V-4","T-5","V-5","T-6","V-6","T-7","V-7","T-8","V-8","T-9","V-9","T-10","V-10","T-11","V-11","T-12","V-12","T-13","V-13","T-14","V-14","T-15","V-15","T-16","V-16","T-17","V-17"
 3.8670941E+001, 1.0337694E+003, 6.7164461E-001, 1.0426877E+003, 1.6707381E+000, 1.0303263E+003, 2.3658259E+000, 9.6605687E+002, 2.8149280E+000, 8.6294181E+002, 3.0920241E+000, 7.4602869E+002, 3.2438281E+000, 6.3030220E+002, 3.2853582E+000, 5.3261211E+002, 3.2419130E+000, 4.5725793E+002, 3.1541433E+000, 3.9903299E+002, 3.0637365E+000, 3.5262146E+002, 3.0020983E+000, 3.0811725E+002, 2.9551466E+000, 2.8510180E+002, 2.8980549E+000, 2.6423745E+002, 2.8362390E+000, 2.5395504E+002, 2.7988860E+000, 2.4160200E+002, 2.7734057E+000, 2.3437872E+002, 2.7572583E+000
 4.0004287E+001, 9.9383419E+002, 7.7309903E-001, 9.4045794E+002, 1.4980793E+000, 8.3541553E+002, 1.8911372E+000, 6.9669815E+002, 2.0409812E+000, 6.0001375E+002, 2.2635556E+000, 5.3607212E+002, 2.3299602E+000, 4.8495502E+002, 2.3748861E+000, 4.3879464E+002, 2.4540674E+000, 3.9760776E+002, 2.5539878E+000, 3.5784164E+002, 2.6160579E+000, 3.2369055E+002, 2.6169055E+000, 2.9026386E+002, 2.5850190E+000, 2.6194194E+002, 2.5416951E+000, 2.3951320E+002, 2.4697222E+000, 2.2252907E+002, 2.3899580E+000, 2.0793712E+002, 2.3201025E+000, 1.9686766E+002, 2.2374271E+000
 4.1335285E+001, 1.0206124E+003, 8.2647354E-001, 9.6507474E+002, 1.6027160E+000, 8.6084788E+002, 2.1394664E+000, 7.3525782E+002, 2.4443518E+000, 6.2841373E+002, 2.6020521E+000, 5.4156457E+002, 2.6867177E+000, 4.7983617E+002, 2.7195035E+000, 4.2436205E+002, 2.7266951E+000, 3.7782834E+002, 2.6808225E+000, 3.4542454E+002, 2.6152403E+000, 3.2406563E+002, 2.5930892E+000, 3.0522476E+002, 2.5875496E+000, 2.8633879E+002, 2.5575650E+000, 2.6534412E+002, 2.4869444E+000, 2.4254889E+002, 2.3851664E+000, 2.2115505E+002, 2.2734236E+000, 2.0348850E+002, 2.1517934E+000
 4.2672901E+001, 1.0375420E+003, 7.8580150E-001, 1.0374241E+003, 1.6343549E+000, 1.0070042E+003, 2.2324154E+000, 9.1773443E+002, 2.6362567E+000, 7.7771757E+002, 2.8682157E+000, 6.5173917E+002, 2.9682533E+000, 5.4915281E+002, 2.9864514E+000, 4.7640778E+002, 2.9294958E+000, 4.2037409E+002, 2.8712117E+000, 3.7901400E+002, 2.8131620E+000, 3.4143349E+002, 2.7375580E+000, 3.1410745E+002, 2.6861020E+000, 2.9521063E+002, 2.6729147E+000, 2.7680737E+002, 2.6880962E+000, 2.6250170E+002, 2.6700106E+000, 2.4984436E+002, 2.6152072E+000, 2.3720699E+002, 2.5529612E+000
 4.4002934E+001, 1.0358977E+003, 6.8607917E-001, 1.0099326E+003, 1.5963347E+000, 9.0696518E+002, 2.1662639E+000, 7.7625473E+002, 2.4891630E+000, 6.4693825E+002, 2.6123374E+000, 5.2497987E+002, 2.5807819E+000, 4.2825928E+002, 2.4632738E+000, 3.6492892E+002, 2.3609121E+000, 3.2469100E+002, 2.2994061E+000, 2.9638886E+002, 2.2445090E+000, 2.7582921E+002, 2.2264711E+000, 2.5810195E+002, 2.2327748E+000, 2.4460733E+002, 2.2548032E+000, 2.3546420E+002, 2.2766281E+000, 2.2851317E+002, 2.2992010E+000, 2.1912214E+002, 2.2749233E+000, 2.1022011E+002, 2.1829990E+000
 4.5334327E+001, 1.0768385E+003, 7.1589729E-001, 1.0877572E+003, 1.6695789E+000, 1.0774416E+003, 2.3367061E+000, 1.0106260E+003, 2.8074866E+000, 8.9909414E+002, 3.1050021E+000, 7.8354725E+002, 3.2608203E+000, 6.7444018E+002, 3.3076598E+000, 5.7369867E+002, 3.2513581E+000, 4.8622723E+002, 3.1326958E+000, 4.1644571E+002, 2.9916992E+000, 3.6030210E+002, 2.8506752E+000, 3.1707410E+002, 2.7291729E+000, 2.8124242E+002, 2.6109197E+000, 2.5370560E+002, 2.4834624E+000, 2.3392434E+002, 2.3728422E+000, 2.2187236E+002, 2.2951546E+000, 2.1251056E+002, 2.2395751E+000
 4.6667618E+001, 9.9789733E+002, 7.1848414E-001, 9.4704446E+002, 1.5566441E+000, 8.8497948E+002, 2.0866686E+000, 8.0708011E+002, 2.4614688E+000, 7.3463645E+002, 2.7060495E+000, 6.6656907E+002, 2.8632085E+000, 5.9666698E+002, 2.9605525E+000, 5.2733079E+002, 3.0005358E+000, 4.6881544E+002, 3.0122822E+000, 4.2608534E+002, 3.0246720E+000, 3.9240873E+002, 3.0341360E+000, 3.6364326E+002, 3.0300658E+000, 3.3889083E+002, 2.9969607E+000, 3.1821107E+002, 2.9435993E+000, 2.9994412E+002, 2.8846857E+000, 2.8310082E+002, 2.8367829E+000, 2.6732614E+002, 2.7867785E+000
 4.8000790E+001, 1.0694944E+003, 7.0418845E-001, 1.0693190E+003, 1.6661630E+000, 1.0170671E+003, 2.3003061E+000, 9.2668705E+002, 2.6931892E+000, 8.1308107E+002, 2.9251372E+000, 7.0470792E+002, 3.0410207E+000, 6.0443159E+002, 3.0718693E+000, 5.1592946E+002, 3.0475853E+000, 4.4013165E+002, 2.9728752E+000, 3.8174900E+002, 2.8364734E+000, 3.3079636E+002, 2.6697847E+000, 2.9436763E+002, 2.5377908E+000, 2.6664192E+002, 2.4646565E+000, 2.5084037E+002, 2.4371838E+000, 2.4320330E+002, 2.4421708E+000, 2.3782301E+002, 2.4527620E+000, 2.3155545E+002, 2.4576031E+000
 4.9336730E+001, 1.0823874E+003, 6.8598481E-001, 1.0958361E+003, 1.6909490E+000, 1.0935336E+003, 2.4068610E+000, 1.0537837E+003, 2.9170258E+000, 9.7966377E+002, 3.2641893E+000, 8.8567958E+002, 3.4898799E+000, 7.9379346E+002, 3.6509047E+000, 7.1385472E+002, 3.7729962E+000, 6.4630464E+002, 3.8435056E+000, 5.8581256E+002, 3.8740561E+000, 5.3388730E+002, 3.8898327E+000, 4.8494365E+002, 3.8876794E+000, 4.4516785E+002, 3.8627560E+000, 4.0574850E+002, 3.8006604E+000, 3.7128369E+002, 3.7048119E+000, 3.4249188E+002, 3.5825234E+000, 3.1777544E+002, 3.4592840E+000
 5.0674642E+001, 1.0616224E+003, 6.7461774E-001, 1.0695628E+003, 1.6556396E+000, 1.0481604E+003, 2.3210895E+000, 9.8989811E+002, 2.7605083E+000, 8.9188292E+002, 3.0288087E+000, 7.7022183E+002, 3.1756958E+000, 6.5272660E+002, 3.2326396E+000, 5.5646077E+002, 3.2252408E+000, 4.8301696E+002, 3.1798945E+000, 4.2559714E+002, 3.1149736E+000, 3.8397136E+002, 3.0382815E+000, 3.4732922E+002, 2.9468455E+000, 3.1966201E+002, 2.8469682E+000, 2.9678595E+002, 2.7699492E+000, 2.8003351E+002, 2.7187279E+000, 2.6650376E+002, 2.6726990E+000, 2.5771959E+002, 2.6300135E+000
 5.2007784E+001, 1.0887031E+003, 6.3795166E-001, 1.0982827E+003, 1.6520196E+000, 1.0898553E+003, 2.3776890E+000, 1.0454383E+003, 2.8872661E+000, 9.7225088E+002, 3.2221011E+000, 8.8051711E+002, 3.4426369E+000, 7.8811492E+002, 3.5904685E+000, 7.0113245E+002, 3.6758301E+000, 6.2727775E+002, 3.7051634E+000, 5.5975010E+002, 3.6908797E+000, 4.9953163E+002, 3.6364682E+000, 4.5117029E+002, 3.5496443E+000, 4.0781926E+002, 3.4413053E+000, 3.7142473E+002, 3.3306283E+000, 3.4193619E+002, 3.2471296E+000, 3.1956925E+002, 3.1932163E+000, 3.0240414E+002, 3.1626108E+000
 5.3335493E+001, 1.0980514E+003, 7.2846285E-001, 1.1012808E+003, 1.6447443E+000, 1.0595112E+003, 2.2790145E+000, 9.7411680E+002, 2.7154651E+000, 8.5837338E+002, 2.9962850E+000, 7.5111594E+002, 3.1616528E+000, 6.6261753E+002, 3.2664419E+000, 5.9081453E+002, 3.3427181E+000, 5.2722955E+002, 3.3854309E+000, 4.7681420E+002, 3.3982714E+000, 4.3373976E+002, 3.3944609E+000, 3.9537631E+002, 3.3787920E+000, 3.6587690E+002, 3.3626143E+000, 3.4199258E+002, 3.3460858E+000, 3.2036888E+002, 3.2969761E+000, 3.0128738E+002, 3.2099280E+000, 2.8289289E+002, 3.0971514E+000
 5.4674189E+001, 1.0213107E+003, 8.4729450E-001, 9.6091131E+002, 1.5792233E+000, 8.3839621E+002, 2.0449508E+000, 7.3891483E+002, 2.2794949E+000, 6.5656291E+002, 2.4310333E+000, 5.8353190E+002, 2.5682670E+000, 5.1351890E+002, 2.6094550E+000, 4.4594311E+002, 2.5788278E+000, 3.9105541E+002, 2.5222537E+000, 3.4372198E+002, 2.4313330E+000, 3.0386308E+002, 2.3279238E+000, 2.7201426E+002, 2.2358205E+000, 2.4900105E+002, 2.1522581E+000, 2.3264890E+002, 2.0922064E+000, 2.2073029E+002, 2.0653314E+000, 2.1166667E+002, 2.0561166E+000, 2.0512515E+002, 2.0520189E+000
 5.6004406E+001, 1.0057152E+003, 7.1426801E-001, 9.9905366E+002, 1.6151292E+000, 9.2985922E+002, 2.1763492E+000, 8.2468409E+002, 2.4696251E+000, 7.1084308E+002, 2.6114191E+000, 5.9577778E+002, 2.6790064E+000, 4.9701874E+002, 2.6974164E+000, 4.1912049E+002, 2.6674500E+000, 3.6252072E+002, 2.6122488E+000, 3.2398165E+002, 2.5630349E+000, 2.9984418E+002, 2.5019647E+000, 2.8287384E+002, 2.4330570E+000, 2.6821508E+002, 2.3811528E+000, 2.5470301E+002, 2.3301129E+000, 2.4203512E+002, 2.2770965E+000, 2.3028037E+002, 2.2269141E+000, 2.2050451E+002, 2.1616523E+000
 5.7337133E+001, 1.0187789E+003, 7.2323348E-001, 1.0160719E+003, 1.6109747E+000, 9.9088440E+002, 2.2314031E+000, 9.2656070E+002, 2.6607861E+000, 8.3479851E+002, 2.9587671E+000, 7.3545597E+002, 3.1392753E+000, 6.4390745E+002, 3.2140672E+000, 5.6527250E+002, 3.2401524E+000, 5.0044840E+002, 3.2477498E+000, 4.4709986E+002, 3.2291593E+000, 4.0331475E+002, 3.1889003E+000, 3.6811403E+002, 3.1370919E+000, 3.3545385E+002, 3.0789563E+000, 3.0847215E+002, 2.9862973E+000, 2.8613397E+002, 2.8675471E+000, 2.6658663E+002, 2.7681706E+000, 2.4941112E+002, 2.6771398E+000
 5.8678372E+001, 1.0007066E+003, 6.9335806E-001, 9.6573961E+002, 1.5373236E+000, 9.1727291E+002, 2.1371268E+000, 8.6820324E+002, 2.5376922E+000, 7.9111186E+002, 2.7472129E+000, 6.9068077E+002, 2.8490973E+000, 5.9231242E+002, 2.8671777E+000, 5.0166053E+002, 2.8322818E+000, 4.2782937E+002, 2.7815298E+000, 3.7533337E+002, 2.6832373E+000, 3.3034563E+002, 2.5569726E+000, 2.9760880E+002, 2.3846778E+000, 2.7100386E+002, 2.1560097E+000, 2.4685111E+002, 2.0047197E+000, 2.3049746E+002, 1.9656948E+000, 2.2072727E+002, 1.9725276E+000, 2.1652638E+002, 1.9981626E+000
 6.0002153E+001, 9.5814605E+002, 7.7397784E-001, 8.7100586E+002, 1.4221818E+000, 7.5970070E+002, 1.8334115E+000, 6.2440243E+002, 1.9629892E+000, 5.0682564E+002, 1.9942250E+000, 4.3311147E+002, 2.0614119E+000, 3.7892292E+002, 2.0958629E+000, 3.3356076E+002, 2.1048740E+000, 2.9701093E+002, 2.0463199E+000, 2.7666248E+002, 2.0122819E+000, 2.6478051E+002, 2.0148478E+000, 2.5395651E+002, 2.0422372E+000, 2.4215575E+002, 2.1104901E+000, 2.3354131E+002, 2.1392271E+000, 2.2502878E+002, 2.0878438E+000, 2.1846005E+002, 2.0256285E+000, 2.1119869E+002, 1.9901508E+000
 6.1340760E+001, 9.6642945E+002, 7.4803199E-001, 9.4152777E+002, 1.5644118E+000, 9.0092206E+002, 2.1356043E+000, 8.3513609E+002, 2.5335691E+000, 7.4421376E+002, 2.7590608E+000, 6.2986999E+002, 2.8134863E+000, 5.3870352E+002, 2.8209590E+000, 4.7117224E+002, 2.8096133E+000, 4.1544859E+002, 2.7702726E+000, 3.6861707E+002, 2.7090207E+000, 3.3072593E+002, 2.6451875E+000, 3.0128852E+002, 2.5736191E+000, 2.7594299E+002, 2.4853315E+000, 2.5402491E+002, 2.3943694E+000, 2.3828848E+002, 2.3084387E+000, 2.2558884E+002, 2.2404743E+000, 2.1547119E+002, 2.1766470E+000
 6.2672504E+001, 1.0106960E+003, 7.3303132E-001, 9.7061938E+002, 1.5019713E+000, 8.6618285E+002, 2.0265872E+000, 7.3538921E+002, 2.3127942E+000, 6.1277556E+002, 2.4187347E+000, 5.2906806E+002, 2.4046477E+000, 4.6533674E+002, 2.3431632E+000, 4.1105853E+002, 2.2756643E+000, 3.7051141E+002, 2.2311912E+000, 3.5138965E+002, 2.2507149E+000, 3.3989665E+002, 2.3235827E+000, 3.2961004E+002, 2.3959692E+000, 3.1954460E+002, 2.4520697E+000, 3.0759171E+002, 2.5095241E+000, 2.9273435E+002, 2.5787246E+000, 2.7925209E+002, 2.6591868E+000, 2.6603924E+002, 2.7071385E+000
 6.4009790E+001, 1.0206261E+003, 6.4220759E-001, 1.0258380E+003, 1.5612341E+000, 9.7645283E+002, 2.1635621E+000, 8.5993302E+002, 2.5172144E+000, 7.0709241E+002, 2.6909187E+000, 5.7163884E+002, 2.7478798E+000, 4.7492637E+002, 2.7129863E+000, 4.0903808E+002, 2.6430195E+000, 3.5869845E+002, 2.5687875E+000, 3.1647590E+002, 2.4672657E+000, 2.8034175E+002, 2.3695137E+000, 2.5575624E+002, 2.3091929E+000, 2.3946067E+002, 2.2660975E+000, 2.3010808E+002, 2.2153224E+000, 2.2419150E+002, 2.1598372E+000, 2.2005391E+002, 2.1293257E+000, 2.1801924E+002, 2.1286210E+000
 6.5335981E+001, 1.0535255E+003, 6.7222233E-001, 1.0825572E+003, 1.6235394E+000, 1.0816726E+003, 2.3083783E+000, 1.0228728E+003, 2.7816466E+000, 9.2370346E+002, 3.0789909E+000, 7.9654763E+002, 3.2450968E+000, 6.8957696E+002, 3.3047930E+000, 5.9783349E+002, 3.3195755E+000, 5.3072316E+002, 3.3183641E+000, 4.7900484E+002, 3.3065844E+000, 4.3831248E+002, 3.2802881E+000, 4.0240507E+002, 3.2362943E+000, 3.7101649E+002, 3.1850919E+000, 3.4414353E+002, 3.1401836E+000, 3.2259091E+002, 3.0860620E+000, 3.0434681E+002, 3.0063231E+000, 2.8862774E+002, 2.9271777E+000
 6.6669046E+001, 1.0669552E+003, 6.6324958E-001, 1.0860729E+003, 1.6497696E+000, 1.1038268E+003, 2.3587746E+000, 1.0721719E+003, 2.8595613E+000, 9.9811779E+002, 3.1794289E+000, 8.8145350E+002, 3.3538993E+000, 7.4904713E+002, 3.3905169E+000, 6.3723013E+002, 3.3595521E+000, 5.4790672E+002, 3.2876928E+000, 4.7339943E+002, 3.1610144E+000, 4.0573687E+002, 2.9814663E+000, 3.5464489E+002, 2.7473578E+000, 3.1645757E+002, 2.4580809E+000, 2.8705424E+002, 2.2536359E+000, 2.6201771E+002, 2.1583382E+000, 2.4364518E+002, 2.1009671E+000, 2.3023411E+002, 2.0547925E+000
 6.8010627E+001, 1.0905086E+003, 7.0051545E-001, 1.0763861E+003, 1.6306756E+000, 1.0196535E+003, 2.2694847E+000, 9.0446591E+002, 2.6316587E+000, 7.7700811E+002, 2.7738032E+000, 6.6240777E+002, 2.8130210E+000, 5.7108208E+002, 2.8014618E+000, 4.9389473E+002, 2.7827342E+000, 4.3699187E+002, 2.8030252E+000, 3.9941660E+002, 2.8550060E+000, 3.6895066E+002, 2.9205590E+000, 3.4868721E+002, 2.9398532E+000, 3.3074594E+002, 2.9674053E+000, 3.1901290E+002, 2.9373940E+000, 3.0597325E+002, 2.8676523E+000, 2.8925838E+002, 2.7966930E+000, 2.7305659E+002, 2.7255418E+000
 6.9340334E+001, 9.9473256E+002, 7.4813106E-001, 9.4730383E+002, 1.5294158E+000, 8.6735834E+002, 1.9865537E+000, 7.7520029E+002, 2.2561653E+000, 6.8626744E+002, 2.4529697E+000, 6.0249893E+002, 2.5817079E+000, 5.3287214E+002, 2.6764655E+000, 4.6891558E+002, 2.7637127E+000, 4.1514788E+002, 2.7721910E+000, 3.6405625E+002, 2.7128302E+000, 3.2492103E+002, 2.6409966E+000, 2.9628096E+002, 2.5942412E+000, 2.7714718E+002, 2.5800850E+000, 2.6080902E+002, 2.5897875E+000, 2.4704490E+002, 2.5629274E+000, 2.3876478E+002, 2.5161953E+000, 2.3250542E+002, 2.4749621E+000
 7.0677731E+001, 1.0058139E+003, 7.6943421E-001, 1.0084758E+003, 1.5974328E+000, 9.5955944E+002, 2.1744640E+000, 8.5366416E+002, 2.5367592E+000, 7.4122293E+002, 2.7440710E+000, 6.4631524E+002, 2.8522262E+000, 5.7483091E+002, 2.9065628E+000, 5.1138859E+002, 2.9458177E+000, 4.5434838E+002, 2.9742510E+000, 4.0866174E+002, 2.9805133E+000, 3.7216713E+002, 2.9606768E+000, 3.4299914E+002, 2.9066585E+000, 3.1618232E+002, 2.8114253E+000, 2.9148601E+002, 2.6864086E+000, 2.6893475E+002, 2.5487932E+000, 2.5165095E+002, 2.4272115E+000, 2.3998107E+002, 2.3591659E+000
 7.2004270E+001, 1.0712883E+003, 6.5412262E-001, 1.0822737E+003, 1.6144804E+000, 1.0757563E+003, 2.3000666E+000, 1.0175132E+003, 2.7751396E+000, 9.2409954E+002, 3.0721587E+000, 8.1972019E+002, 3.2466997E+000, 7.1803956E+002, 3.3415177E+000, 6.2800492E+002, 3.3740720E+000, 5.5054019E+002, 3.3641143E+000, 4.8277013E+002, 3.3329237E+000, 4.2988144E+002, 3.2864817E+000, 3.9085467E+002, 3.2343796E+000, 3.6373783E+002, 3.1727537E+000, 3.4178646E+002, 3.1168995E+000, 3.2209257E+002, 3.0769740E+000, 3.0397288E+002, 3.0181850E+000, 2.8577989E+002, 2.9475773E+000
 7.3340433E+001, 1.0409607E+003, 6.7676777E-001, 1.0582337E+003, 1.5914159E+000, 1.0285529E+003, 2.2468135E+000, 9.4473510E+002, 2.6750991E+000, 8.3446215E+002, 2.9207427E+000, 7.1744504E+002, 3.0250690E+000, 6.1089983E+002, 3.0468154E+000, 5.2492069E+002, 3.0282147E+000, 4.5695677E+002, 2.9826163E+000, 4.0252931E+002, 2.9090246E+000, 3.5621324E+002, 2.8598396E+000, 3.2109020E+002, 2.7824392E+000, 2.9657423E+002, 2.6981865E+000, 2.8150834E+002, 2.6303265E+000, 2.7161177E+002, 2.6115309E+000, 2.6334340E+002, 2.6348755E+000, 2.5471144E+002, 2.6456950E+000
 7.4668929E+001, 1.0487879E+003, 6.7928114E-001, 1.0594162E+003, 1.5908115E+000, 1.0388918E+003, 2.2413731E+000, 9.5475713E+002, 2.6590251E+000, 8.3311658E+002, 2.8909070E+000, 7.1000059E+002, 3.0121157E+000, 6.1429761E+002, 3.0509126E+000, 5.4057873E+002, 3.0242920E+000, 4.7604551E+002, 2.9663436E+000, 4.1884490E+002, 2.8879162E+000, 3.7142417E+002, 2.7705940E+000, 3.3454525E+002, 2.6298819E+000, 3.0342202E+002, 2.5147367E+000, 2.7968637E+002, 2.4549494E+000, 2.6345700E+002, 2.4224650E+000, 2.4989453E+002, 2.4021502E+000, 2.4069250E+002, 2.3939754E+000
 7.6008346E+001, 1.0471088E+003, 7.2067597E-001, 1.0027394E+003, 1.5538041E+000, 9.2277330E+002, 2.0932287E+000, 8.0002582E+002, 2.3927945E+000, 6.8298604E+002, 2.5258277E+000, 5.9058668E+002, 2.5883667E+000, 5.0969916E+002, 2.6054917E+000, 4.4058666E+002, 2.5577381E+000, 3.9142624E+002, 2.4562927E+000, 3.5728094E+002, 2.3394220E+000, 3.2879886E+002, 2.2427486E+000, 3.0208824E+002, 2.1938283E+000, 2.7784657E+002, 2.1628866E+000, 2.5982372E+002, 2.1148869E+000, 2.4456813E+002, 2.0626479E+000, 2.3361753E+002, 2.0170582E+000, 2.2461790E+002, 2.0156013E+000
 7.7342218E+001, 1.0229056E+003, 7.2540172E-001, 1.0369874E+003, 1.6289092E+000, 1.0181564E+003, 2.2620307E+000, 9.5696165E+002, 2.6925645E+000, 8.7173862E+002, 2.9677638E+000, 7.7794212E+002, 3.1149194E+000, 6.8364286E+002, 3.1688214E+000, 5.9823965E+002, 3.1738847E+000, 5.2538023E+002, 3.1542221E+000, 4.6345775E+002, 3.1099306E+000, 4.1613910E+002, 3.0609729E+000, 3.8081549E+002, 3.0335968E+000, 3.5468282E+002, 3.0215590E+000, 3.3373982E+002, 2.9928077E+000, 3.1236198E+002, 2.9271060E+000, 2.9170162E+002, 2.8339174E+000, 2.7067209E+002, 2.7599619E+000
 7.8675940E+001, 1.0541504E+003, 6.7531473E-001, 1.0792487E+003, 1.6077825E+000, 1.0584462E+003, 2.2621257E+000, 9.6880091E+002, 2.6872560E+000, 8.4931306E+002, 2.9332611E+000, 7.3835311E+002, 3.0830055E+000, 6.3595100E+002, 3.1753602E+000, 5.4915717E+002, 3.1823686E+000, 4.7826025E+002, 3.1050614E+000, 4.1795377E+002, 2.9751002E+000, 3.6347895E+002, 2.7992327E+000, 3.2180751E+002, 2.5876712E+000, 2.9118064E+002, 2.4020864E+000, 2.6776811E+002, 2.2492375E+000, 2.5009931E+002, 2.0558612E+000, 2.3657854E+002, 1.9611450E+000, 2.2747038E+002, 1.9513189E+000
 8.0004028E+001, 1.0316256E+003, 6.7224146E-001, 1.0559055E+003, 1.6291297E+000, 1.0426087E+003, 2.2694969E+000, 9.7276036E+002, 2.6843591E+000, 8.6208566E+002, 2.9694848E+000, 7.5198829E+002, 3.1122108E+000, 6.4529360E+002, 3.1349167E+000, 5.5636933E+002, 3.0998700E+000, 4.8509543E+002, 3.0455769E+000, 4.2417199E+002, 2.9677931E+000, 3.7175141E+002, 2.8600778E+000, 3.3125561E+002, 2.7412958E+000, 3.0193920E+002, 2.6282313E+000, 2.7719298E+002, 2.5260564E+000, 2.5653969E+002, 2.4335415E+000, 2.4134890E+002, 2.3585462E+000, 2.3056202E+002, 2.3381781E+000
 8.1338653E+001, 1.0495283E+003, 7.1021688E-001, 1.0503084E+003, 1.6513623E+000, 1.0197826E+003, 2.2743126E+000, 9.1668547E+002, 2.6503775E+000, 7.8638951E+002, 2.8438764E+000, 6.6989510E+002, 2.9200760E+000, 5.7491244E+002, 2.9236203E+000, 4.9490424E+002, 2.9024526E+000, 4.2581352E+002, 2.8171196E+000, 3.6440421E+002, 2.6516642E+000, 3.1863826E+002, 2.4620628E+000, 2.8742610E+002, 2.2957542E+000, 2.6388413E+002, 2.2000064E+000, 2.5226624E+002, 2.1876721E+000, 2.4550271E+002, 2.2179765E+000, 2.4217961E+002, 2.2527594E+000, 2.3978285E+002, 2.2781858E+000
 8.2668490E+001, 9.8459837E+002, 7.1589687E-001, 9.4844742E+002, 1.4827535E+000, 8.4865545E+002, 2.0071253E+000, 7.2434116E+002, 2.2920515E+000, 6.1332613E+002, 2.3848815E+000, 5.2241963E+002, 2.3900768E+000, 4.5397814E+002, 2.3653088E+000, 4.0568479E+002, 2.3251619E+000, 3.7453282E+002, 2.3440249E+000, 3.4957757E+002, 2.4102777E+000, 3.2860881E+002, 2.4548931E+000, 3.1247076E+002, 2.5021548E+000, 2.9828708E+002, 2.5269584E+000, 2.7988451E+002, 2.5077069E+000, 2.6211315E+002, 2.4831114E+000, 2.4588170E+002, 2.4548815E+000, 2.3394186E+002, 2.4055416E+000
 8.4005928E+001, 1.0151092E+003, 6.6663912E-001, 1.0050728E+003, 1.5509093E+000, 9.5110983E+002, 2.1484796E+000, 8.6662253E+002, 2.5275776E+000, 7.6029276E+002, 2.7498533E+000, 6.5361419E+002, 2.8557677E+000, 5.5661335E+002, 2.8965941E+000, 4.7900648E+002, 2.8910353E+000, 4.1543755E+002, 2.8177324E+000, 3.6649550E+002, 2.6917997E+000, 3.3021347E+002, 2.5663098E+000, 3.0537216E+002, 2.4794317E+000, 2.8585950E+002, 2.4390757E+000, 2.7165989E+002, 2.4138961E+000, 2.6097702E+002, 2.3920459E+000, 2.5131089E+002, 2.3750955E+000, 2.4368470E+002, 2.3765345E+000
 8.5340274E+001, 9.7434335E+002, 7.0372282E-001, 9.4280724E+002, 1.4617168E+000, 8.4681761E+002, 1.9523201E+000, 7.2010644E+002, 2.2072966E+000, 6.2499662E+002, 2.3485982E+000, 5.6096264E+002, 2.4479323E+000, 5.0668912E+002, 2.5096401E+000, 4.6305481E+002, 2.5378778E+000, 4.2949885E+002, 2.5330847E+000, 3.9516391E+002, 2.5378416E+000, 3.6086607E+002, 2.5394271E+000, 3.2904668E+002, 2.4912527E+000, 3.0433252E+002, 2.3996930E+000, 2.8091904E+002, 2.2838072E+000, 2.5599731E+002, 2.1429276E+000, 2.3071323E+002, 2.0068119E+000, 2.1189353E+002, 1.9129064E+000
 8.6673226E+001, 1.0152266E+003, 7.4061280E-001, 9.4410999E+002, 1.5190342E+000, 8.3645447E+002, 1.9894045E+000, 7.4940880E+002, 2.2827123E+000, 6.4595521E+002, 2.4512093E+000, 5.4613349E+002, 2.5214935E+000, 4.6715729E+002, 2.5250510E+000, 4.0791989E+002, 2.4672059E+000, 3.5902719E+002, 2.3459082E+000, 3.2102010E+002, 2.1515788E+000, 2.9160903E+002, 1.9150259E+000, 2.7289654E+002, 1.7559325E+000, 2.5811642E+002, 1.7523274E+000, 2.4876977E+002, 1.8113094E+000, 2.3725047E+002, 1.8272826E+000, 2.2704684E+002, 1.9242580E+000, 2.2060683E+002, 1.9789543E+000
 8.8010100E+001, 1.0333072E+003, 7.9070827E-001, 1.0342544E+003, 1.5867523E+000, 9.5433806E+002, 2.1506591E+000, 8.2134981E+002, 2.4282529E+000, 6.7902529E+002, 2.5102135E+000, 5.7386974E+002, 2.5137995E+000, 4.8769335E+002, 2.5059109E+000, 4.1642339E+002, 2.4886266E+000, 3.5713872E+002, 2.4312060E+000, 3.1717994E+002, 2.3459382E+000, 2.8646808E+002, 2.2649359E+000, 2.6164263E+002, 2.2141585E+000, 2.4365927E+002, 2.1491619E+000, 2.3384108E+002, 2.0909633E+000, 2.2921125E+002, 2.1003320E+000, 2.2544691E+002, 2.0987583E+000, 2.2126264E+002, 2.1175832E+000
 8.9341886E+001, 1.0026985E+003, 7.6612954E-001, 9.9226561E+002, 1.5925093E+000, 9.3136371E+002, 2.1385866E+000, 8.1675485E+002, 2.4587885E+000, 6.8887707E+002, 2.6063043E+000, 5.7379395E+002, 2.6202572E+000, 4.7477208E+002, 2.5350883E+000, 4.0417467E+002, 2.4110484E+000, 3.5785394E+002, 2.3041186E+000, 3.2346153E+002, 2.2344763E+000, 3.0322752E+002, 2.1584765E+000, 2.8762784E+002, 2.1106339E+000, 2.7085638E+002, 2.1251364E+000, 2.5214263E+002, 2.0915144E+000, 2.3394955E+002, 2.0324616E+000, 2.1709996E+002, 1.9582270E+000, 2.0365930E+002, 1.8820991E+000
