s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 3.7340501E+001, 1.0109141E+003, 6.5003429E-001, 1.0696639E+003, 1.5858243E+000, 1.1109668E+003, 2.3123223E+000, 1.1232326E+003, 2.8309156E+000, 1.0836668E+003, 3.1729459E+000, 9.9812985E+002, 3.3682704E+000, 8.9159946E+002, 3.4516103E+000, 7.8421630E+002, 3.4687892E+000, 6.9162141E+002, 3.4568038E+000, 6.1790419E+002, 3.4479063E+000, 5.5901438E+002, 3.4310867E+000, 5.0351491E+002, 3.3727515E+000, 4.6560816E+002, 3.2793260E+000, 4.3086899E+002, 3.2012148E+000, 4.0490040E+002, 3.1558971E+000, 3.7863071E+002, 3.1415794E+000, 3.5906248E+002, 3.1258313E+000
 3.8667319E+001, 9.9092719E+002, 6.3426303E-001, 1.0664506E+003, 1.6103962E+000, 1.1308430E+003, 2.3604646E+000, 1.1770357E+003, 2.9291262E+000, 1.2043556E+003, 3.3803171E+000, 1.1917199E+003, 3.7558254E+000, 1.1270062E+003, 4.0222095E+000, 1.0357372E+003, 4.1751843E+000, 9.3146911E+002, 4.2679452E+000, 8.2737992E+002, 4.2825841E+000, 7.2566872E+002, 4.2329576E+000, 6.4118876E+002, 4.1579508E+000, 5.7625523E+002, 4.0625614E+000, 5.2539538E+002, 3.9407089E+000, 4.8201994E+002, 3.8113778E+000, 4.4583279E+002, 3.6734197E+000, 4.1154390E+002, 3.5603092E+000
 4.0009827E+001, 1.0426271E+003, 8.0143035E-001, 1.0842331E+003, 1.6138548E+000, 1.1012273E+003, 2.2682356E+000, 1.1013657E+003, 2.7267324E+000, 1.0391157E+003, 3.0598855E+000, 9.4122447E+002, 3.2060832E+000, 8.1551660E+002, 3.2478247E+000, 7.1432705E+002, 3.2129140E+000, 6.1549865E+002, 3.1325750E+000, 5.2853433E+002, 3.0043313E+000, 4.6451115E+002, 2.7949393E+000, 4.1685702E+002, 2.4202360E+000, 3.6439937E+002, 2.1131402E+000, 3.2759155E+002, 2.1961928E+000, 3.1100016E+002, 2.0708720E+000, 2.9795713E+002, 2.0169164E+000, 2.8874537E+002, 2.0029387E+000
 4.1337734E+001, 1.0476889E+003, 7.1893784E-001, 1.1135424E+003, 1.5843135E+000, 1.1411313E+003, 2.3010605E+000, 1.1245823E+003, 2.7852768E+000, 1.0914487E+003, 3.0888938E+000, 1.0237013E+003, 3.2894239E+000, 9.3242160E+002, 3.4043298E+000, 8.3359938E+002, 3.4675720E+000, 7.3428310E+002, 3.5015316E+000, 6.5504355E+002, 3.4956202E+000, 5.9030907E+002, 3.4706779E+000, 5.4183299E+002, 3.4489937E+000, 4.9987751E+002, 3.4043224E+000, 4.6226070E+002, 3.3284958E+000, 4.2910763E+002, 3.2496994E+000, 4.0058222E+002, 3.1769796E+000, 3.7886833E+002, 3.1436097E+000
 4.2671036E+001, 1.0743045E+003, 7.9865267E-001, 1.1081583E+003, 1.5801689E+000, 1.1094678E+003, 2.2494199E+000, 1.0563049E+003, 2.7155777E+000, 9.8471523E+002, 3.0030065E+000, 9.0791535E+002, 3.1933048E+000, 8.2394068E+002, 3.3330065E+000, 7.5350612E+002, 3.4320723E+000, 6.9836014E+002, 3.5083857E+000, 6.4719603E+002, 3.5698046E+000, 6.0160842E+002, 3.6063576E+000, 5.6280249E+002, 3.6139291E+000, 5.2786615E+002, 3.6021434E+000, 4.9651048E+002, 3.5748411E+000, 4.6804138E+002, 3.5378668E+000, 4.4390682E+002, 3.5161360E+000, 4.2056262E+002, 3.5093957E+000
 4.4002430E+001, 1.0040654E+003, 6.4274050E-001, 1.0581040E+003, 1.5228321E+000, 1.1080930E+003, 2.2514325E+000, 1.1207739E+003, 2.8088820E+000, 1.1112961E+003, 3.2137410E+000, 1.0627553E+003, 3.5088061E+000, 9.7000645E+002, 3.6896027E+000, 8.5139245E+002, 3.7480316E+000, 7.3453444E+002, 3.7258956E+000, 6.4131351E+002, 3.6590274E+000, 5.6807039E+002, 3.5441980E+000, 5.0041868E+002, 3.3832770E+000, 4.3949559E+002, 3.1833472E+000, 3.9531271E+002, 3.0074882E+000, 3.6356165E+002, 2.8984337E+000, 3.3992162E+002, 2.8541276E+000, 3.2253143E+002, 2.8187953E+000
 4.5334574E+001, 1.0410895E+003, 7.5017780E-001, 1.1099486E+003, 1.6162168E+000, 1.1560239E+003, 2.2671196E+000, 1.1557700E+003, 2.7295378E+000, 1.0792571E+003, 3.0632673E+000, 9.6809531E+002, 3.2550411E+000, 8.6136148E+002, 3.3583034E+000, 7.6491952E+002, 3.4251962E+000, 6.9263671E+002, 3.4650451E+000, 6.3477657E+002, 3.4540891E+000, 5.7797454E+002, 3.3947820E+000, 5.1999649E+002, 3.2729162E+000, 4.6454335E+002, 3.0664141E+000, 4.2214199E+002, 2.9505292E+000, 3.9413081E+002, 2.8241435E+000, 3.7234534E+002, 2.7240017E+000, 3.5489065E+002, 2.6691501E+000
 4.6671752E+001, 1.0476600E+003, 8.1856460E-001, 1.0269667E+003, 1.4903369E+000, 1.0030201E+003, 1.9989352E+000, 9.1959575E+002, 2.3244485E+000, 7.9141830E+002, 2.4466136E+000, 6.7736986E+002, 2.4112828E+000, 5.7842916E+002, 2.4265596E+000, 5.0502765E+002, 2.3619064E+000, 4.4703019E+002, 2.3641652E+000, 4.0771182E+002, 2.3674900E+000, 3.8758666E+002, 2.3764084E+000, 3.5953832E+002, 2.3834292E+000, 3.3487018E+002, 2.2873156E+000, 3.1109593E+002, 2.1422713E+000, 2.8903626E+002, 1.9642186E+000, 2.7427250E+002, 1.8548343E+000, 2.6731323E+002, 1.8484089E+000
 4.8004140E+001, 1.0314954E+003, 7.1051979E-001, 1.0595819E+003, 1.5302114E+000, 1.0721496E+003, 2.1485957E+000, 1.0539675E+003, 2.5630458E+000, 9.9722771E+002, 2.8422502E+000, 9.1640955E+002, 2.9996398E+000, 8.2403714E+002, 3.0729432E+000, 7.2092905E+002, 3.0804390E+000, 6.2686070E+002, 3.0185660E+000, 5.4357881E+002, 2.8413986E+000, 4.7218976E+002, 2.6442694E+000, 4.1704415E+002, 2.5262267E+000, 3.7702847E+002, 2.4467745E+000, 3.4892592E+002, 2.3521840E+000, 3.2626700E+002, 2.2894338E+000, 3.0844226E+002, 2.2626570E+000, 2.9410541E+002, 2.2294507E+000
 4.9341120E+001, 1.0190056E+003, 7.9249886E-001, 1.0728697E+003, 1.5376645E+000, 1.0783302E+003, 2.1801777E+000, 1.0534084E+003, 2.6553391E+000, 1.0250987E+003, 2.9844408E+000, 9.8766507E+002, 3.2093693E+000, 9.0158459E+002, 3.3429749E+000, 7.6451240E+002, 3.3324704E+000, 6.3249820E+002, 3.2071142E+000, 5.3493523E+002, 3.0624256E+000, 4.6524304E+002, 2.8543221E+000, 4.1006407E+002, 2.6636939E+000, 3.7320660E+002, 2.5767244E+000, 3.4803435E+002, 2.5346656E+000, 3.3084063E+002, 2.5082304E+000, 3.2014975E+002, 2.4940855E+000, 3.1258649E+002, 2.5065054E+000
 5.0673481E+001, 1.0040507E+003, 7.2188956E-001, 1.0435703E+003, 1.5193832E+000, 1.0559078E+003, 2.1585321E+000, 1.0373360E+003, 2.5760178E+000, 9.8150110E+002, 2.8342156E+000, 8.8284003E+002, 2.9783894E+000, 7.6454907E+002, 3.0639067E+000, 6.7323231E+002, 3.1007911E+000, 6.0256374E+002, 3.1215135E+000, 5.4050701E+002, 3.0862385E+000, 4.8746416E+002, 3.0206424E+000, 4.4918890E+002, 2.9198131E+000, 4.2109214E+002, 2.7804880E+000, 3.9616353E+002, 2.6797299E+000, 3.7143900E+002, 2.6163285E+000, 3.4813493E+002, 2.5658502E+000, 3.2553163E+002, 2.5062418E+000
