s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 5.2006780E+001, 1.0121147E+003, 6.7636025E-001, 1.0707392E+003, 1.5609119E+000, 1.1202447E+003, 2.2336985E+000, 1.1572555E+003, 2.7575518E+000, 1.1674035E+003, 3.1508990E+000, 1.1221358E+003, 3.4291908E+000, 1.0085585E+003, 3.6038039E+000, 8.7469911E+002, 3.6582006E+000, 7.4502078E+002, 3.6130803E+000, 6.3083232E+002, 3.4941484E+000, 5.4307966E+002, 3.3529091E+000, 4.7050187E+002, 3.1700866E+000, 4.1456996E+002, 2.9332842E+000, 3.6648780E+002, 2.6490253E+000, 3.2300344E+002, 2.3723279E+000, 2.9881163E+002, 2.2749844E+000, 2.8932060E+002, 2.1943969E+000
 5.3338514E+001, 1.0685800E+003, 7.5752379E-001, 1.1217848E+003, 1.5727568E+000, 1.1323048E+003, 2.2015478E+000, 1.0961035E+003, 2.6374703E+000, 1.0233432E+003, 2.9085881E+000, 9.0381761E+002, 3.0890790E+000, 7.8984705E+002, 3.1416135E+000, 7.0124151E+002, 3.0939111E+000, 6.1354367E+002, 3.0279194E+000, 5.3889251E+002, 2.9846601E+000, 4.8053464E+002, 2.8890869E+000, 4.2160127E+002, 2.7065486E+000, 3.7686488E+002, 2.5264893E+000, 3.5297917E+002, 2.3811278E+000, 3.3723281E+002, 2.2987989E+000, 3.1615731E+002, 2.1747241E+000, 2.9145871E+002, 2.0316299E+000
 5.4675429E+001, 1.0126620E+003, 6.2125994E-001, 1.0878864E+003, 1.5290065E+000, 1.1268659E+003, 2.2582451E+000, 1.1103222E+003, 2.7519801E+000, 1.0308038E+003, 3.0345468E+000, 9.1815220E+002, 3.1286251E+000, 7.7453681E+002, 2.9898366E+000, 6.5122468E+002, 2.8611250E+000, 5.5786474E+002, 2.6973228E+000, 4.9049003E+002, 2.5289790E+000, 4.3499677E+002, 2.4236243E+000, 3.9247876E+002, 2.3307396E+000, 3.5903242E+002, 2.2654993E+000, 3.3988504E+002, 2.1948147E+000, 3.2720494E+002, 2.1188794E+000, 3.1961086E+002, 2.0772467E+000, 3.1330801E+002, 2.0853586E+000
 5.6001522E+001, 1.0626028E+003, 7.6656876E-001, 1.1189281E+003, 1.5748932E+000, 1.1463263E+003, 2.2630866E+000, 1.1410405E+003, 2.7576704E+000, 1.0903732E+003, 3.0834695E+000, 1.0018645E+003, 3.2864197E+000, 8.9470400E+002, 3.4099620E+000, 7.9215257E+002, 3.4831134E+000, 6.9448576E+002, 3.4956526E+000, 6.1509833E+002, 3.4594633E+000, 5.5498771E+002, 3.3806885E+000, 5.0612448E+002, 3.2886846E+000, 4.6351935E+002, 3.2133437E+000, 4.2977532E+002, 3.1247168E+000, 4.0460029E+002, 2.9937321E+000, 3.7866494E+002, 2.8356884E+000, 3.5381515E+002, 2.6654824E+000
 5.7340506E+001, 1.0206959E+003, 7.1424924E-001, 1.0779552E+003, 1.6159769E+000, 1.1303883E+003, 2.2623824E+000, 1.1196519E+003, 2.7397715E+000, 1.0353791E+003, 3.0583680E+000, 9.3048512E+002, 3.2309332E+000, 8.1785396E+002, 3.3206834E+000, 7.1967124E+002, 3.3529129E+000, 6.4450408E+002, 3.3467128E+000, 5.8525829E+002, 3.3301466E+000, 5.2441245E+002, 3.2840835E+000, 4.7318638E+002, 3.1644195E+000, 4.2867071E+002, 3.0021823E+000, 3.8929961E+002, 2.8260669E+000, 3.5583273E+002, 2.6447285E+000, 3.2892533E+002, 2.4834284E+000, 3.1015777E+002, 2.3547881E+000
 5.8675564E+001, 9.7230810E+002, 6.9771793E-001, 1.0166912E+003, 1.4767102E+000, 1.0544832E+003, 2.1318041E+000, 1.0659396E+003, 2.6087316E+000, 1.0599521E+003, 2.9638334E+000, 1.0347956E+003, 3.2353683E+000, 9.8323587E+002, 3.4392317E+000, 9.1023124E+002, 3.5721903E+000, 8.1391164E+002, 3.6313391E+000, 7.1408955E+002, 3.6070427E+000, 6.2538386E+002, 3.5170336E+000, 5.4928618E+002, 3.4105453E+000, 4.8966742E+002, 3.3119629E+000, 4.4225317E+002, 3.1960874E+000, 4.0698714E+002, 3.0707996E+000, 3.7794552E+002, 2.9412942E+000, 3.5249093E+002, 2.7910450E+000
 6.0002560E+001, 9.8565725E+002, 6.7514834E-001, 1.0151472E+003, 1.4738559E+000, 1.0107109E+003, 2.0738837E+000, 9.7178216E+002, 2.4598263E+000, 9.1384326E+002, 2.7139695E+000, 8.3458965E+002, 2.8749980E+000, 7.4250201E+002, 2.9377352E+000, 6.4649329E+002, 2.9322755E+000, 5.6500320E+002, 2.8963497E+000, 5.0718247E+002, 2.8456085E+000, 4.6586760E+002, 2.7873973E+000, 4.3191817E+002, 2.7381715E+000, 4.0443532E+002, 2.7160008E+000, 3.8110278E+002, 2.7262020E+000, 3.6221899E+002, 2.7398790E+000, 3.4665658E+002, 2.7302898E+000, 3.3418638E+002, 2.7082597E+000
 6.1341804E+001, 8.7517448E+002, 5.6968360E-001, 9.6862951E+002, 1.4720478E+000, 1.0550048E+003, 2.1743447E+000, 1.1126854E+003, 2.7152715E+000, 1.1387861E+003, 3.1349574E+000, 1.1332352E+003, 3.4420432E+000, 1.0959610E+003, 3.6597744E+000, 1.0236105E+003, 3.8066569E+000, 9.2556362E+002, 3.8862036E+000, 8.1627091E+002, 3.9068689E+000, 7.1926998E+002, 3.8776652E+000, 6.3863553E+002, 3.8152099E+000, 5.6709954E+002, 3.7308054E+000, 5.0577483E+002, 3.6364687E+000, 4.5142883E+002, 3.5427299E+000, 4.1948728E+002, 3.4625292E+000, 3.9350250E+002, 3.3941026E+000
 6.2674457E+001, 9.1207731E+002, 5.8623702E-001, 9.9886085E+002, 1.4535779E+000, 1.0731969E+003, 2.1640185E+000, 1.1217739E+003, 2.7009396E+000, 1.1219459E+003, 3.1067194E+000, 1.0670902E+003, 3.3742360E+000, 9.8547004E+002, 3.5258469E+000, 8.9620427E+002, 3.6048838E+000, 7.9719382E+002, 3.6281596E+000, 7.0232466E+002, 3.5869809E+000, 6.2156777E+002, 3.5057616E+000, 5.4759815E+002, 3.4144203E+000, 4.9384082E+002, 3.3078350E+000, 4.5064772E+002, 3.1977344E+000, 4.1893372E+002, 3.1082578E+000, 3.9160591E+002, 3.0165091E+000, 3.7125744E+002, 2.9808825E+000
 6.4008196E+001, 9.7699815E+002, 6.5736163E-001, 1.0428295E+003, 1.4737094E+000, 1.0969731E+003, 2.1668896E+000, 1.1340957E+003, 2.6942942E+000, 1.1383714E+003, 3.0814375E+000, 1.1083095E+003, 3.3554296E+000, 1.0281957E+003, 3.5334826E+000, 9.3058829E+002, 3.6206457E+000, 8.4328792E+002, 3.6638520E+000, 7.6076582E+002, 3.6764013E+000, 6.9869005E+002, 3.6667610E+000, 6.3170702E+002, 3.6400605E+000, 5.7944712E+002, 3.5498866E+000, 5.2870899E+002, 3.4538906E+000, 4.8367212E+002, 3.3472171E+000, 4.4208444E+002, 3.2514390E+000, 4.0996309E+002, 3.1707126E+000
 6.5338163E+001, 1.0139703E+003, 7.4011910E-001, 1.0659590E+003, 1.5084743E+000, 1.0814059E+003, 2.1145073E+000, 1.0331992E+003, 2.5506791E+000, 9.4517331E+002, 2.8312012E+000, 8.5566981E+002, 3.0042730E+000, 7.6808487E+002, 3.1102067E+000, 6.8425479E+002, 3.1492438E+000, 6.1137142E+002, 3.1127544E+000, 5.3683192E+002, 3.0366622E+000, 4.7607996E+002, 2.9381337E+000, 4.3221902E+002, 2.8526036E+000, 4.0069473E+002, 2.7727033E+000, 3.7789391E+002, 2.6703023E+000, 3.5767137E+002, 2.6012830E+000, 3.3963633E+002, 2.5485231E+000, 3.2152555E+002, 2.4611233E+000
 6.6674178E+001, 9.7245395E+002, 7.0271072E-001, 1.0380869E+003, 1.4942145E+000, 1.0915755E+003, 2.1694150E+000, 1.0991866E+003, 2.6460754E+000, 1.0511863E+003, 2.9540510E+000, 9.5935992E+002, 3.1001626E+000, 8.4155765E+002, 3.0695827E+000, 7.2167040E+002, 3.0071987E+000, 6.2433949E+002, 2.9236567E+000, 5.4904443E+002, 2.8412821E+000, 4.8607153E+002, 2.8125582E+000, 4.4286214E+002, 2.8233747E+000, 4.1351884E+002, 2.7958644E+000, 3.8890629E+002, 2.7873584E+000, 3.6671599E+002, 2.7817339E+000, 3.4606109E+002, 2.7875745E+000, 3.2776944E+002, 2.7444218E+000
 6.8001673E+001, 9.3459503E+002, 6.3118545E-001, 1.0080039E+003, 1.4854844E+000, 1.0623576E+003, 2.1862278E+000, 1.0629056E+003, 2.6571787E+000, 1.0321538E+003, 2.9861649E+000, 9.5918625E+002, 3.2006626E+000, 8.7294564E+002, 3.3237366E+000, 7.9202165E+002, 3.3985634E+000, 7.1601494E+002, 3.4315110E+000, 6.4087036E+002, 3.4117171E+000, 5.8109760E+002, 3.3705687E+000, 5.3411068E+002, 3.3339780E+000, 4.9472387E+002, 3.2890948E+000, 4.6123350E+002, 3.2318607E+000, 4.3209138E+002, 3.1925203E+000, 4.0635060E+002, 3.1766530E+000, 3.8464775E+002, 3.1603941E+000
 6.9338550E+001, 9.5041193E+002, 7.2580394E-001, 1.0089546E+003, 1.4304104E+000, 1.0558269E+003, 2.0800925E+000, 1.0763489E+003, 2.5454278E+000, 1.0599133E+003, 2.8852841E+000, 1.0121662E+003, 3.1763640E+000, 9.1756867E+002, 3.3407040E+000, 8.1103491E+002, 3.3153287E+000, 7.1429456E+002, 3.2037051E+000, 6.2736796E+002, 3.0810194E+000, 5.5586931E+002, 2.9611267E+000, 4.9155963E+002, 2.8751345E+000, 4.4261031E+002, 2.8185560E+000, 4.0933223E+002, 2.7613364E+000, 3.8923867E+002, 2.7274197E+000, 3.7646936E+002, 2.7114546E+000, 3.6549397E+002, 2.7127908E+000
 7.0674497E+001, 9.3685348E+002, 6.8714051E-001, 1.0015922E+003, 1.4547454E+000, 1.0314860E+003, 2.1021071E+000, 1.0383505E+003, 2.5740575E+000, 1.0135306E+003, 2.8962690E+000, 9.4628725E+002, 3.0975381E+000, 8.5993633E+002, 3.1969650E+000, 7.6955328E+002, 3.2251237E+000, 6.8642065E+002, 3.2056628E+000, 6.1038260E+002, 3.1559351E+000, 5.4548336E+002, 3.0972260E+000, 4.8789903E+002, 3.0202787E+000, 4.4304670E+002, 2.9326681E+000, 4.0617878E+002, 2.8607048E+000, 3.7722291E+002, 2.8027219E+000, 3.5688407E+002, 2.7554531E+000, 3.4351459E+002, 2.7282223E+000
 7.2006914E+001, 9.4678829E+002, 6.6600603E-001, 1.0186675E+003, 1.4157148E+000, 1.0792772E+003, 2.1137138E+000, 1.1115218E+003, 2.6574266E+000, 1.1316171E+003, 3.0790322E+000, 1.1129765E+003, 3.4080922E+000, 1.0602842E+003, 3.6502501E+000, 9.8555658E+002, 3.8106890E+000, 9.0130611E+002, 3.9146469E+000, 8.2189374E+002, 3.9847547E+000, 7.5313415E+002, 4.0239996E+000, 6.9566761E+002, 4.0416371E+000, 6.4478042E+002, 4.0564362E+000, 5.9668225E+002, 4.0634835E+000, 5.5065622E+002, 4.0388399E+000, 5.1003941E+002, 3.9769044E+000, 4.7172275E+002, 3.8896481E+000
 7.3338672E+001, 9.1974980E+002, 6.3475874E-001, 9.6541420E+002, 1.4554202E+000, 1.0017700E+003, 2.0786204E+000, 1.0179658E+003, 2.5374989E+000, 1.0071925E+003, 2.8767423E+000, 9.5665254E+002, 3.1088178E+000, 8.6330056E+002, 3.2236235E+000, 7.6144784E+002, 3.2075099E+000, 6.6938832E+002, 3.1470174E+000, 5.8455292E+002, 3.0725311E+000, 5.1593811E+002, 2.9800243E+000, 4.6113269E+002, 2.8976950E+000, 4.1327826E+002, 2.8339205E+000, 3.7917237E+002, 2.7747729E+000, 3.5255818E+002, 2.7369940E+000, 3.3520007E+002, 2.7102499E+000, 3.2435430E+002, 2.7064602E+000
 7.4669303E+001, 8.8307624E+002, 5.9599646E-001, 9.7581658E+002, 1.4336743E+000, 1.0471504E+003, 2.1316610E+000, 1.0721549E+003, 2.6286689E+000, 1.0611385E+003, 2.9871300E+000, 1.0158725E+003, 3.2502053E+000, 9.4860833E+002, 3.4231967E+000, 8.7001456E+002, 3.5391844E+000, 7.8947884E+002, 3.6263090E+000, 7.1628928E+002, 3.6697023E+000, 6.4998929E+002, 3.6738137E+000, 5.9076258E+002, 3.6605789E+000, 5.4356928E+002, 3.6368924E+000, 5.0484320E+002, 3.5873950E+000, 4.6937415E+002, 3.5397888E+000, 4.4075666E+002, 3.4869326E+000, 4.1105671E+002, 3.4007653E+000
 7.6007538E+001, 9.0095344E+002, 6.0772375E-001, 9.9243268E+002, 1.4305212E+000, 1.0740091E+003, 2.1357504E+000, 1.1210970E+003, 2.6797553E+000, 1.1399274E+003, 3.1056533E+000, 1.1369166E+003, 3.4444993E+000, 1.1037793E+003, 3.7030736E+000, 1.0400732E+003, 3.8868536E+000, 9.5567632E+002, 4.0009803E+000, 8.6919453E+002, 4.0562680E+000, 7.8500099E+002, 4.0769526E+000, 7.1340228E+002, 4.0703142E+000, 6.5387795E+002, 4.0450424E+000, 6.0145071E+002, 4.0260838E+000, 5.5783666E+002, 3.9954175E+000, 5.2055943E+002, 3.9309759E+000, 4.8565642E+002, 3.8427012E+000
 7.7338744E+001, 9.9957244E+002, 7.4804388E-001, 1.0661331E+003, 1.5167068E+000, 1.1198419E+003, 2.1919305E+000, 1.1294874E+003, 2.6824739E+000, 1.0865911E+003, 3.0320570E+000, 1.0088783E+003, 3.2659692E+000, 9.2920581E+002, 3.4101643E+000, 8.5492013E+002, 3.4914233E+000, 7.8647063E+002, 3.5245853E+000, 7.2399158E+002, 3.5278555E+000, 6.6763236E+002, 3.4969948E+000, 6.1246368E+002, 3.4455196E+000, 5.6622189E+002, 3.3759220E+000, 5.2609359E+002, 3.2984598E+000, 4.9041202E+002, 3.2311179E+000, 4.6120641E+002, 3.1863969E+000, 4.3809406E+002, 3.1511121E+000
 7.8672692E+001, 9.6772923E+002, 7.1445375E-001, 9.9896489E+002, 1.4463281E+000, 9.9461872E+002, 2.0377141E+000, 9.6605482E+002, 2.4186104E+000, 9.0865493E+002, 2.6615086E+000, 8.3359718E+002, 2.7836494E+000, 7.5226194E+002, 2.8348747E+000, 6.7239193E+002, 2.8671772E+000, 6.0613771E+002, 2.8764069E+000, 5.4893534E+002, 2.8712085E+000, 5.0743683E+002, 2.8540803E+000, 4.7888976E+002, 2.8284623E+000, 4.5820392E+002, 2.8536443E+000, 4.4404932E+002, 2.9366348E+000, 4.3047294E+002, 3.0265985E+000, 4.1706894E+002, 3.0836324E+000, 4.0090754E+002, 3.1041408E+000
 8.0006764E+001, 9.5549061E+002, 7.1509847E-001, 1.0145246E+003, 1.4566863E+000, 1.0656096E+003, 2.1174992E+000, 1.0897561E+003, 2.6217089E+000, 1.0575725E+003, 2.9747119E+000, 9.9028997E+002, 3.2064657E+000, 8.9594936E+002, 3.3379931E+000, 7.8754465E+002, 3.3523509E+000, 6.8525596E+002, 3.3050587E+000, 5.9996502E+002, 3.2314928E+000, 5.3688713E+002, 3.1453678E+000, 4.8596405E+002, 3.0710282E+000, 4.4012544E+002, 2.9563735E+000, 3.9759830E+002, 2.7992315E+000, 3.6561456E+002, 2.6404461E+000, 3.4356763E+002, 2.5449435E+000, 3.2718683E+002, 2.5072815E+000
 8.1334184E+001, 9.0035425E+002, 6.5529272E-001, 9.9042160E+002, 1.4225265E+000, 1.0442586E+003, 2.0723076E+000, 1.0518380E+003, 2.5411624E+000, 1.0002189E+003, 2.8788803E+000, 9.1941736E+002, 3.0666423E+000, 8.3136758E+002, 3.1532561E+000, 7.4103245E+002, 3.1970129E+000, 6.6062479E+002, 3.1999991E+000, 5.9747697E+002, 3.1776566E+000, 5.4432226E+002, 3.1275708E+000, 4.9270816E+002, 3.0570938E+000, 4.4692505E+002, 2.9810965E+000, 4.0674589E+002, 2.8871249E+000, 3.7072137E+002, 2.7648797E+000, 3.3881704E+002, 2.6173023E+000, 3.1503215E+002, 2.4884593E+000
 8.2668557E+001, 9.5530262E+002, 7.3961619E-001, 1.0438069E+003, 1.4866274E+000, 1.0751629E+003, 2.1068874E+000, 1.0613099E+003, 2.5449947E+000, 9.5291443E+002, 2.7730034E+000, 8.1479898E+002, 2.8181566E+000, 6.7967803E+002, 2.7573872E+000, 5.6363767E+002, 2.6116797E+000, 4.8096731E+002, 2.4573023E+000, 4.3183785E+002, 2.3603964E+000, 4.0031585E+002, 2.2612359E+000, 3.7720917E+002, 2.1854223E+000, 3.6143710E+002, 2.1735329E+000, 3.5191471E+002, 2.1984590E+000, 3.4886826E+002, 2.2436405E+000, 3.4550483E+002, 2.2959067E+000, 3.4139433E+002, 2.3354273E+000
 8.4006796E+001, 8.2811622E+002, 5.6485841E-001, 8.8587717E+002, 1.4146139E+000, 9.7974838E+002, 2.1262121E+000, 1.0591123E+003, 2.6427757E+000, 1.0928918E+003, 3.0212600E+000, 1.0632296E+003, 3.3045595E+000, 9.6758946E+002, 3.4638258E+000, 8.5722633E+002, 3.5252368E+000, 7.5122600E+002, 3.5171838E+000, 6.6419655E+002, 3.4482321E+000, 5.9323384E+002, 3.3411305E+000, 5.4352516E+002, 3.2687439E+000, 5.1568068E+002, 3.2876885E+000, 4.9631048E+002, 3.3537439E+000, 4.8257296E+002, 3.4265975E+000, 4.7006385E+002, 3.4966514E+000, 4.5759566E+002, 3.5706665E+000
 8.5337314E+001, 8.8430300E+002, 6.9087128E-001, 9.1693219E+002, 1.4288437E+000, 9.7897220E+002, 2.0297901E+000, 1.0157929E+003, 2.5155007E+000, 1.0070985E+003, 2.8766837E+000, 9.7769566E+002, 3.1054413E+000, 9.2298583E+002, 3.2406793E+000, 8.3615010E+002, 3.3062932E+000, 7.4242390E+002, 3.2842858E+000, 6.5185062E+002, 3.2114072E+000, 5.6616303E+002, 3.1050160E+000, 4.9683624E+002, 2.9500525E+000, 4.3463839E+002, 2.6847050E+000, 3.8656651E+002, 2.4122490E+000, 3.5739214E+002, 2.2924434E+000, 3.4479663E+002, 2.3039127E+000, 3.3817505E+002, 2.3452538E+000
 8.6670037E+001, 9.3358313E+002, 6.9821564E-001, 9.9484849E+002, 1.4888769E+000, 1.0141964E+003, 2.0751919E+000, 1.0052997E+003, 2.4578314E+000, 9.4473135E+002, 2.7030349E+000, 8.4688845E+002, 2.8400981E+000, 7.4642851E+002, 2.8939610E+000, 6.5477102E+002, 2.8843107E+000, 5.8287941E+002, 2.8520210E+000, 5.3161262E+002, 2.8630083E+000, 5.0047320E+002, 2.9397712E+000, 4.7767331E+002, 3.0006195E+000, 4.5714530E+002, 3.0394497E+000, 4.3448897E+002, 3.0987368E+000, 4.1146660E+002, 3.0873015E+000, 3.8473328E+002, 2.9926022E+000, 3.6076613E+002, 2.8931331E+000
 8.8007990E+001, 8.6988913E+002, 6.4645047E-001, 9.4107325E+002, 1.3788327E+000, 1.0073201E+003, 2.0237685E+000, 1.0362699E+003, 2.5502867E+000, 1.0344618E+003, 2.9389193E+000, 1.0042376E+003, 3.2162064E+000, 9.4957593E+002, 3.3846933E+000, 8.7118525E+002, 3.4810696E+000, 7.7354766E+002, 3.4823015E+000, 6.7030252E+002, 3.3462963E+000, 5.9470850E+002, 3.2700268E+000, 5.4254353E+002, 3.2142082E+000, 5.0288591E+002, 3.2140417E+000, 4.6605231E+002, 3.2319795E+000, 4.4176387E+002, 3.2589068E+000, 4.1610383E+002, 3.2654351E+000, 4.0179934E+002, 3.2510255E+000
 8.9339257E+001, 8.5474503E+002, 5.5944321E-001, 8.8971397E+002, 1.3717177E+000, 9.3918818E+002, 1.9956183E+000, 9.7379684E+002, 2.4654957E+000, 9.8856502E+002, 2.8161995E+000, 9.7462631E+002, 3.0683144E+000, 9.2641673E+002, 3.2421464E+000, 8.4744062E+002, 3.3429708E+000, 7.5703802E+002, 3.3800335E+000, 6.6814208E+002, 3.3671397E+000, 5.8927451E+002, 3.3187020E+000, 5.2678007E+002, 3.2428512E+000, 4.7951571E+002, 3.1461382E+000, 4.4102465E+002, 3.0510388E+000, 4.0778647E+002, 2.9729127E+000, 3.7936790E+002, 2.9157572E+000, 3.5787056E+002, 2.8323204E+000
 9.0667932E+001, 8.6946507E+002, 6.2952795E-001, 9.2188381E+002, 1.4040937E+000, 9.8069699E+002, 2.0665408E+000, 1.0496285E+003, 2.6056256E+000, 1.0921480E+003, 3.0467564E+000, 1.0966393E+003, 3.3832525E+000, 1.0608717E+003, 3.6159886E+000, 9.9009073E+002, 3.7646852E+000, 9.0684771E+002, 3.8517362E+000, 8.2540697E+002, 3.8957862E+000, 7.5111921E+002, 3.9158515E+000, 6.8325291E+002, 3.9137211E+000, 6.2352617E+002, 3.8860329E+000, 5.7336336E+002, 3.8404982E+000, 5.3119025E+002, 3.7719089E+000, 4.9639216E+002, 3.6902371E+000, 4.6518943E+002, 3.6265450E+000
 9.2004591E+001, 8.4424756E+002, 5.8066036E-001, 8.9665211E+002, 1.3764289E+000, 9.4990621E+002, 2.0086007E+000, 9.6942316E+002, 2.4783885E+000, 9.7851948E+002, 2.8161136E+000, 9.5861555E+002, 3.0533232E+000, 8.9445282E+002, 3.2048153E+000, 7.9462177E+002, 3.2710434E+000, 6.9166754E+002, 3.2290447E+000, 6.0559038E+002, 3.1244300E+000, 5.3039163E+002, 3.0084235E+000, 4.7397154E+002, 2.8764759E+000, 4.3421969E+002, 2.8010449E+000, 4.1502846E+002, 2.8230810E+000, 4.0563195E+002, 2.8998012E+000, 3.9878254E+002, 2.9924876E+000, 3.9304737E+002, 3.0526719E+000
 9.3334483E+001, 8.4705847E+002, 5.8330716E-001, 9.1094401E+002, 1.4127181E+000, 9.8875996E+002, 2.1014864E+000, 1.0596441E+003, 2.6520470E+000, 1.1020077E+003, 3.0846908E+000, 1.1114383E+003, 3.4354980E+000, 1.0927455E+003, 3.7095664E+000, 1.0449362E+003, 3.8970041E+000, 9.7201023E+002, 4.0359446E+000, 8.8378028E+002, 4.1265626E+000, 7.9260534E+002, 4.1508566E+000, 7.0709889E+002, 4.1543722E+000, 6.2844234E+002, 4.1193730E+000, 5.6450545E+002, 3.9994367E+000, 5.1244094E+002, 3.8508020E+000, 4.7530474E+002, 3.7131011E+000, 4.4652815E+002, 3.6154359E+000
 9.4669229E+001, 8.2174380E+002, 5.4110517E-001, 8.5344645E+002, 1.3630162E+000, 9.1725314E+002, 2.0151941E+000, 9.9343187E+002, 2.5331055E+000, 1.0456141E+003, 2.9552078E+000, 1.0497639E+003, 3.2919417E+000, 9.9323056E+002, 3.5198653E+000, 9.0355579E+002, 3.6277972E+000, 8.0854532E+002, 3.6355817E+000, 7.3012558E+002, 3.5906320E+000, 6.6180896E+002, 3.5693926E+000, 6.0634742E+002, 3.5388560E+000, 5.5560668E+002, 3.5157368E+000, 5.1219064E+002, 3.5067798E+000, 4.7247714E+002, 3.5191891E+000, 4.4030679E+002, 3.5164829E+000, 4.1037585E+002, 3.4739603E+000
 9.6007695E+001, 8.6429423E+002, 6.2613452E-001, 9.2043567E+002, 1.4150581E+000, 9.7613809E+002, 2.0701040E+000, 1.0201879E+003, 2.5746755E+000, 1.0210930E+003, 2.9381810E+000, 9.7851146E+002, 3.1787590E+000, 9.1677872E+002, 3.3221869E+000, 8.3877114E+002, 3.4070897E+000, 7.5024998E+002, 3.4523180E+000, 6.6851411E+002, 3.4520579E+000, 5.9896698E+002, 3.4300527E+000, 5.3974179E+002, 3.3708924E+000, 4.8768475E+002, 3.2609912E+000, 4.4908273E+002, 3.1817892E+000, 4.2636189E+002, 3.1614767E+000, 4.1403622E+002, 3.1631882E+000, 4.0608064E+002, 3.1839651E+000
 9.7335709E+001, 8.5436077E+002, 6.4972401E-001, 9.3450989E+002, 1.4526917E+000, 1.0057308E+003, 2.0637089E+000, 1.0461770E+003, 2.5479873E+000, 1.0613933E+003, 2.9466692E+000, 1.0203108E+003, 3.2283774E+000, 9.2727434E+002, 3.3889085E+000, 8.2597429E+002, 3.4132908E+000, 7.3398472E+002, 3.3729962E+000, 6.4964822E+002, 3.2986373E+000, 5.7266650E+002, 3.2106434E+000, 5.1876265E+002, 3.1494109E+000, 4.7965518E+002, 3.1046603E+000, 4.4640671E+002, 3.0004259E+000, 4.1271350E+002, 2.8641577E+000, 3.8452808E+002, 2.7562195E+000, 3.6039954E+002, 2.6915322E+000
 9.8674661E+001, 8.4813181E+002, 6.4710646E-001, 8.9730944E+002, 1.3401210E+000, 9.3456255E+002, 1.9579256E+000, 9.3550612E+002, 2.4084455E+000, 9.1674126E+002, 2.6942719E+000, 8.6404668E+002, 2.8828305E+000, 7.9390612E+002, 2.9901174E+000, 7.2126292E+002, 3.0224673E+000, 6.5454648E+002, 3.0207060E+000, 5.9281241E+002, 3.0074703E+000, 5.4270839E+002, 2.9688635E+000, 4.9534361E+002, 2.9228918E+000, 4.5314883E+002, 2.8705227E+000, 4.1623249E+002, 2.8342000E+000, 3.8451783E+002, 2.7738664E+000, 3.5558513E+002, 2.6664946E+000, 3.3127624E+002, 2.5252326E+000
 1.0000807E+002, 8.2472329E+002, 6.1245072E-001, 9.0321904E+002, 1.3965620E+000, 9.7752721E+002, 2.0303711E+000, 1.0028369E+003, 2.5207012E+000, 9.8324001E+002, 2.8729706E+000, 9.5459670E+002, 3.1195333E+000, 9.1637825E+002, 3.3143227E+000, 8.6259109E+002, 3.4812649E+000, 8.0021577E+002, 3.6161824E+000, 7.3366112E+002, 3.7107540E+000, 6.7192004E+002, 3.7719514E+000, 6.2060529E+002, 3.8107960E+000, 5.7827285E+002, 3.8321682E+000, 5.4591657E+002, 3.8302696E+000, 5.1882857E+002, 3.8327188E+000, 4.9349879E+002, 3.8506328E+000, 4.6669753E+002, 3.8486056E+000
 1.0134120E+002, 8.3154311E+002, 6.5003328E-001, 9.0480260E+002, 1.4256608E+000, 9.8438196E+002, 2.0360601E+000, 1.0131260E+003, 2.4560356E+000, 9.7405056E+002, 2.7701296E+000, 8.6913463E+002, 2.9105713E+000, 7.4666337E+002, 2.8872691E+000, 6.4822757E+002, 2.7965748E+000, 5.6805768E+002, 2.7406406E+000, 5.0112739E+002, 2.6846134E+000, 4.4667066E+002, 2.6314911E+000, 4.1378264E+002, 2.6206779E+000, 3.8545663E+002, 2.6453874E+000, 3.6494708E+002, 2.6667807E+000, 3.4876276E+002, 2.6704916E+000, 3.3615254E+002, 2.6613476E+000, 3.2623566E+002, 2.6521525E+000
 1.0266788E+002, 8.6347785E+002, 6.1454564E-001, 9.2514747E+002, 1.4234690E+000, 9.7442583E+002, 2.0836667E+000, 1.0144835E+003, 2.5721887E+000, 1.0333417E+003, 2.9319878E+000, 1.0151488E+003, 3.2142162E+000, 9.6671299E+002, 3.4233738E+000, 8.9202804E+002, 3.5253119E+000, 8.1121587E+002, 3.5363878E+000, 7.3597436E+002, 3.5017497E+000, 6.6121050E+002, 3.4399106E+000, 5.8584597E+002, 3.3595462E+000, 5.2705622E+002, 3.2869490E+000, 4.8682350E+002, 3.2158278E+000, 4.4981751E+002, 3.1851018E+000, 4.1581625E+002, 3.1829450E+000, 3.8310824E+002, 3.1641176E+000
