Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.069E+00, 4.648E+02, 1.781E+02, 3.238E+02, 6.566E+01, 1.386E+02, 3.527E+01, 0.000E+00, 2.333E+02, 4.462E+01, 1.609E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.486E+03
