s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 3.7345606E+001, 7.6182186E+002, 6.4619802E-001, 7.4495575E+002, 1.4680267E+000, 6.9892624E+002, 2.0245443E+000, 6.3524922E+002, 2.3786020E+000, 5.5948087E+002, 2.6053520E+000, 4.8670164E+002, 2.7251782E+000, 4.2105047E+002, 2.7620504E+000, 3.6234845E+002, 2.7561109E+000, 3.1518071E+002, 2.7241750E+000, 2.8116350E+002, 2.6699577E+000, 2.5449369E+002, 2.6054428E+000, 2.3159239E+002, 2.5321402E+000, 2.1181704E+002, 2.4444811E+000, 1.9651603E+002, 2.3677484E+000, 1.8536267E+002, 2.3226594E+000, 1.7920450E+002, 2.2936772E+000, 1.7399422E+002, 2.2800233E+000
 3.8673564E+001, 7.9895301E+002, 6.5683851E-001, 7.6247315E+002, 1.4735876E+000, 6.7252621E+002, 1.9836878E+000, 5.9340611E+002, 2.3009475E+000, 5.3066964E+002, 2.4941854E+000, 4.7262515E+002, 2.6403002E+000, 4.2167172E+002, 2.7129330E+000, 3.7994190E+002, 2.7541756E+000, 3.3722143E+002, 2.7713788E+000, 3.0183450E+002, 2.7283217E+000, 2.7477192E+002, 2.6811313E+000, 2.5294860E+002, 2.6391465E+000, 2.3287721E+002, 2.5963995E+000, 2.1513601E+002, 2.5456150E+000, 1.9888284E+002, 2.4749614E+000, 1.8552506E+002, 2.3661035E+000, 1.7370472E+002, 2.2411257E+000
 4.0000199E+001, 7.5878912E+002, 6.5010767E-001, 6.9685991E+002, 1.4604068E+000, 6.1325898E+002, 1.9079236E+000, 5.2191057E+002, 2.0996470E+000, 4.3215025E+002, 2.1595294E+000, 3.4769698E+002, 2.1604995E+000, 2.8165356E+002, 2.0882979E+000, 2.2848886E+002, 1.9429952E+000, 1.9623506E+002, 1.7612292E+000, 1.7539603E+002, 1.5746577E+000, 1.6853621E+002, 1.3715798E+000, 1.6195716E+002, 1.2799982E+000, 1.4810310E+002, 1.1179325E+000, 1.3284055E+002, 1.1454882E+000, 1.2576283E+002, 1.0664181E+000, 1.2003391E+002, 1.0465219E+000, 1.1617995E+002, 1.0873839E+000
 4.1342979E+001, 7.5926067E+002, 6.3627893E-001, 7.2371889E+002, 1.3973100E+000, 6.3773594E+002, 1.8800652E+000, 5.3281479E+002, 2.1435956E+000, 4.4075453E+002, 2.2574465E+000, 3.7342666E+002, 2.2549623E+000, 3.2174657E+002, 2.2201357E+000, 2.7882591E+002, 2.1629623E+000, 2.4472336E+002, 2.0811911E+000, 2.1709852E+002, 1.9766296E+000, 1.9704027E+002, 1.8537330E+000, 1.8336983E+002, 1.7517383E+000, 1.7493500E+002, 1.6888761E+000, 1.6829535E+002, 1.6593018E+000, 1.6081099E+002, 1.6409105E+000, 1.5335081E+002, 1.6442438E+000, 1.4716612E+002, 1.6943298E+000
 4.2676837E+001, 7.6473544E+002, 6.6803396E-001, 7.3821580E+002, 1.4340265E+000, 6.7430539E+002, 1.9332019E+000, 5.7403340E+002, 2.2060728E+000, 4.7394334E+002, 2.2790799E+000, 3.8934667E+002, 2.2639145E+000, 3.3454957E+002, 2.2503744E+000, 2.9622632E+002, 2.2374383E+000, 2.6559605E+002, 2.2345615E+000, 2.3894066E+002, 2.2241225E+000, 2.2078118E+002, 2.1909335E+000, 2.0311819E+002, 2.1478929E+000, 1.8268579E+002, 2.0755018E+000, 1.6317460E+002, 1.9823711E+000, 1.4937564E+002, 1.8968083E+000, 1.4170732E+002, 1.8243231E+000, 1.3931564E+002, 1.7478453E+000
 4.4002490E+001, 7.6612974E+002, 6.8464824E-001, 7.1548406E+002, 1.4326378E+000, 6.2231478E+002, 1.8759568E+000, 5.4386020E+002, 2.1190021E+000, 4.7988919E+002, 2.1985433E+000, 3.9065469E+002, 2.0561629E+000, 3.1147409E+002, 2.0411025E+000, 2.5921862E+002, 1.9079496E+000, 2.2254477E+002, 1.8105887E+000, 1.9648777E+002, 1.7181210E+000, 1.7421792E+002, 1.6865930E+000, 1.6188697E+002, 1.6683346E+000, 1.5736052E+002, 1.6649333E+000, 1.5720822E+002, 1.7192582E+000, 1.5843010E+002, 1.7829383E+000, 1.5697948E+002, 1.8471110E+000, 1.5264376E+002, 1.8811360E+000
 4.5334755E+001, 7.9234184E+002, 6.3485946E-001, 7.6765192E+002, 1.4506236E+000, 6.9977925E+002, 1.9948164E+000, 6.0003335E+002, 2.3166252E+000, 4.9664447E+002, 2.4676005E+000, 4.1902321E+002, 2.4995552E+000, 3.6437382E+002, 2.4570901E+000, 3.2553919E+002, 2.4003929E+000, 2.9423269E+002, 2.3580677E+000, 2.6562219E+002, 2.3121982E+000, 2.4206367E+002, 2.2603195E+000, 2.2335027E+002, 2.2253717E+000, 2.0824992E+002, 2.1882395E+000, 1.9711985E+002, 2.1235768E+000, 1.8484551E+002, 2.0297989E+000, 1.7688639E+002, 1.9411230E+000, 1.6662298E+002, 1.8738533E+000
 4.6677260E+001, 7.8918176E+002, 7.2049949E-001, 7.5268925E+002, 1.4737893E+000, 6.6885550E+002, 1.9566854E+000, 5.7872684E+002, 2.2578391E+000, 4.9068429E+002, 2.4022530E+000, 4.1553812E+002, 2.4438112E+000, 3.5903702E+002, 2.4556968E+000, 3.1565067E+002, 2.4450328E+000, 2.8304029E+002, 2.4073983E+000, 2.5903849E+002, 2.3649811E+000, 2.4294665E+002, 2.3251382E+000, 2.3153816E+002, 2.2939666E+000, 2.2200194E+002, 2.2771542E+000, 2.1415002E+002, 2.2781829E+000, 2.0743368E+002, 2.2962471E+000, 2.0172565E+002, 2.3212765E+000, 1.9673084E+002, 2.3511026E+000
 4.8001142E+001, 7.1704719E+002, 7.4311281E-001, 6.8663651E+002, 1.3833640E+000, 6.1188786E+002, 1.8087968E+000, 5.1414599E+002, 2.0298332E+000, 4.1868481E+002, 2.0925747E+000, 3.4338356E+002, 2.0236789E+000, 2.8574325E+002, 1.9017592E+000, 2.4743745E+002, 1.8241239E+000, 2.2706677E+002, 1.8229215E+000, 2.1297762E+002, 1.8871933E+000, 2.0102336E+002, 1.9767954E+000, 1.8836080E+002, 2.0393057E+000, 1.7448719E+002, 2.0529579E+000, 1.6254541E+002, 2.0222157E+000, 1.5268549E+002, 1.9790226E+000, 1.4538024E+002, 1.9436155E+000, 1.4135764E+002, 1.9186328E+000
 4.9342743E+001, 7.8216867E+002, 6.2285880E-001, 7.4148719E+002, 1.4280043E+000, 6.6128906E+002, 1.9399852E+000, 5.7963198E+002, 2.2384281E+000, 5.0855744E+002, 2.4127344E+000, 4.4752895E+002, 2.5172380E+000, 3.9581143E+002, 2.5796055E+000, 3.5333925E+002, 2.6122687E+000, 3.1436718E+002, 2.5936761E+000, 2.7988513E+002, 2.5253000E+000, 2.4922959E+002, 2.4439315E+000, 2.2253699E+002, 2.3771254E+000, 1.9935712E+002, 2.3093865E+000, 1.8197378E+002, 2.2489448E+000, 1.6701368E+002, 2.1538030E+000, 1.5168029E+002, 2.0098647E+000, 1.3705516E+002, 1.8530129E+000
 5.0679069E+001, 7.8828186E+002, 6.6716612E-001, 7.5391271E+002, 1.4397616E+000, 6.8240067E+002, 1.9132386E+000, 5.9891241E+002, 2.2123075E+000, 5.2522306E+002, 2.3798707E+000, 4.5823021E+002, 2.4462746E+000, 4.0053911E+002, 2.4629394E+000, 3.5095327E+002, 2.4478785E+000, 3.0278383E+002, 2.3791144E+000, 2.6203849E+002, 2.2625785E+000, 2.3087592E+002, 2.1452142E+000, 2.0773202E+002, 2.0507986E+000, 1.9046494E+002, 1.9787355E+000, 1.7726799E+002, 1.9031501E+000, 1.6867225E+002, 1.8426493E+000, 1.6310905E+002, 1.8021930E+000, 1.5768397E+002, 1.7625627E+000
