s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 5.2005809E+001, 8.2653723E+002, 6.5504373E-001, 7.9604037E+002, 1.4408236E+000, 7.2944162E+002, 1.9666585E+000, 6.5252486E+002, 2.2957433E+000, 5.6635829E+002, 2.4949804E+000, 4.8015961E+002, 2.5949242E+000, 4.0825091E+002, 2.5966986E+000, 3.5317846E+002, 2.5600097E+000, 3.1446004E+002, 2.5236437E+000, 2.8498211E+002, 2.4717780E+000, 2.6111820E+002, 2.4138294E+000, 2.3842804E+002, 2.3646093E+000, 2.2168470E+002, 2.3159159E+000, 2.0764532E+002, 2.2441094E+000, 1.9411668E+002, 2.1521586E+000, 1.8270026E+002, 2.0739632E+000, 1.7511162E+002, 2.0291432E+000
 5.3339441E+001, 8.0512300E+002, 6.3503180E-001, 7.7854475E+002, 1.4217067E+000, 7.1491579E+002, 1.9433281E+000, 6.3843231E+002, 2.2732418E+000, 5.5434096E+002, 2.4636360E+000, 4.8139476E+002, 2.5686160E+000, 4.2632993E+002, 2.6390704E+000, 3.8462738E+002, 2.6873326E+000, 3.5232381E+002, 2.7215644E+000, 3.2724765E+002, 2.7539560E+000, 3.0708542E+002, 2.7652376E+000, 2.9093067E+002, 2.7625013E+000, 2.7368343E+002, 2.7683851E+000, 2.5645319E+002, 2.7662253E+000, 2.3999250E+002, 2.7337139E+000, 2.2544677E+002, 2.6729696E+000, 2.0884557E+002, 2.6143342E+000
 5.4673342E+001, 8.4822386E+002, 6.0410443E-001, 8.2121600E+002, 1.4824799E+000, 7.7012469E+002, 2.0483633E+000, 7.0030349E+002, 2.4026837E+000, 6.2561760E+002, 2.6251925E+000, 5.4609295E+002, 2.7355766E+000, 4.7088084E+002, 2.7659779E+000, 4.0453339E+002, 2.7547985E+000, 3.4957105E+002, 2.7011490E+000, 3.0359947E+002, 2.6064160E+000, 2.6912389E+002, 2.5188260E+000, 2.4620979E+002, 2.4569184E+000, 2.3106898E+002, 2.4094240E+000, 2.1765893E+002, 2.3626198E+000, 2.0558117E+002, 2.3349856E+000, 1.9696640E+002, 2.3253987E+000, 1.9075604E+002, 2.3169022E+000
 5.6011282E+001, 8.8289324E+002, 6.2628569E-001, 8.6779344E+002, 1.5271719E+000, 8.2093708E+002, 2.1186468E+000, 7.5815449E+002, 2.5217661E+000, 6.9169040E+002, 2.8042190E+000, 6.2446903E+002, 3.0063414E+000, 5.6114993E+002, 3.1490240E+000, 5.0387822E+002, 3.2390934E+000, 4.5144551E+002, 3.2809821E+000, 4.0727502E+002, 3.2979388E+000, 3.6732372E+002, 3.2951333E+000, 3.3209434E+002, 3.2518423E+000, 3.0102231E+002, 3.1819766E+000, 2.7606211E+002, 3.1018910E+000, 2.5431354E+002, 3.0106490E+000, 2.3571171E+002, 2.9235028E+000, 2.2413458E+002, 2.8526954E+000
 5.7342329E+001, 8.5488169E+002, 5.9547355E-001, 8.2637568E+002, 1.4511324E+000, 7.6788274E+002, 2.0128388E+000, 6.9428964E+002, 2.3760389E+000, 6.1092616E+002, 2.6014252E+000, 5.3614571E+002, 2.7308636E+000, 4.7144472E+002, 2.7995596E+000, 4.1334848E+002, 2.8342745E+000, 3.6521601E+002, 2.8471213E+000, 3.2744517E+002, 2.8409902E+000, 3.0041904E+002, 2.8199939E+000, 2.7872150E+002, 2.7911802E+000, 2.6234734E+002, 2.7543774E+000, 2.4905883E+002, 2.7074536E+000, 2.3708129E+002, 2.6510156E+000, 2.2377030E+002, 2.5676714E+000, 2.0940775E+002, 2.4585960E+000
 5.8668175E+001, 8.1078114E+002, 6.7699476E-001, 7.7165858E+002, 1.3784906E+000, 7.0002350E+002, 1.8710967E+000, 6.1648626E+002, 2.1776005E+000, 5.3464180E+002, 2.3649208E+000, 4.5911104E+002, 2.4645263E+000, 3.9589136E+002, 2.5024857E+000, 3.4773391E+002, 2.5097345E+000, 3.0978414E+002, 2.4947852E+000, 2.7976726E+002, 2.4610457E+000, 2.5513149E+002, 2.4241551E+000, 2.3499931E+002, 2.3960328E+000, 2.1782289E+002, 2.3719224E+000, 2.0385736E+002, 2.3415910E+000, 1.9398182E+002, 2.3223701E+000, 1.8737761E+002, 2.3116021E+000, 1.8308231E+002, 2.3140580E+000
 6.0010087E+001, 8.1107343E+002, 6.5345921E-001, 7.7553019E+002, 1.4416263E+000, 6.8997428E+002, 1.9180675E+000, 5.8597326E+002, 2.1642094E+000, 4.9390544E+002, 2.2665193E+000, 4.1472218E+002, 2.2846203E+000, 3.5726522E+002, 2.2788593E+000, 3.2377172E+002, 2.2978737E+000, 2.9970879E+002, 2.3302304E+000, 2.7682703E+002, 2.3642405E+000, 2.5611701E+002, 2.4065436E+000, 2.3912252E+002, 2.4221736E+000, 2.2658988E+002, 2.4059446E+000, 2.1615513E+002, 2.3842493E+000, 2.0530745E+002, 2.3544602E+000, 1.9240058E+002, 2.3108161E+000, 1.8119569E+002, 2.2327378E+000
 6.1344246E+001, 7.4415532E+002, 6.6592025E-001, 7.0043662E+002, 1.3640531E+000, 6.1067568E+002, 1.8035193E+000, 5.1834954E+002, 2.0232320E+000, 4.3938986E+002, 2.1149526E+000, 3.8078891E+002, 2.1635052E+000, 3.4095661E+002, 2.1617691E+000, 2.9579407E+002, 2.0369385E+000, 2.4500557E+002, 1.8264651E+000, 2.0779751E+002, 1.6910763E+000, 1.8286967E+002, 1.5918324E+000, 1.6773640E+002, 1.5074471E+000, 1.5787653E+002, 1.4458095E+000, 1.5053093E+002, 1.4475112E+000, 1.4576577E+002, 1.4782582E+000, 1.4413658E+002, 1.4923627E+000, 1.4407248E+002, 1.5202845E+000
 6.2669610E+001, 8.2388922E+002, 6.1509561E-001, 7.7029261E+002, 1.4043717E+000, 6.7447217E+002, 1.8692280E+000, 5.7169100E+002, 2.0932278E+000, 4.7046014E+002, 2.1784010E+000, 3.8143691E+002, 2.1844889E+000, 3.1882097E+002, 2.1443408E+000, 2.7928228E+002, 2.1055787E+000, 2.5548475E+002, 2.0807586E+000, 2.3849616E+002, 2.0587441E+000, 2.2304462E+002, 2.0343037E+000, 2.0989120E+002, 2.0139314E+000, 1.9831774E+002, 2.0034579E+000, 1.8870665E+002, 2.0095281E+000, 1.7985603E+002, 2.0386966E+000, 1.7096091E+002, 2.0677328E+000, 1.6344716E+002, 2.0653235E+000
 6.4007047E+001, 8.2130620E+002, 6.2485944E-001, 8.0510120E+002, 1.4628257E+000, 7.4763951E+002, 2.0114444E+000, 6.7176724E+002, 2.3522138E+000, 5.9073650E+002, 2.5598586E+000, 5.1008375E+002, 2.6645848E+000, 4.3213930E+002, 2.6596108E+000, 3.6064958E+002, 2.5868181E+000, 3.0346935E+002, 2.4742829E+000, 2.6588006E+002, 2.3482858E+000, 2.3910788E+002, 2.2487899E+000, 2.1992907E+002, 2.1612249E+000, 2.0554577E+002, 2.1025625E+000, 1.9677438E+002, 2.0882909E+000, 1.8957717E+002, 2.0848470E+000, 1.8146483E+002, 2.0605361E+000, 1.7316238E+002, 2.0060919E+000
 6.5336721E+001, 8.2341935E+002, 6.4336249E-001, 8.1017227E+002, 1.4787758E+000, 7.5381913E+002, 1.9986445E+000, 6.8698292E+002, 2.3302661E+000, 5.9255379E+002, 2.5242634E+000, 5.0070240E+002, 2.5845908E+000, 4.2635313E+002, 2.5989677E+000, 3.6973720E+002, 2.5947371E+000, 3.3261362E+002, 2.5753167E+000, 2.9876636E+002, 2.5184914E+000, 2.7286782E+002, 2.4264016E+000, 2.5163128E+002, 2.3579056E+000, 2.3321645E+002, 2.3218328E+000, 2.1326349E+002, 2.2649181E+000, 1.9669802E+002, 2.1872952E+000, 1.8331788E+002, 2.0965952E+000, 1.7468774E+002, 1.9853244E+000
 6.6677610E+001, 7.7912232E+002, 6.7978247E-001, 7.5172609E+002, 1.3643971E+000, 6.7034139E+002, 1.8698024E+000, 5.6537765E+002, 2.1219533E+000, 4.7819534E+002, 2.2232054E+000, 4.0592734E+002, 2.2395697E+000, 3.4903944E+002, 2.2205654E+000, 3.0141919E+002, 2.1760587E+000, 2.6678538E+002, 2.1066083E+000, 2.4367196E+002, 2.0466503E+000, 2.2566973E+002, 1.9907589E+000, 2.0885161E+002, 1.9347835E+000, 1.9602162E+002, 1.8990718E+000, 1.8728363E+002, 1.8787385E+000, 1.8099701E+002, 1.8619366E+000, 1.7742526E+002, 1.8398658E+000, 1.7453047E+002, 1.8502355E+000
 6.8003347E+001, 7.8761668E+002, 7.0984834E-001, 7.3184093E+002, 1.4025710E+000, 6.4655408E+002, 1.7905914E+000, 5.7213600E+002, 2.0040541E+000, 4.9825612E+002, 2.1331631E+000, 4.3476706E+002, 2.2133210E+000, 3.7887313E+002, 2.2506240E+000, 3.3279573E+002, 2.2700898E+000, 2.9816301E+002, 2.2809013E+000, 2.6977941E+002, 2.2698629E+000, 2.4716426E+002, 2.2393687E+000, 2.2957420E+002, 2.1928391E+000, 2.1288051E+002, 2.1366642E+000, 2.0046240E+002, 2.1007680E+000, 1.9064366E+002, 2.0362645E+000, 1.8210296E+002, 1.9531817E+000, 1.7263033E+002, 1.8640816E+000
 6.9343467E+001, 7.8214202E+002, 6.5470341E-001, 7.2200993E+002, 1.3715061E+000, 6.2187901E+002, 1.7957403E+000, 5.0698249E+002, 2.0181659E+000, 4.1129630E+002, 2.1105509E+000, 3.4003996E+002, 2.1228198E+000, 2.9136417E+002, 2.1157343E+000, 2.6252580E+002, 2.1087125E+000, 2.4466546E+002, 2.1040268E+000, 2.3105695E+002, 2.1124740E+000, 2.2119668E+002, 2.1339792E+000, 2.1439430E+002, 2.1332768E+000, 2.1033092E+002, 2.1302632E+000, 2.0651193E+002, 2.1605613E+000, 2.0542321E+002, 2.2140949E+000, 2.0175165E+002, 2.2737438E+000, 1.9807386E+002, 2.2963695E+000
 7.0675443E+001, 8.5629593E+002, 6.4965138E-001, 8.0693455E+002, 1.4050100E+000, 7.1474862E+002, 1.8925239E+000, 6.1411164E+002, 2.1556151E+000, 5.1700139E+002, 2.3017739E+000, 4.4303837E+002, 2.3720431E+000, 3.7972299E+002, 2.3737108E+000, 3.2742016E+002, 2.3292637E+000, 2.8949190E+002, 2.2756911E+000, 2.6245322E+002, 2.2218020E+000, 2.4073582E+002, 2.1662755E+000, 2.2277260E+002, 2.1330358E+000, 2.0831266E+002, 2.1326065E+000, 1.9792246E+002, 2.1556144E+000, 1.9070943E+002, 2.1780464E+000, 1.8571038E+002, 2.1994045E+000, 1.8241586E+002, 2.2170806E+000
 7.2014100E+001, 7.5029026E+002, 7.0427725E-001, 7.2022526E+002, 1.4428084E+000, 6.6004993E+002, 1.8899525E+000, 5.8902049E+002, 2.1819376E+000, 5.2805777E+002, 2.3582556E+000, 4.7267368E+002, 2.4685047E+000, 4.2196364E+002, 2.5478782E+000, 3.7672043E+002, 2.6041913E+000, 3.3151704E+002, 2.6297479E+000, 2.8941211E+002, 2.6120101E+000, 2.5510330E+002, 2.5422453E+000, 2.2738403E+002, 2.4079213E+000, 2.0326611E+002, 2.2404860E+000, 1.8259477E+002, 2.0417491E+000, 1.6193245E+002, 1.8459809E+000, 1.4870951E+002, 1.6385894E+000, 1.3886665E+002, 1.4478017E+000
 7.3337091E+001, 8.8294730E+002, 6.1119665E-001, 8.7945678E+002, 1.5255294E+000, 8.3809004E+002, 2.1236996E+000, 7.6995128E+002, 2.5212749E+000, 6.9107130E+002, 2.7927548E+000, 6.1476760E+002, 2.9706208E+000, 5.4462473E+002, 3.0736533E+000, 4.8377431E+002, 3.1342637E+000, 4.3471819E+002, 3.1665742E+000, 3.9371260E+002, 3.1688682E+000, 3.5677131E+002, 3.1527202E+000, 3.2847176E+002, 3.1252746E+000, 3.0047670E+002, 3.0752414E+000, 2.7835881E+002, 3.0108079E+000, 2.5756660E+002, 2.9174487E+000, 2.3401751E+002, 2.8337914E+000, 2.1452771E+002, 2.7217140E+000
 7.4669581E+001, 8.7973233E+002, 5.8131435E-001, 8.5802053E+002, 1.4999460E+000, 8.0467372E+002, 2.0903532E+000, 7.2554640E+002, 2.4615522E+000, 6.3876504E+002, 2.6822028E+000, 5.6343491E+002, 2.8084817E+000, 4.9722381E+002, 2.8784076E+000, 4.4017015E+002, 2.9075001E+000, 3.9099131E+002, 2.9180864E+000, 3.4828200E+002, 2.9167820E+000, 3.1663764E+002, 2.8869221E+000, 2.8949422E+002, 2.8310974E+000, 2.6344635E+002, 2.7460618E+000, 2.3829127E+002, 2.6297477E+000, 2.1633699E+002, 2.5000919E+000, 1.9840291E+002, 2.3731934E+000, 1.8589631E+002, 2.2956958E+000
 7.6005179E+001, 8.2224602E+002, 6.3310592E-001, 8.1109055E+002, 1.4391827E+000, 7.6999288E+002, 1.9984903E+000, 7.1526673E+002, 2.3767342E+000, 6.4924447E+002, 2.6379595E+000, 5.8391614E+002, 2.8178052E+000, 5.2449620E+002, 2.9352494E+000, 4.7424389E+002, 2.9999403E+000, 4.2205602E+002, 3.0189983E+000, 3.8098913E+002, 3.0179582E+000, 3.4874224E+002, 3.0097295E+000, 3.2252911E+002, 2.9702625E+000, 2.9627934E+002, 2.9020879E+000, 2.7199105E+002, 2.7953883E+000, 2.4918379E+002, 2.6788577E+000, 2.2794624E+002, 2.5528411E+000, 2.0986968E+002, 2.4310416E+000
 7.7339031E+001, 8.2420976E+002, 6.6138795E-001, 7.8336195E+002, 1.4064641E+000, 6.9594343E+002, 1.8662086E+000, 5.8677171E+002, 2.1319513E+000, 4.9512728E+002, 2.2709324E+000, 4.2803424E+002, 2.3251693E+000, 3.7987189E+002, 2.3609328E+000, 3.4514090E+002, 2.4201598E+000, 3.2047894E+002, 2.4533351E+000, 3.0107324E+002, 2.4470874E+000, 2.8123335E+002, 2.4249495E+000, 2.5968164E+002, 2.3839208E+000, 2.4084519E+002, 2.3242795E+000, 2.2529427E+002, 2.2653548E+000, 2.1244635E+002, 2.2051736E+000, 2.0166736E+002, 2.1322925E+000, 1.9061207E+002, 2.0449566E+000
 7.8678631E+001, 8.1615561E+002, 6.4298407E-001, 8.0035552E+002, 1.4526454E+000, 7.4062012E+002, 1.9784148E+000, 6.6096514E+002, 2.2824701E+000, 5.6943163E+002, 2.4513787E+000, 4.8589660E+002, 2.5329689E+000, 4.1038991E+002, 2.5104322E+000, 3.4832143E+002, 2.3725216E+000, 2.9883969E+002, 2.2253830E+000, 2.5789125E+002, 2.1048101E+000, 2.3121105E+002, 1.9758482E+000, 2.1537970E+002, 1.8519658E+000, 1.9899459E+002, 1.7622126E+000, 1.8102169E+002, 1.6448975E+000, 1.6661792E+002, 1.5704628E+000, 1.5962913E+002, 1.5212575E+000, 1.5459951E+002, 1.5268043E+000
 8.0010413E+001, 8.8369710E+002, 6.1530840E-001, 8.5934006E+002, 1.4680043E+000, 8.0484340E+002, 2.0486791E+000, 7.4109217E+002, 2.4414994E+000, 6.7289359E+002, 2.6979550E+000, 5.9951190E+002, 2.8619367E+000, 5.3191676E+002, 2.9591556E+000, 4.7018408E+002, 3.0162048E+000, 4.1724787E+002, 3.0407832E+000, 3.7540779E+002, 3.0261299E+000, 3.4031334E+002, 2.9917167E+000, 3.0996929E+002, 2.9492364E+000, 2.8417083E+002, 2.9008881E+000, 2.6248053E+002, 2.8470770E+000, 2.4209336E+002, 2.7741338E+000, 2.2435624E+002, 2.6735271E+000, 2.1227307E+002, 2.5644826E+000
 8.1335752E+001, 8.3291471E+002, 6.8984634E-001, 7.8278642E+002, 1.4080182E+000, 7.0979117E+002, 1.9155228E+000, 6.2410329E+002, 2.2221931E+000, 5.3741308E+002, 2.4067911E+000, 4.6495622E+002, 2.5147844E+000, 4.0995529E+002, 2.5565357E+000, 3.6421612E+002, 2.5483862E+000, 3.2605203E+002, 2.5313283E+000, 2.9644243E+002, 2.5102100E+000, 2.7323181E+002, 2.4708776E+000, 2.5468605E+002, 2.4254539E+000, 2.3721168E+002, 2.3917160E+000, 2.2125202E+002, 2.3594990E+000, 2.0812316E+002, 2.3212857E+000, 1.9709895E+002, 2.2782677E+000, 1.8931100E+002, 2.2383881E+000
 8.2671709E+001, 8.6379919E+002, 6.0866529E-001, 8.2958727E+002, 1.4371662E+000, 7.4887225E+002, 1.9651221E+000, 6.6280910E+002, 2.2982794E+000, 5.8076048E+002, 2.4873332E+000, 5.0254206E+002, 2.5803191E+000, 4.3650254E+002, 2.6270987E+000, 3.8420835E+002, 2.6514059E+000, 3.4315089E+002, 2.6578297E+000, 3.1378638E+002, 2.6470859E+000, 2.9154434E+002, 2.6377255E+000, 2.7523322E+002, 2.6293334E+000, 2.6098417E+002, 2.6088484E+000, 2.4761848E+002, 2.5834526E+000, 2.3615076E+002, 2.5685143E+000, 2.2588360E+002, 2.5541083E+000, 2.1598224E+002, 2.5284997E+000
 8.4002524E+001, 8.8658338E+002, 6.6266505E-001, 8.8062426E+002, 1.5485415E+000, 8.3665311E+002, 2.1354247E+000, 7.6710924E+002, 2.5216623E+000, 6.8626338E+002, 2.7695279E+000, 6.0536175E+002, 2.9141873E+000, 5.2841421E+002, 2.9741217E+000, 4.5852366E+002, 2.9743970E+000, 4.0417725E+002, 2.9391718E+000, 3.6148820E+002, 2.8816282E+000, 3.3146501E+002, 2.8331723E+000, 3.0946722E+002, 2.8014957E+000, 2.9011164E+002, 2.7954227E+000, 2.7334157E+002, 2.8194473E+000, 2.6246843E+002, 2.8377377E+000, 2.5150996E+002, 2.8438597E+000, 2.4258795E+002, 2.8538769E+000
 8.5339743E+001, 8.5732154E+002, 5.9603480E-001, 8.1699170E+002, 1.4386479E+000, 7.3617219E+002, 1.9883704E+000, 6.4941102E+002, 2.3114606E+000, 5.7477212E+002, 2.4972050E+000, 5.0678682E+002, 2.6096991E+000, 4.5101432E+002, 2.6779519E+000, 4.0336578E+002, 2.7190964E+000, 3.5915921E+002, 2.7409825E+000, 3.2287996E+002, 2.7332035E+000, 2.8978431E+002, 2.6594260E+000, 2.6028406E+002, 2.5403308E+000, 2.4016479E+002, 2.4417679E+000, 2.2412517E+002, 2.3628552E+000, 2.1041622E+002, 2.3441651E+000, 1.9792380E+002, 2.3337363E+000, 1.8791235E+002, 2.3165993E+000
 8.6672306E+001, 8.6367986E+002, 6.3528180E-001, 8.4748342E+002, 1.4906409E+000, 7.8651738E+002, 2.0422265E+000, 7.0295703E+002, 2.4060447E+000, 6.1980069E+002, 2.6205693E+000, 5.4864270E+002, 2.7231244E+000, 4.8068328E+002, 2.7744657E+000, 4.2222531E+002, 2.7907761E+000, 3.7208821E+002, 2.7951671E+000, 3.2873975E+002, 2.7602544E+000, 2.9287587E+002, 2.6967973E+000, 2.6150913E+002, 2.6152180E+000, 2.3795066E+002, 2.5298993E+000, 2.1968686E+002, 2.4539181E+000, 2.0793885E+002, 2.3648835E+000, 1.9635727E+002, 2.2877071E+000, 1.8962569E+002, 2.2580058E+000
 8.8004854E+001, 7.7247100E+002, 7.2716201E-001, 7.1348655E+002, 1.3207497E+000, 6.5652771E+002, 1.7930831E+000, 5.8675979E+002, 2.0970998E+000, 5.1344968E+002, 2.2804386E+000, 4.3956302E+002, 2.3802025E+000, 3.8003917E+002, 2.4056592E+000, 3.3133958E+002, 2.4062948E+000, 2.9671409E+002, 2.3852138E+000, 2.7241220E+002, 2.3445471E+000, 2.5282351E+002, 2.3033618E+000, 2.3262680E+002, 2.2791691E+000, 2.1570546E+002, 2.2612685E+000, 2.0103811E+002, 2.2355011E+000, 1.8828448E+002, 2.2128786E+000, 1.7753297E+002, 2.1722538E+000, 1.6992375E+002, 2.1057435E+000
 8.9346377E+001, 7.1987145E+002, 6.9618677E-001, 6.7529346E+002, 1.2911142E+000, 5.6118210E+002, 1.6488855E+000, 4.5298903E+002, 1.7992504E+000, 3.7564959E+002, 1.8605947E+000, 3.2689864E+002, 1.8994445E+000, 2.9620109E+002, 1.9438342E+000, 2.7001348E+002, 1.9796888E+000, 2.5095510E+002, 2.0067883E+000, 2.3584300E+002, 2.0371225E+000, 2.2427056E+002, 2.0576694E+000, 2.1215475E+002, 2.0662340E+000, 2.0095278E+002, 2.0683938E+000, 1.9010518E+002, 2.0609341E+000, 1.8044308E+002, 2.0216753E+000, 1.7057657E+002, 1.9646245E+000, 1.6293577E+002, 1.9165523E+000
 9.0671808E+001, 8.0810091E+002, 6.5524569E-001, 7.8093923E+002, 1.4031246E+000, 6.9751205E+002, 1.8895946E+000, 6.0370776E+002, 2.1455709E+000, 5.1158408E+002, 2.2684062E+000, 4.1960393E+002, 2.2793195E+000, 3.4817338E+002, 2.1733404E+000, 2.9733932E+002, 2.0444492E+000, 2.5793511E+002, 1.9367169E+000, 2.2990774E+002, 1.8345896E+000, 2.1122046E+002, 1.7411606E+000, 1.9629882E+002, 1.6504902E+000, 1.8533300E+002, 1.5589974E+000, 1.7761499E+002, 1.5042950E+000, 1.7419050E+002, 1.5012641E+000, 1.7245801E+002, 1.5214288E+000, 1.6982669E+002, 1.5485899E+000
 9.2003993E+001, 8.1428748E+002, 6.6918775E-001, 7.8155585E+002, 1.3630015E+000, 7.0849753E+002, 1.8586828E+000, 6.2609591E+002, 2.1821685E+000, 5.4019477E+002, 2.3632397E+000, 4.5998245E+002, 2.4088055E+000, 3.9094633E+002, 2.3796948E+000, 3.3321328E+002, 2.3192337E+000, 2.9377681E+002, 2.2728415E+000, 2.6649449E+002, 2.2334015E+000, 2.4528756E+002, 2.1503689E+000, 2.2961245E+002, 2.0647508E+000, 2.1755449E+002, 2.0366007E+000, 2.0530235E+002, 2.0378695E+000, 1.9337334E+002, 2.0284185E+000, 1.8478446E+002, 1.9956589E+000, 1.7744902E+002, 1.9698859E+000
 9.3343883E+001, 8.2572204E+002, 6.3588230E-001, 8.2764744E+002, 1.4462971E+000, 7.9686990E+002, 2.0024875E+000, 7.3882539E+002, 2.3815929E+000, 6.5936031E+002, 2.6345217E+000, 5.7802570E+002, 2.7811059E+000, 5.0327925E+002, 2.8635507E+000, 4.3794517E+002, 2.8884702E+000, 3.8588479E+002, 2.8577372E+000, 3.4495910E+002, 2.8091022E+000, 3.1140475E+002, 2.7647988E+000, 2.8220147E+002, 2.7130417E+000, 2.5784370E+002, 2.6486168E+000, 2.4021026E+002, 2.5894225E+000, 2.2788657E+002, 2.5354724E+000, 2.1938033E+002, 2.4872501E+000, 2.1098622E+002, 2.4582957E+000
 9.4677215E+001, 8.1783125E+002, 6.4849601E-001, 7.8780368E+002, 1.4003012E+000, 7.1188759E+002, 1.9137270E+000, 6.2349520E+002, 2.2303799E+000, 5.4067079E+002, 2.3831337E+000, 4.7062842E+002, 2.4242380E+000, 4.0390905E+002, 2.4098614E+000, 3.4139286E+002, 2.3545677E+000, 2.9030280E+002, 2.2669716E+000, 2.5301301E+002, 2.1299831E+000, 2.2506370E+002, 1.9998918E+000, 2.0580680E+002, 1.9216248E+000, 1.9410913E+002, 1.8797239E+000, 1.9010915E+002, 1.8581041E+000, 1.8959468E+002, 1.8622059E+000, 1.8889681E+002, 1.8701638E+000, 1.8085024E+002, 1.8315447E+000
 9.6002606E+001, 8.7443743E+002, 6.3776514E-001, 8.5435726E+002, 1.4594411E+000, 7.8220017E+002, 1.9924664E+000, 6.8410740E+002, 2.3096931E+000, 5.8838273E+002, 2.4819572E+000, 5.0409214E+002, 2.5650982E+000, 4.3430338E+002, 2.5929397E+000, 3.8532599E+002, 2.5992357E+000, 3.4565145E+002, 2.6014832E+000, 3.1378748E+002, 2.6034524E+000, 2.8819808E+002, 2.6016955E+000, 2.6990952E+002, 2.5878157E+000, 2.5274364E+002, 2.5668188E+000, 2.3642876E+002, 2.5355467E+000, 2.2124092E+002, 2.4828512E+000, 2.0754942E+002, 2.4090255E+000, 1.9647561E+002, 2.3317068E+000
 9.7339367E+001, 7.5909588E+002, 6.5363498E-001, 7.2154028E+002, 1.3393926E+000, 6.5414024E+002, 1.7951134E+000, 5.6243774E+002, 2.0295177E+000, 4.7452070E+002, 2.1270563E+000, 3.8696541E+002, 2.1303103E+000, 3.2083117E+002, 2.0373792E+000, 2.7441646E+002, 1.9189797E+000, 2.4356549E+002, 1.8044318E+000, 2.2321529E+002, 1.7303697E+000, 2.0916162E+002, 1.7282542E+000, 1.9733115E+002, 1.7432185E+000, 1.8886254E+002, 1.7497192E+000, 1.8228399E+002, 1.7559388E+000, 1.7683573E+002, 1.7655637E+000, 1.7419099E+002, 1.7704782E+000, 1.7218007E+002, 1.7897115E+000
 9.8677023E+001, 7.9553601E+002, 6.1998598E-001, 7.3538046E+002, 1.3483735E+000, 6.6103704E+002, 1.8297149E+000, 5.8312591E+002, 2.1268165E+000, 5.1571530E+002, 2.2917364E+000, 4.5687046E+002, 2.4108371E+000, 4.1018465E+002, 2.5118005E+000, 3.7225657E+002, 2.5619809E+000, 3.3791654E+002, 2.5872442E+000, 3.0383049E+002, 2.5782036E+000, 2.7437724E+002, 2.4995732E+000, 2.4899288E+002, 2.4019778E+000, 2.3000151E+002, 2.2980675E+000, 2.1425351E+002, 2.1725301E+000, 2.0329797E+002, 2.0761301E+000, 1.9277652E+002, 2.0036556E+000, 1.8362252E+002, 1.9154386E+000
 1.0000722E+002, 8.6038569E+002, 6.1352601E-001, 8.3365092E+002, 1.4519560E+000, 7.6625457E+002, 1.9766748E+000, 6.8475958E+002, 2.2844979E+000, 6.0178287E+002, 2.4552453E+000, 5.1690576E+002, 2.5246819E+000, 4.4017990E+002, 2.5303573E+000, 3.7398899E+002, 2.5064070E+000, 3.2685997E+002, 2.4562599E+000, 2.9335457E+002, 2.4107717E+000, 2.7184323E+002, 2.3929403E+000, 2.5656845E+002, 2.3928048E+000, 2.4260927E+002, 2.3882948E+000, 2.2931033E+002, 2.3950523E+000, 2.1375295E+002, 2.4072648E+000, 1.9934155E+002, 2.3987687E+000, 1.8475808E+002, 2.3506552E+000
 1.0134331E+002, 8.4151010E+002, 6.3552100E-001, 8.3510277E+002, 1.4454071E+000, 7.8642676E+002, 1.9909838E+000, 7.0569729E+002, 2.3477332E+000, 6.1199075E+002, 2.5497781E+000, 5.1742222E+002, 2.6381891E+000, 4.3497005E+002, 2.6608213E+000, 3.7656240E+002, 2.6306671E+000, 3.3089565E+002, 2.5903236E+000, 2.9776572E+002, 2.5681649E+000, 2.6996672E+002, 2.5381142E+000, 2.4645720E+002, 2.4695608E+000, 2.2568263E+002, 2.3922850E+000, 2.1155040E+002, 2.3424745E+000, 2.0402062E+002, 2.2957437E+000, 1.9928188E+002, 2.2735972E+000, 1.9523740E+002, 2.2799701E+000
 1.0267303E+002, 8.8316654E+002, 6.1951044E-001, 8.5874282E+002, 1.4950272E+000, 8.0198145E+002, 2.0561399E+000, 7.1743999E+002, 2.4015849E+000, 6.2477515E+002, 2.6060126E+000, 5.4088445E+002, 2.7082798E+000, 4.6980221E+002, 2.7374640E+000, 4.1228347E+002, 2.7455943E+000, 3.6852253E+002, 2.7500173E+000, 3.3260310E+002, 2.7386414E+000, 3.0208628E+002, 2.7299159E+000, 2.7784958E+002, 2.7473846E+000, 2.5981553E+002, 2.7548874E+000, 2.4329663E+002, 2.7176702E+000, 2.2817226E+002, 2.6574210E+000, 2.1597592E+002, 2.5851276E+000, 2.0714035E+002, 2.5368196E+000
