Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.528E+00, 3.268E+02, 1.246E+02, 2.264E+02, 4.138E+01, 9.945E+01, 2.530E+01, 0.000E+00, 1.671E+02, 2.237E+01, 1.190E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.035E+03
