Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.367E+00, 2.840E+02, 1.094E+02, 1.958E+02, 3.586E+01, 8.686E+01, 2.182E+01, 0.000E+00, 1.454E+02, 1.724E+01, 1.007E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.979E+02
