s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 3.7345229E+001, 6.0473954E+002, 5.4431857E-001, 5.9056054E+002, 1.3186323E+000, 5.5103231E+002, 1.8396615E+000, 4.9590367E+002, 2.1731178E+000, 4.3859849E+002, 2.3703193E+000, 3.8487364E+002, 2.4847928E+000, 3.3631597E+002, 2.5672479E+000, 2.9996004E+002, 2.6118577E+000, 2.6578074E+002, 2.5939510E+000, 2.3484491E+002, 2.5452929E+000, 2.0863260E+002, 2.4828681E+000, 1.8840532E+002, 2.4106851E+000, 1.7391996E+002, 2.3444698E+000, 1.6279817E+002, 2.3028353E+000, 1.5493250E+002, 2.2709967E+000, 1.4880686E+002, 2.2663027E+000, 1.4559740E+002, 2.2997942E+000
 3.8667034E+001, 6.1524106E+002, 5.5041302E-001, 6.1032717E+002, 1.3371241E+000, 5.8029668E+002, 1.8609977E+000, 5.3063279E+002, 2.2136993E+000, 4.7582565E+002, 2.4483368E+000, 4.2127543E+002, 2.6047707E+000, 3.7324771E+002, 2.7069294E+000, 3.3197086E+002, 2.7670742E+000, 2.9582537E+002, 2.7900559E+000, 2.6731118E+002, 2.7871461E+000, 2.4380376E+002, 2.7702931E+000, 2.2432610E+002, 2.7450049E+000, 2.0812207E+002, 2.7264984E+000, 1.9353369E+002, 2.7162754E+000, 1.8081341E+002, 2.6944591E+000, 1.6860730E+002, 2.6494402E+000, 1.5577859E+002, 2.5854254E+000
 4.0002874E+001, 6.1045550E+002, 5.7616987E-001, 5.9347084E+002, 1.3270858E+000, 5.6357977E+002, 1.8354805E+000, 5.2600387E+002, 2.1926273E+000, 4.8619817E+002, 2.4605333E+000, 4.4595172E+002, 2.6559133E+000, 4.0621244E+002, 2.7936203E+000, 3.6880467E+002, 2.8844073E+000, 3.3355420E+002, 2.9396034E+000, 3.0516649E+002, 2.9673242E+000, 2.7982142E+002, 2.9830889E+000, 2.5768495E+002, 2.9920624E+000, 2.3859709E+002, 2.9826649E+000, 2.2360257E+002, 2.9647575E+000, 2.1050928E+002, 2.9567467E+000, 2.0009826E+002, 2.9490555E+000, 1.8904600E+002, 2.9338737E+000
 4.1344220E+001, 5.6718835E+002, 5.7908749E-001, 5.4354066E+002, 1.2463507E+000, 4.9227918E+002, 1.6735369E+000, 4.3055622E+002, 1.9124473E+000, 3.6738666E+002, 2.0329101E+000, 3.1343121E+002, 2.0859091E+000, 2.7204793E+002, 2.1073758E+000, 2.3988184E+002, 2.0981180E+000, 2.1391563E+002, 2.0916197E+000, 1.9760787E+002, 2.1219141E+000, 1.8928283E+002, 2.1684911E+000, 1.8365927E+002, 2.2247328E+000, 1.7805532E+002, 2.2848039E+000, 1.7109561E+002, 2.3287094E+000, 1.6286608E+002, 2.3466490E+000, 1.5519883E+002, 2.3486387E+000, 1.4831622E+002, 2.3353845E+000
 4.2667565E+001, 6.3533386E+002, 5.1840149E-001, 6.1918142E+002, 1.3279952E+000, 5.7642057E+002, 1.8479543E+000, 5.1997531E+002, 2.1824562E+000, 4.5801576E+002, 2.3967800E+000, 3.9884695E+002, 2.5130454E+000, 3.4381168E+002, 2.5475623E+000, 2.9529269E+002, 2.5630143E+000, 2.5756155E+002, 2.5521619E+000, 2.2661308E+002, 2.4717294E+000, 1.9833781E+002, 2.3548314E+000, 1.7684757E+002, 2.2239268E+000, 1.5936887E+002, 2.0907157E+000, 1.4618892E+002, 1.9464210E+000, 1.3585988E+002, 1.8384583E+000, 1.2916182E+002, 1.7608540E+000, 1.2491354E+002, 1.7184492E+000
 4.4005302E+001, 6.0580452E+002, 5.6165468E-001, 5.8814521E+002, 1.3036394E+000, 5.5093491E+002, 1.7921276E+000, 5.0150221E+002, 2.1191342E+000, 4.5207412E+002, 2.3385043E+000, 4.0600381E+002, 2.4892867E+000, 3.6773419E+002, 2.6020055E+000, 3.3395870E+002, 2.6773442E+000, 3.0168927E+002, 2.7226439E+000, 2.7630013E+002, 2.7588861E+000, 2.5514390E+002, 2.7832695E+000, 2.3848813E+002, 2.7877152E+000, 2.2238358E+002, 2.7808441E+000, 2.0597825E+002, 2.7467789E+000, 1.8890371E+002, 2.6708211E+000, 1.7316158E+002, 2.5695139E+000, 1.5720333E+002, 2.4222179E+000
 4.5342222E+001, 5.9802485E+002, 5.5546697E-001, 5.8216982E+002, 1.3050486E+000, 5.5128049E+002, 1.7987036E+000, 5.0680506E+002, 2.1370276E+000, 4.5784799E+002, 2.3724837E+000, 4.1232385E+002, 2.5345727E+000, 3.6996935E+002, 2.6353058E+000, 3.2976515E+002, 2.6899193E+000, 2.9663317E+002, 2.7158076E+000, 2.6999269E+002, 2.7265152E+000, 2.4414836E+002, 2.7133659E+000, 2.2099836E+002, 2.6733278E+000, 2.0154273E+002, 2.6154891E+000, 1.8608269E+002, 2.5469246E+000, 1.7451045E+002, 2.4721480E+000, 1.6186372E+002, 2.3684613E+000, 1.4956079E+002, 2.2484430E+000
 4.6681826E+001, 5.9390698E+002, 5.5950711E-001, 5.7946045E+002, 1.2775220E+000, 5.4057583E+002, 1.7613446E+000, 4.9451640E+002, 2.0781323E+000, 4.4154020E+002, 2.2874219E+000, 3.8684331E+002, 2.4196539E+000, 3.3665935E+002, 2.4987501E+000, 2.9547524E+002, 2.5442408E+000, 2.6332059E+002, 2.5595324E+000, 2.3752525E+002, 2.5552383E+000, 2.1670525E+002, 2.5518092E+000, 2.0027486E+002, 2.5518361E+000, 1.8800546E+002, 2.5515624E+000, 1.7717017E+002, 2.5326197E+000, 1.6764935E+002, 2.4977348E+000, 1.5983650E+002, 2.4880154E+000, 1.5318868E+002, 2.4791988E+000
 4.8008280E+001, 6.0692674E+002, 5.4201123E-001, 5.9460476E+002, 1.3207179E+000, 5.6601028E+002, 1.8357015E+000, 5.2590341E+002, 2.1865629E+000, 4.7904367E+002, 2.4382420E+000, 4.3526096E+002, 2.6171587E+000, 3.9581274E+002, 2.7415394E+000, 3.5983386E+002, 2.8294829E+000, 3.2863450E+002, 2.8970152E+000, 3.0243684E+002, 2.9485686E+000, 2.7898089E+002, 2.9779774E+000, 2.5626265E+002, 2.9793241E+000, 2.3426225E+002, 2.9607260E+000, 2.1541944E+002, 2.9315927E+000, 1.9944553E+002, 2.8892030E+000, 1.8670902E+002, 2.8343031E+000, 1.7618263E+002, 2.7842448E+000
 4.9339700E+001, 6.0666936E+002, 5.4673979E-001, 5.8054756E+002, 1.2579652E+000, 5.3305858E+002, 1.7134018E+000, 4.7462734E+002, 1.9912564E+000, 4.1212896E+002, 2.1553398E+000, 3.5088731E+002, 2.2412773E+000, 3.0385015E+002, 2.2675949E+000, 2.6581314E+002, 2.2562189E+000, 2.3612035E+002, 2.2272458E+000, 2.1083222E+002, 2.2023898E+000, 1.9240676E+002, 2.1950691E+000, 1.7809998E+002, 2.1894360E+000, 1.6609611E+002, 2.1584536E+000, 1.5579448E+002, 2.1210926E+000, 1.4744342E+002, 2.0951383E+000, 1.4049330E+002, 2.0553744E+000, 1.3310409E+002, 2.0052774E+000
 5.0673654E+001, 6.2583089E+002, 5.2969023E-001, 6.0467314E+002, 1.3177971E+000, 5.6675748E+002, 1.8216994E+000, 5.1719557E+002, 2.1541314E+000, 4.6408058E+002, 2.3732246E+000, 4.0786315E+002, 2.5046867E+000, 3.5450390E+002, 2.5732929E+000, 3.1059390E+002, 2.5960145E+000, 2.7889729E+002, 2.6015139E+000, 2.5522383E+002, 2.6123799E+000, 2.3793686E+002, 2.6270945E+000, 2.2352387E+002, 2.6457620E+000, 2.1273857E+002, 2.6654148E+000, 2.0228411E+002, 2.6729594E+000, 1.9347103E+002, 2.6622505E+000, 1.8270254E+002, 2.6444079E+000, 1.7281258E+002, 2.6211532E+000
