s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 5.2009649E+001, 5.8825570E+002, 5.6805667E-001, 5.7305153E+002, 1.2573860E+000, 5.3706617E+002, 1.7330302E+000, 4.8719574E+002, 2.0522109E+000, 4.3367772E+002, 2.2693061E+000, 3.9133314E+002, 2.4252199E+000, 3.5851559E+002, 2.5476323E+000, 3.3199640E+002, 2.6473339E+000, 3.0534857E+002, 2.7115287E+000, 2.8139160E+002, 2.7374477E+000, 2.5724271E+002, 2.7388310E+000, 2.3423664E+002, 2.7104032E+000, 2.1161233E+002, 2.6461021E+000, 1.9204140E+002, 2.5641419E+000, 1.7474158E+002, 2.4671570E+000, 1.6058885E+002, 2.3648274E+000, 1.4926966E+002, 2.2758948E+000
 5.3334578E+001, 5.5599195E+002, 6.0008317E-001, 5.4464956E+002, 1.2431496E+000, 5.1002906E+002, 1.6877884E+000, 4.6272001E+002, 1.9902308E+000, 4.1609682E+002, 2.1903914E+000, 3.7110280E+002, 2.3250683E+000, 3.2711245E+002, 2.4042349E+000, 2.8492877E+002, 2.4315157E+000, 2.5008505E+002, 2.4211642E+000, 2.2148968E+002, 2.3742270E+000, 1.9810498E+002, 2.3055970E+000, 1.8055817E+002, 2.2526783E+000, 1.6879176E+002, 2.2072624E+000, 1.5879835E+002, 2.1618371E+000, 1.4997917E+002, 2.1177664E+000, 1.4241571E+002, 2.0593444E+000, 1.3691561E+002, 2.0019791E+000
 5.4674161E+001, 6.1091503E+002, 5.4945722E-001, 5.9327541E+002, 1.2567771E+000, 5.4233488E+002, 1.7266239E+000, 4.6794760E+002, 2.0076952E+000, 3.9516097E+002, 2.1564918E+000, 3.2956718E+002, 2.2082811E+000, 2.7661330E+002, 2.1630305E+000, 2.3617906E+002, 2.0861145E+000, 2.1496638E+002, 2.0614659E+000, 2.0202387E+002, 2.0756566E+000, 1.8891667E+002, 2.0806692E+000, 1.7447317E+002, 2.0551407E+000, 1.6097092E+002, 2.0157993E+000, 1.5101051E+002, 1.9334836E+000, 1.4207134E+002, 1.8236432E+000, 1.3264487E+002, 1.7553573E+000, 1.2237005E+002, 1.7005297E+000
 5.6007888E+001, 5.6279089E+002, 5.6283003E-001, 5.4770682E+002, 1.2335902E+000, 5.1455037E+002, 1.6895898E+000, 4.6973604E+002, 1.9873504E+000, 4.1899431E+002, 2.1727787E+000, 3.6633707E+002, 2.2817703E+000, 3.1631175E+002, 2.3513505E+000, 2.7197846E+002, 2.3498806E+000, 2.3423769E+002, 2.2666399E+000, 2.0063564E+002, 2.1753215E+000, 1.7800204E+002, 2.0729803E+000, 1.6015222E+002, 1.9553870E+000, 1.4876105E+002, 1.8519310E+000, 1.3847878E+002, 1.8079365E+000, 1.3163168E+002, 1.7927772E+000, 1.2691044E+002, 1.7646392E+000, 1.2334840E+002, 1.7383402E+000
 5.7344915E+001, 5.7757504E+002, 5.5809007E-001, 5.6256647E+002, 1.2345888E+000, 5.0705251E+002, 1.6577975E+000, 4.4201631E+002, 1.9202652E+000, 3.8541983E+002, 2.0958938E+000, 3.4083351E+002, 2.2002642E+000, 3.0176188E+002, 2.2580595E+000, 2.6753495E+002, 2.2762340E+000, 2.3683054E+002, 2.2502374E+000, 2.1199315E+002, 2.1853212E+000, 1.9202971E+002, 2.1051827E+000, 1.7528651E+002, 2.0086916E+000, 1.6183606E+002, 1.8967720E+000, 1.5186451E+002, 1.7962120E+000, 1.4579218E+002, 1.7369244E+000, 1.4283252E+002, 1.7323329E+000, 1.3935976E+002, 1.7544977E+000
 5.8678694E+001, 5.9512169E+002, 5.5950170E-001, 5.5756946E+002, 1.2342040E+000, 4.8640052E+002, 1.6670595E+000, 4.2640923E+002, 1.9230449E+000, 3.7279708E+002, 2.0821191E+000, 3.2867406E+002, 2.1905752E+000, 2.9060861E+002, 2.2481753E+000, 2.5977748E+002, 2.2758873E+000, 2.3775178E+002, 2.2889243E+000, 2.2047844E+002, 2.2839653E+000, 2.0567222E+002, 2.2544691E+000, 1.9305151E+002, 2.2266501E+000, 1.8185330E+002, 2.2025814E+000, 1.7247314E+002, 2.1612537E+000, 1.6202656E+002, 2.1001832E+000, 1.5426743E+002, 2.0322754E+000, 1.4695929E+002, 1.9698264E+000
 6.0013621E+001, 6.2255898E+002, 5.4781404E-001, 6.0495243E+002, 1.3211560E+000, 5.4713203E+002, 1.7967999E+000, 4.7103909E+002, 2.0743754E+000, 4.0380560E+002, 2.2093004E+000, 3.3816129E+002, 2.2385516E+000, 2.7960499E+002, 2.1979438E+000, 2.3117821E+002, 2.1062681E+000, 1.9651509E+002, 1.9776615E+000, 1.7191025E+002, 1.8727784E+000, 1.5621979E+002, 1.7911180E+000, 1.4619031E+002, 1.7095865E+000, 1.3948834E+002, 1.6469970E+000, 1.3505250E+002, 1.6048393E+000, 1.3130439E+002, 1.5651712E+000, 1.2829717E+002, 1.5380456E+000, 1.2525891E+002, 1.5270091E+000
 6.1341074E+001, 5.7606319E+002, 5.6148401E-001, 5.5441693E+002, 1.2625013E+000, 5.0455260E+002, 1.6882811E+000, 4.3829421E+002, 1.9218471E+000, 3.7296305E+002, 2.0401027E+000, 3.1712571E+002, 2.0961909E+000, 2.6685670E+002, 2.1096798E+000, 2.2547830E+002, 2.0768451E+000, 1.9546646E+002, 2.0083632E+000, 1.7519581E+002, 1.9607820E+000, 1.6261576E+002, 1.9127322E+000, 1.5303062E+002, 1.8672460E+000, 1.4703165E+002, 1.8606246E+000, 1.4250283E+002, 1.8924538E+000, 1.3901405E+002, 1.9300296E+000, 1.3636579E+002, 1.9396824E+000, 1.3361394E+002, 1.9216813E+000
 6.2673178E+001, 6.2782705E+002, 5.3113876E-001, 6.1284819E+002, 1.2862773E+000, 5.5657712E+002, 1.7650093E+000, 4.9416160E+002, 2.0522094E+000, 4.3025521E+002, 2.2216631E+000, 3.7308436E+002, 2.3280728E+000, 3.2996791E+002, 2.3900194E+000, 2.9783598E+002, 2.4132293E+000, 2.7056680E+002, 2.3798344E+000, 2.4414310E+002, 2.2870895E+000, 2.2110035E+002, 2.2044873E+000, 2.0227622E+002, 2.1338503E+000, 1.8634156E+002, 2.0878721E+000, 1.7325654E+002, 2.0279037E+000, 1.6229790E+002, 1.9828916E+000, 1.5196664E+002, 1.9740567E+000, 1.4324821E+002, 1.9837495E+000
 6.4006289E+001, 6.0101443E+002, 5.6402268E-001, 5.9576360E+002, 1.2826820E+000, 5.6540772E+002, 1.7763034E+000, 5.2066036E+002, 2.1040641E+000, 4.6786244E+002, 2.3200919E+000, 4.1251375E+002, 2.4528435E+000, 3.5882581E+002, 2.5175059E+000, 3.1394844E+002, 2.5363041E+000, 2.8014409E+002, 2.5393259E+000, 2.5513217E+002, 2.5371658E+000, 2.3468811E+002, 2.5244621E+000, 2.1633753E+002, 2.4979240E+000, 2.0030034E+002, 2.4586110E+000, 1.8728234E+002, 2.4155528E+000, 1.7653493E+002, 2.3819072E+000, 1.6722841E+002, 2.3665822E+000, 1.5968845E+002, 2.3572615E+000
 6.5334446E+001, 6.2396119E+002, 5.2964405E-001, 6.0063187E+002, 1.2849184E+000, 5.5247848E+002, 1.7677235E+000, 4.9576263E+002, 2.0829151E+000, 4.4804137E+002, 2.2956192E+000, 4.0763499E+002, 2.4414521E+000, 3.7148049E+002, 2.5489756E+000, 3.3633709E+002, 2.6204213E+000, 3.0249543E+002, 2.6450098E+000, 2.7084357E+002, 2.6313727E+000, 2.4333832E+002, 2.5912154E+000, 2.2140203E+002, 2.5238249E+000, 2.0383484E+002, 2.4447326E+000, 1.8954009E+002, 2.3699638E+000, 1.7749902E+002, 2.3060093E+000, 1.6843033E+002, 2.2490761E+000, 1.6067940E+002, 2.1997359E+000
 6.6671923E+001, 6.3137523E+002, 5.7017062E-001, 6.2324381E+002, 1.3188805E+000, 5.9792083E+002, 1.8199664E+000, 5.5140716E+002, 2.1502584E+000, 4.9162349E+002, 2.3755868E+000, 4.3669185E+002, 2.5302662E+000, 3.9265647E+002, 2.6363950E+000, 3.5474986E+002, 2.7181461E+000, 3.2116988E+002, 2.7815628E+000, 2.9292904E+002, 2.8175397E+000, 2.6864761E+002, 2.8243837E+000, 2.4703571E+002, 2.8118711E+000, 2.2791125E+002, 2.7792611E+000, 2.1140499E+002, 2.7263784E+000, 1.9694550E+002, 2.6658825E+000, 1.8512610E+002, 2.6056779E+000, 1.7566929E+002, 2.5443444E+000
 6.8005290E+001, 6.2901620E+002, 5.6269061E-001, 6.0650525E+002, 1.2697012E+000, 5.5744337E+002, 1.7375065E+000, 4.9687556E+002, 2.0384243E+000, 4.3447248E+002, 2.2144112E+000, 3.7416475E+002, 2.2991371E+000, 3.1759901E+002, 2.3204998E+000, 2.7435390E+002, 2.2966568E+000, 2.4366494E+002, 2.2513320E+000, 2.2086982E+002, 2.2041107E+000, 2.0216060E+002, 2.1573094E+000, 1.8609966E+002, 2.1095235E+000, 1.7246475E+002, 2.0553535E+000, 1.6096886E+002, 1.9847496E+000, 1.5082374E+002, 1.8941869E+000, 1.4311252E+002, 1.7991158E+000, 1.3682845E+002, 1.7302985E+000
 6.9343613E+001, 6.3623366E+002, 5.1624796E-001, 6.1520778E+002, 1.2909977E+000, 5.7131027E+002, 1.7902337E+000, 5.1262584E+002, 2.1036158E+000, 4.5167642E+002, 2.2897947E+000, 3.9055889E+002, 2.3885708E+000, 3.3775143E+002, 2.4179845E+000, 2.9229381E+002, 2.4025395E+000, 2.5559727E+002, 2.3560905E+000, 2.2665473E+002, 2.2909915E+000, 2.0496846E+002, 2.2331459E+000, 1.8692910E+002, 2.1684069E+000, 1.6923809E+002, 2.0760356E+000, 1.5565302E+002, 1.9940196E+000, 1.4732503E+002, 1.9625882E+000, 1.4216101E+002, 1.9619919E+000, 1.3896383E+002, 1.9582582E+000
 7.0670784E+001, 6.2120046E+002, 5.5933938E-001, 5.8880661E+002, 1.2586991E+000, 5.3407013E+002, 1.7188881E+000, 4.7371916E+002, 2.0094563E+000, 4.1587521E+002, 2.1951034E+000, 3.6400079E+002, 2.3008729E+000, 3.1842732E+002, 2.3563320E+000, 2.8197077E+002, 2.3743210E+000, 2.5538465E+002, 2.3826492E+000, 2.3521113E+002, 2.3848724E+000, 2.1700129E+002, 2.3460171E+000, 1.9963898E+002, 2.2773050E+000, 1.8258861E+002, 2.2073850E+000, 1.6723083E+002, 2.1122979E+000, 1.5383127E+002, 1.9674866E+000, 1.4251804E+002, 1.8058974E+000, 1.3292015E+002, 1.6729686E+000
 7.2004024E+001, 6.2771933E+002, 5.5707928E-001, 5.9696574E+002, 1.2645257E+000, 5.4028117E+002, 1.7161997E+000, 4.7128899E+002, 1.9778303E+000, 4.0385785E+002, 2.1193311E+000, 3.4497391E+002, 2.1959832E+000, 2.9920808E+002, 2.2234548E+000, 2.6186592E+002, 2.2065314E+000, 2.3431865E+002, 2.1759467E+000, 2.1148480E+002, 2.1635391E+000, 1.9428204E+002, 2.1589066E+000, 1.8033110E+002, 2.1434564E+000, 1.6815777E+002, 2.1246875E+000, 1.5855737E+002, 2.1056395E+000, 1.5054519E+002, 2.0857640E+000, 1.4457140E+002, 2.0754650E+000, 1.4109337E+002, 2.0837888E+000
 7.3336032E+001, 5.9816023E+002, 5.9681807E-001, 5.6482125E+002, 1.2436338E+000, 5.0603657E+002, 1.6419213E+000, 4.4490238E+002, 1.8769075E+000, 3.7860683E+002, 2.0225894E+000, 3.2504279E+002, 2.0923017E+000, 2.8763146E+002, 2.1075200E+000, 2.6025386E+002, 2.1185073E+000, 2.3746196E+002, 2.1202392E+000, 2.1743859E+002, 2.0957642E+000, 1.9675636E+002, 2.0627274E+000, 1.8010967E+002, 2.0258860E+000, 1.6679116E+002, 1.9658508E+000, 1.5578498E+002, 1.8845015E+000, 1.4657109E+002, 1.8070808E+000, 1.3871562E+002, 1.7348444E+000, 1.3135795E+002, 1.6718567E+000
 7.4669334E+001, 6.4521984E+002, 5.9049292E-001, 6.1940268E+002, 1.2872707E+000, 5.4081813E+002, 1.7290527E+000, 4.3830712E+002, 1.9472969E+000, 3.6248190E+002, 2.0195724E+000, 3.0514966E+002, 2.0270909E+000, 2.6286742E+002, 2.0204489E+000, 2.2952127E+002, 2.0166774E+000, 2.0452751E+002, 1.9997056E+000, 1.8562841E+002, 1.9693461E+000, 1.6965708E+002, 1.9320754E+000, 1.5712847E+002, 1.8804563E+000, 1.4769925E+002, 1.8208237E+000, 1.4151126E+002, 1.7595609E+000, 1.3779741E+002, 1.6924539E+000, 1.3630527E+002, 1.6336204E+000, 1.3501067E+002, 1.6116609E+000
 7.6014166E+001, 6.6566118E+002, 5.1677816E-001, 6.3051989E+002, 1.2441842E+000, 5.7472084E+002, 1.7476872E+000, 5.1105086E+002, 2.0705546E+000, 4.3743876E+002, 2.2394333E+000, 3.6672285E+002, 2.2981345E+000, 3.0666561E+002, 2.2805009E+000, 2.5809355E+002, 2.2096641E+000, 2.2163182E+002, 2.1235314E+000, 1.9285332E+002, 2.0319732E+000, 1.7049904E+002, 1.9264170E+000, 1.5239546E+002, 1.8182734E+000, 1.4041296E+002, 1.7093680E+000, 1.3088184E+002, 1.6022077E+000, 1.2231234E+002, 1.4910987E+000, 1.1642481E+002, 1.4052888E+000, 1.1348442E+002, 1.3742410E+000
 7.7335324E+001, 6.3266121E+002, 5.6343623E-001, 5.8917391E+002, 1.2048115E+000, 5.2766821E+002, 1.6432692E+000, 4.5808308E+002, 1.9238862E+000, 4.0544463E+002, 2.0843508E+000, 3.6128333E+002, 2.1555784E+000, 3.2070520E+002, 2.1893829E+000, 2.8764366E+002, 2.2323376E+000, 2.6384386E+002, 2.2765760E+000, 2.4133573E+002, 2.2916711E+000, 2.2002112E+002, 2.2520966E+000, 1.9981045E+002, 2.2052491E+000, 1.8689496E+002, 2.2128614E+000, 1.7736370E+002, 2.2269509E+000, 1.7094723E+002, 2.2456381E+000, 1.6442038E+002, 2.2505180E+000, 1.6067960E+002, 2.2359498E+000
 7.8676880E+001, 6.5196992E+002, 5.5351689E-001, 6.0884898E+002, 1.2617417E+000, 5.4535047E+002, 1.7134071E+000, 4.8152754E+002, 1.9899209E+000, 4.1676813E+002, 2.1566330E+000, 3.6225437E+002, 2.2560334E+000, 3.1598687E+002, 2.2933199E+000, 2.7230293E+002, 2.2706321E+000, 2.3599810E+002, 2.1962859E+000, 2.1338507E+002, 2.1212743E+000, 1.9990434E+002, 2.0928367E+000, 1.9119582E+002, 2.0741066E+000, 1.8070107E+002, 2.0216188E+000, 1.6943107E+002, 1.9729175E+000, 1.5965296E+002, 1.9135004E+000, 1.5162633E+002, 1.8550617E+000, 1.4369383E+002, 1.8200457E+000
 8.0014121E+001, 5.8174718E+002, 6.3183111E-001, 5.5380970E+002, 1.2337287E+000, 4.9329935E+002, 1.6160042E+000, 4.2154131E+002, 1.8217906E+000, 3.4971308E+002, 1.9164827E+000, 2.8864797E+002, 1.9274277E+000, 2.4239888E+002, 1.8850373E+000, 2.1364915E+002, 1.8122563E+000, 1.9403388E+002, 1.7103460E+000, 1.7378782E+002, 1.5987671E+000, 1.5647955E+002, 1.4566806E+000, 1.4100181E+002, 1.3675231E+000, 1.3456039E+002, 1.3564339E+000, 1.3444820E+002, 1.3804508E+000, 1.3687709E+002, 1.4862309E+000, 1.3887064E+002, 1.6232044E+000, 1.3774880E+002, 1.7248789E+000
 8.1335966E+001, 5.3072642E+002, 5.8854895E-001, 4.9486453E+002, 1.1097963E+000, 4.2744296E+002, 1.4384412E+000, 3.6291861E+002, 1.5964456E+000, 3.0680676E+002, 1.6439316E+000, 2.6229161E+002, 1.6248075E+000, 2.3043121E+002, 1.5697566E+000, 2.0081237E+002, 1.5121018E+000, 1.7711089E+002, 1.4487580E+000, 1.5879056E+002, 1.4448635E+000, 1.4549183E+002, 1.4503266E+000, 1.3826095E+002, 1.4554787E+000, 1.3389523E+002, 1.5284098E+000, 1.2967912E+002, 1.5238657E+000, 1.2359017E+002, 1.5058590E+000, 1.1834655E+002, 1.5146786E+000, 1.1606074E+002, 1.5286271E+000
 8.2673441E+001, 6.2089839E+002, 5.3624880E-001, 5.8228765E+002, 1.2254303E+000, 5.1751234E+002, 1.6683705E+000, 4.4862601E+002, 1.9288366E+000, 3.8594610E+002, 2.0679429E+000, 3.2635186E+002, 2.1193281E+000, 2.7966635E+002, 2.1277461E+000, 2.4721129E+002, 2.1299457E+000, 2.2526606E+002, 2.1389422E+000, 2.0967305E+002, 2.1544147E+000, 1.9805813E+002, 2.1639899E+000, 1.8726747E+002, 2.1685348E+000, 1.7599294E+002, 2.1737129E+000, 1.6602423E+002, 2.1699618E+000, 1.5976386E+002, 2.1603013E+000, 1.5456756E+002, 2.1534765E+000, 1.4948032E+002, 2.1388524E+000
 8.4001166E+001, 6.3142032E+002, 5.3176502E-001, 6.1395189E+002, 1.2519286E+000, 5.7040157E+002, 1.7349167E+000, 5.1165372E+002, 2.0496172E+000, 4.5265232E+002, 2.2389609E+000, 3.9911597E+002, 2.3409328E+000, 3.4438873E+002, 2.3776047E+000, 2.9706530E+002, 2.3637826E+000, 2.6276659E+002, 2.3300522E+000, 2.3856089E+002, 2.3031291E+000, 2.2116445E+002, 2.2936494E+000, 2.0807761E+002, 2.2955811E+000, 1.9611321E+002, 2.2998709E+000, 1.8587945E+002, 2.2908903E+000, 1.7846080E+002, 2.2732616E+000, 1.7201634E+002, 2.2540687E+000, 1.6543434E+002, 2.2291953E+000
 8.5343586E+001, 6.0759359E+002, 5.4885129E-001, 5.6167360E+002, 1.1871314E+000, 4.9574048E+002, 1.5849953E+000, 4.3069063E+002, 1.7995396E+000, 3.6960547E+002, 1.9055684E+000, 3.1849652E+002, 1.9490268E+000, 2.8146152E+002, 1.9627574E+000, 2.5747456E+002, 1.9558275E+000, 2.3718895E+002, 1.9519809E+000, 2.1869860E+002, 1.9434115E+000, 2.0106980E+002, 1.9301370E+000, 1.8392935E+002, 1.8956158E+000, 1.7083767E+002, 1.8466902E+000, 1.5879463E+002, 1.7879495E+000, 1.4689664E+002, 1.6987837E+000, 1.3709614E+002, 1.5775435E+000, 1.3036192E+002, 1.4680198E+000
 8.6676611E+001, 6.0006912E+002, 5.6816948E-001, 5.7830377E+002, 1.2288918E+000, 5.2670586E+002, 1.6510196E+000, 4.5824644E+002, 1.8884874E+000, 3.8710124E+002, 2.0011149E+000, 3.2780793E+002, 2.0361469E+000, 2.7988256E+002, 2.0331133E+000, 2.4367144E+002, 2.0218838E+000, 2.1470871E+002, 2.0025957E+000, 1.9245758E+002, 1.9590008E+000, 1.7477074E+002, 1.9047685E+000, 1.6192121E+002, 1.8636348E+000, 1.5484811E+002, 1.8119075E+000, 1.4353396E+002, 1.7691108E+000, 1.3793887E+002, 1.7617388E+000, 1.3462209E+002, 1.7547396E+000, 1.3258603E+002, 1.7325408E+000
 8.8014223E+001, 6.6014706E+002, 5.0739255E-001, 6.3769680E+002, 1.2858898E+000, 5.8550346E+002, 1.7917968E+000, 5.2186095E+002, 2.1124958E+000, 4.6406033E+002, 2.3006710E+000, 4.0993393E+002, 2.4110527E+000, 3.5427840E+002, 2.4660388E+000, 3.1126473E+002, 2.4606430E+000, 2.7552514E+002, 2.4212044E+000, 2.4354406E+002, 2.3712502E+000, 2.1350953E+002, 2.2833225E+000, 1.8944714E+002, 2.1521430E+000, 1.6967215E+002, 1.9914128E+000, 1.5492146E+002, 1.7981643E+000, 1.4479821E+002, 1.6307082E+000, 1.3508931E+002, 1.5222561E+000, 1.2791855E+002, 1.4865937E+000
 8.9336268E+001, 5.9033356E+002, 5.4752975E-001, 5.5650485E+002, 1.1572256E+000, 5.0091532E+002, 1.5833127E+000, 4.4721770E+002, 1.8504370E+000, 3.8818441E+002, 2.0206626E+000, 3.3578492E+002, 2.1236563E+000, 2.9693530E+002, 2.1770785E+000, 2.7219156E+002, 2.2066217E+000, 2.5326700E+002, 2.2333300E+000, 2.3951456E+002, 2.2645607E+000, 2.2731078E+002, 2.2984946E+000, 2.1723926E+002, 2.3282026E+000, 2.0556231E+002, 2.3463852E+000, 1.9473810E+002, 2.3477414E+000, 1.8279828E+002, 2.3328450E+000, 1.7390401E+002, 2.2959179E+000, 1.6537672E+002, 2.2530163E+000
 9.0679667E+001, 6.1173238E+002, 5.3730529E-001, 5.9924079E+002, 1.2644937E+000, 5.6697499E+002, 1.7451424E+000, 5.1586339E+002, 2.0740640E+000, 4.6212349E+002, 2.2980532E+000, 4.1240293E+002, 2.4448119E+000, 3.6664770E+002, 2.5429471E+000, 3.2496238E+002, 2.6063084E+000, 2.9037184E+002, 2.6445583E+000, 2.6551006E+002, 2.6531089E+000, 2.4512007E+002, 2.6383189E+000, 2.2656902E+002, 2.6098971E+000, 2.0990403E+002, 2.5670197E+000, 1.9608667E+002, 2.5189863E+000, 1.8324035E+002, 2.4749513E+000, 1.7479284E+002, 2.4349098E+000, 1.6655043E+002, 2.3936494E+000
 9.2004670E+001, 6.3588119E+002, 5.0733948E-001, 6.1205456E+002, 1.2778461E+000, 5.6458479E+002, 1.7686842E+000, 5.0719261E+002, 2.0810150E+000, 4.5088756E+002, 2.2757988E+000, 3.9464313E+002, 2.3855770E+000, 3.4378774E+002, 2.4262367E+000, 3.0359551E+002, 2.4100494E+000, 2.7028394E+002, 2.3780114E+000, 2.4214738E+002, 2.3584956E+000, 2.1790080E+002, 2.3362625E+000, 1.9843638E+002, 2.3097250E+000, 1.8463434E+002, 2.2826450E+000, 1.7446188E+002, 2.2556408E+000, 1.6709046E+002, 2.2340637E+000, 1.5956967E+002, 2.2127164E+000, 1.5372346E+002, 2.1763072E+000
 9.3335716E+001, 6.2891940E+002, 5.2585665E-001, 6.0729893E+002, 1.2855843E+000, 5.5926915E+002, 1.7719394E+000, 4.9454515E+002, 2.0662869E+000, 4.2248604E+002, 2.2147287E+000, 3.6147571E+002, 2.2520576E+000, 3.1261342E+002, 2.2286227E+000, 2.7440347E+002, 2.2085806E+000, 2.4496511E+002, 2.1873324E+000, 2.2113243E+002, 2.1474208E+000, 2.0307871E+002, 2.0833539E+000, 1.8643473E+002, 1.9763558E+000, 1.7085301E+002, 1.8425986E+000, 1.5527664E+002, 1.6955066E+000, 1.4379771E+002, 1.6655864E+000, 1.3736451E+002, 1.6704328E+000, 1.3261918E+002, 1.6683248E+000
 9.4673590E+001, 5.9671876E+002, 5.6117421E-001, 5.8241296E+002, 1.2735739E+000, 5.4227476E+002, 1.7232554E+000, 4.8817963E+002, 2.0033002E+000, 4.3065148E+002, 2.1786020E+000, 3.7927511E+002, 2.2879523E+000, 3.3407905E+002, 2.3576469E+000, 2.9344022E+002, 2.3847518E+000, 2.6170039E+002, 2.3748900E+000, 2.3616317E+002, 2.3382376E+000, 2.1644802E+002, 2.3154115E+000, 2.0100185E+002, 2.3125754E+000, 1.8884169E+002, 2.2887302E+000, 1.7820751E+002, 2.2194047E+000, 1.6737401E+002, 2.0880745E+000, 1.5729264E+002, 1.9683175E+000, 1.4861755E+002, 1.8498531E+000
 9.6000638E+001, 5.9878764E+002, 5.4913365E-001, 5.7392770E+002, 1.2191944E+000, 5.1342900E+002, 1.6461413E+000, 4.4847996E+002, 1.8980321E+000, 3.8025824E+002, 2.0260255E+000, 3.2000973E+002, 2.0725678E+000, 2.7190741E+002, 2.0517008E+000, 2.3500233E+002, 1.9947012E+000, 2.0942729E+002, 1.9589894E+000, 1.9278722E+002, 1.9514204E+000, 1.8190880E+002, 1.9561480E+000, 1.7464783E+002, 1.9690733E+000, 1.6866541E+002, 1.9889194E+000, 1.6360137E+002, 2.0039177E+000, 1.5788540E+002, 2.0105625E+000, 1.5297358E+002, 2.0302138E+000, 1.4824257E+002, 2.0389741E+000
 9.7334770E+001, 6.3949526E+002, 5.3358571E-001, 6.1893237E+002, 1.2874135E+000, 5.7444300E+002, 1.7632108E+000, 5.1969492E+002, 2.0686520E+000, 4.5687612E+002, 2.2532167E+000, 3.9390184E+002, 2.3468765E+000, 3.3840013E+002, 2.3976762E+000, 2.9585607E+002, 2.4173333E+000, 2.6306265E+002, 2.3790144E+000, 2.3350454E+002, 2.3080751E+000, 2.1072277E+002, 2.2465091E+000, 1.9357048E+002, 2.2090563E+000, 1.7820358E+002, 2.1755187E+000, 1.6752388E+002, 2.1362052E+000, 1.5854963E+002, 2.0949922E+000, 1.5241450E+002, 2.0541223E+000, 1.4683647E+002, 2.0232598E+000
 9.8670804E+001, 6.2064304E+002, 5.6019554E-001, 5.8867649E+002, 1.2654490E+000, 5.3608448E+002, 1.7095537E+000, 4.7930466E+002, 1.9850911E+000, 4.2293941E+002, 2.1605757E+000, 3.7505107E+002, 2.2739723E+000, 3.3239975E+002, 2.3354256E+000, 2.9788295E+002, 2.3521479E+000, 2.7067997E+002, 2.3588462E+000, 2.5148970E+002, 2.3717178E+000, 2.3404004E+002, 2.3772934E+000, 2.1601166E+002, 2.3751110E+000, 1.9879480E+002, 2.3479217E+000, 1.8388024E+002, 2.2903129E+000, 1.7187011E+002, 2.2200936E+000, 1.6214929E+002, 2.1659549E+000, 1.5564982E+002, 2.1191766E+000
 1.0000030E+002, 6.6255612E+002, 5.2074277E-001, 6.4783433E+002, 1.2985338E+000, 6.0356766E+002, 1.8004036E+000, 5.4864215E+002, 2.1420106E+000, 4.9608136E+002, 2.3763035E+000, 4.4503322E+002, 2.5376018E+000, 3.9649256E+002, 2.6521712E+000, 3.5637082E+002, 2.7380603E+000, 3.2183166E+002, 2.7856057E+000, 2.9242794E+002, 2.7809259E+000, 2.6555157E+002, 2.7326528E+000, 2.4344212E+002, 2.6536190E+000, 2.2336260E+002, 2.5740334E+000, 2.0491350E+002, 2.5011738E+000, 1.8860414E+002, 2.4075345E+000, 1.7427382E+002, 2.2853467E+000, 1.6045667E+002, 2.1575968E+000
 1.0133566E+002, 6.4412113E+002, 5.2097556E-001, 6.3664555E+002, 1.2921520E+000, 6.0868936E+002, 1.8163049E+000, 5.6425307E+002, 2.1707152E+000, 5.0810493E+002, 2.4023548E+000, 4.5137965E+002, 2.5499034E+000, 3.9927733E+002, 2.6388786E+000, 3.5077304E+002, 2.6768497E+000, 3.0831847E+002, 2.6823243E+000, 2.7590785E+002, 2.6693644E+000, 2.5058803E+002, 2.6376661E+000, 2.3151593E+002, 2.5994323E+000, 2.1653622E+002, 2.5566476E+000, 2.0358676E+002, 2.4966087E+000, 1.9440510E+002, 2.4412383E+000, 1.8508321E+002, 2.3950640E+000, 1.7872179E+002, 2.3425415E+000
 1.0267320E+002, 6.4173640E+002, 5.2774196E-001, 6.2512273E+002, 1.2825296E+000, 5.8627415E+002, 1.7778311E+000, 5.3698693E+002, 2.1049378E+000, 4.8469717E+002, 2.3296076E+000, 4.3810300E+002, 2.4800992E+000, 3.9673800E+002, 2.5758759E+000, 3.6026539E+002, 2.6490236E+000, 3.2938703E+002, 2.7035389E+000, 3.0469197E+002, 2.7391215E+000, 2.8307363E+002, 2.7669040E+000, 2.6314237E+002, 2.7802270E+000, 2.4584650E+002, 2.7724341E+000, 2.3026429E+002, 2.7564366E+000, 2.1679929E+002, 2.7368605E+000, 2.0584009E+002, 2.7093054E+000, 1.9621174E+002, 2.6748571E+000
