s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.2008492E+001, 1.4366489E+001,-2.8883921E+000,-1.5721883E-003,-1.7848239E+000,-1.6232942E-003, 3.9062727E+000, 0.0000000E+000, 1.3599730E+001, 1.3596350E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 5.1009825E+003
 1.3342130E+001, 1.4441386E+001,-2.9658497E+000,-1.5758327E-003,-2.2256043E+000,-1.6191023E-003, 3.7280163E+000, 0.0000000E+000, 1.2976177E+001, 1.2974754E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 5.6307995E+003
 1.4677194E+001, 1.4378669E+001,-2.9644761E+000,-1.5808743E-003,-2.4127737E+000,-1.6134070E-003, 3.6373452E+000, 0.0000000E+000, 1.2638963E+001, 1.2635570E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 6.1483014E+003
 1.6002773E+001, 1.4404602E+001,-3.0458032E+000,-1.5841803E-003,-2.5636561E+000,-1.6112924E-003, 3.5448424E+000, 0.0000000E+000, 1.2336953E+001, 1.2336790E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 6.6490490E+003
 1.7344580E+001, 1.4420751E+001,-3.0857697E+000,-1.5819485E-003,-2.8637791E+000,-1.6122559E-003, 3.4196873E+000, 0.0000000E+000, 1.1888117E+001, 1.1887696E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 7.1379709E+003
 1.8678270E+001, 1.4378497E+001,-3.1089771E+000,-1.5799220E-003,-2.9806313E+000,-1.6154548E-003, 3.3493403E+000, 0.0000000E+000, 1.1639915E+001, 1.1635034E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 7.6141044E+003
 2.0002953E+001, 1.4430051E+001,-3.1879730E+000,-1.5814967E-003,-3.2806077E+000,-1.6131848E-003, 3.2158800E+000, 0.0000000E+000, 1.1173138E+001, 1.1174155E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 8.0680425E+003
 2.1341000E+001, 1.4382692E+001,-3.1956558E+000,-1.5740306E-003,-3.2655452E+000,-1.6211901E-003, 3.2010769E+000, 0.0000000E+000, 1.1120560E+001, 1.1119373E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 8.5244730E+003
 2.2671755E+001, 1.4434199E+001,-3.2854091E+000,-1.5725960E-003,-3.3806160E+000,-1.6216430E-003, 3.1351543E+000, 0.0000000E+000, 1.0902086E+001, 1.0900134E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 8.9690932E+003
 2.4012262E+001, 1.4357715E+001,-3.2837029E+000,-1.5715385E-003,-3.7478197E+000,-1.6229999E-003, 2.9656267E+000, 0.0000000E+000, 1.0291201E+001, 1.0288625E+001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 9.3928493E+003
 2.5334341E+001, 1.4419006E+001,-3.3691104E+000,-1.5697978E-003,-4.0227988E+000,-1.6254478E-003, 2.8420139E+000, 0.0000000E+000, 9.8651133E+000, 9.8659153E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 9.7932215E+003
 2.6676092E+001, 1.4412526E+001,-3.4004441E+000,-1.5660444E-003,-3.9922155E+000,-1.6286892E-003, 2.8392120E+000, 0.0000000E+000, 9.8546284E+000, 9.8558833E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.0199116E+004
 2.8008024E+001, 1.4382663E+001,-3.4381940E+000,-1.5677456E-003,-4.2077173E+000,-1.6269459E-003, 2.7263110E+000, 0.0000000E+000, 9.4631358E+000, 9.4598683E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.0586134E+004
 2.9340635E+001, 1.4398030E+001,-3.4901372E+000,-1.5717886E-003,-4.2519935E+000,-1.6231395E-003, 2.6932852E+000, 0.0000000E+000, 9.3460125E+000, 9.3459897E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.0968593E+004
 3.0676275E+001, 1.4419444E+001,-3.5549402E+000,-1.5747432E-003,-4.4288574E+000,-1.6201121E-003, 2.6051961E+000, 0.0000000E+000, 9.0378557E+000, 9.0376476E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.1339418E+004
 3.2011219E+001, 1.4397886E+001,-3.5860892E+000,-1.5628575E-003,-4.6086308E+000,-1.6312569E-003, 2.5149973E+000, 0.0000000E+000, 8.7171572E+000, 8.7149693E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.1697207E+004
 3.3344627E+001, 1.4400969E+001,-3.6469398E+000,-1.5649890E-003,-4.8017027E+000,-1.6301390E-003, 2.4114458E+000, 0.0000000E+000, 8.3591594E+000, 8.3605770E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.2039849E+004
 3.4670879E+001, 1.4412068E+001,-3.6877138E+000,-1.5778106E-003,-4.9111745E+000,-1.6177024E-003, 2.3591852E+000, 0.0000000E+000, 8.1717360E+000, 8.1691697E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.2373380E+004
 3.6001137E+001, 1.4407557E+001,-3.7352341E+000,-1.5736729E-003,-5.2095034E+000,-1.6208792E-003, 2.2195391E+000, 0.0000000E+000, 7.6758328E+000, 7.6791641E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.2687967E+004
 3.7345230E+001, 1.4405480E+001,-3.7919152E+000,-1.5729780E-003,-5.2004705E+000,-1.6224612E-003, 2.1957962E+000, 0.0000000E+000, 7.6086075E+000, 7.6056952E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.3002536E+004
 3.8667034E+001, 1.4410256E+001,-3.8431235E+000,-1.5726670E-003,-5.3968791E+000,-1.6222697E-003, 2.0982894E+000, 0.0000000E+000, 7.2657934E+000, 7.2653477E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.3298079E+004
 4.0002872E+001, 1.4401511E+001,-3.8849879E+000,-1.5727799E-003,-5.4624320E+000,-1.6218240E-003, 2.0567623E+000, 0.0000000E+000, 7.1066171E+000, 7.1076585E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.3590823E+004
 4.1344219E+001, 1.4393308E+001,-3.9266177E+000,-1.5703077E-003,-5.4550247E+000,-1.6246953E-003, 2.0391393E+000, 0.0000000E+000, 7.0484693E+000, 7.0476103E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.3882316E+004
 4.2667564E+001, 1.4415460E+001,-3.9870357E+000,-1.5714627E-003,-5.5569201E+000,-1.6233787E-003, 1.9824719E+000, 0.0000000E+000, 6.8503346E+000, 6.8507810E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.4161876E+004
 4.4005302E+001, 1.4409052E+001,-4.0417731E+000,-1.5652077E-003,-5.5997763E+000,-1.6300187E-003, 1.9368662E+000, 0.0000000E+000, 6.7048958E+000, 6.7011738E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.4438038E+004
 4.5342220E+001, 1.4389426E+001,-4.0719727E+000,-1.5694447E-003,-5.9049771E+000,-1.6253518E-003, 1.8029711E+000, 0.0000000E+000, 6.2124401E+000, 6.2122521E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.4694958E+004
 4.6681828E+001, 1.4392382E+001,-4.1328387E+000,-1.5705748E-003,-6.0643560E+000,-1.6240875E-003, 1.7131151E+000, 0.0000000E+000, 5.9062907E+000, 5.9051073E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.4939499E+004
 4.8008282E+001, 1.4411891E+001,-4.1743171E+000,-1.5673252E-003,-6.1080567E+000,-1.6276304E-003, 1.6862522E+000, 0.0000000E+000, 5.8139399E+000, 5.8125741E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.5177878E+004
 4.9339699E+001, 1.4433324E+001,-4.2288085E+000,-1.5723231E-003,-6.2539042E+000,-1.6228880E-003, 1.6156665E+000, 0.0000000E+000, 5.5610690E+000, 5.5630827E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.5407117E+004
 5.0673653E+001, 1.4374246E+001,-4.2531298E+000,-1.5675893E-003,-6.3031507E+000,-1.6267740E-003, 1.5660842E+000, 0.0000000E+000, 5.3848041E+000, 5.3808556E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.5629776E+004
 5.2009647E+001, 1.4403311E+001,-4.3207298E+000,-1.5668321E-003,-6.3558399E+000,-1.6279374E-003, 1.5252003E+000, 0.0000000E+000, 5.2506128E+000, 5.2487471E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.5846973E+004
 5.3334579E+001, 1.4398009E+001,-4.3502647E+000,-1.5648364E-003,-6.5705218E+000,-1.6299261E-003, 1.4318690E+000, 0.0000000E+000, 4.9029308E+000, 4.9058966E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6049090E+004
 5.4674160E+001, 1.4428491E+001,-4.4135088E+000,-1.5761814E-003,-6.6720538E+000,-1.6188295E-003, 1.3732281E+000, 0.0000000E+000, 4.7128386E+000, 4.7129619E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6245116E+004
 5.6007889E+001, 1.4387401E+001,-4.4297349E+000,-1.5689168E-003,-6.7431956E+000,-1.6263534E-003, 1.3260848E+000, 0.0000000E+000, 4.5402985E+000, 4.5373599E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6433680E+004
 5.7344917E+001, 1.4428000E+001,-4.4946967E+000,-1.5710702E-003,-6.7807658E+000,-1.6236228E-003, 1.2967748E+000, 0.0000000E+000, 4.4463214E+000, 4.4461171E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6618399E+004
 5.8678692E+001, 1.4384400E+001,-4.5283860E+000,-1.5791382E-003,-6.9377183E+000,-1.6162883E-003, 1.2058215E+000, 0.0000000E+000, 4.1220375E+000, 4.1209221E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6789893E+004
 6.0013622E+001, 1.4397156E+001,-4.5609835E+000,-1.5727489E-003,-7.0802369E+000,-1.6216937E-003, 1.1454252E+000, 0.0000000E+000, 3.8973599E+000, 3.8981665E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.6952833E+004
 6.1341076E+001, 1.4409541E+001,-4.6000247E+000,-1.5656839E-003,-7.0566695E+000,-1.6291656E-003, 1.1414844E+000, 0.0000000E+000, 3.8899759E+000, 3.8911364E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7114305E+004
 6.2673180E+001, 1.4396040E+001,-4.6627021E+000,-1.5697943E-003,-7.1037334E+000,-1.6250494E-003, 1.0846021E+000, 0.0000000E+000, 3.7109478E+000, 3.7110113E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7268276E+004
 6.4006287E+001, 1.4403381E+001,-4.6902537E+000,-1.5727676E-003,-7.3774551E+000,-1.6217885E-003, 9.7691528E-001, 0.0000000E+000, 3.3111650E+000, 3.3093933E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7407136E+004
 6.5334450E+001, 1.4403257E+001,-4.7385270E+000,-1.5766584E-003,-7.7155335E+000,-1.6187788E-003, 8.2346553E-001, 0.0000000E+000, 2.7707112E+000, 2.7694665E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7523740E+004
 6.6671921E+001, 1.4418432E+001,-4.7813206E+000,-1.5744084E-003,-7.7104334E+000,-1.6199147E-003, 8.1252790E-001, 0.0000000E+000, 2.7355557E+000, 2.7360115E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7639504E+004
 6.8005287E+001, 1.4400115E+001,-4.7930639E+000,-1.5669599E-003,-7.6478099E+000,-1.6279553E-003, 8.2984305E-001, 0.0000000E+000, 2.7862393E+000, 2.7858894E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7757480E+004
 6.9343613E+001, 1.4389948E+001,-4.8148187E+000,-1.5647456E-003,-7.6352027E+000,-1.6302018E-003, 8.2161402E-001, 0.0000000E+000, 2.7562352E+000, 2.7583459E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7874620E+004
 7.0670784E+001, 1.4419596E+001,-4.8717202E+000,-1.5666793E-003,-7.5549204E+000,-1.6288350E-003, 8.3663724E-001, 0.0000000E+000, 2.8252570E+000, 2.8263966E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.7992947E+004
 7.2004021E+001, 1.4404762E+001,-4.8886639E+000,-1.5643209E-003,-7.6360003E+000,-1.6303744E-003, 7.9706844E-001, 0.0000000E+000, 2.6704615E+000, 2.6739715E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8106156E+004
 7.3336029E+001, 1.4458692E+001,-4.9526292E+000,-1.5697732E-003,-7.7922475E+000,-1.6253020E-003, 7.2459784E-001, 0.0000000E+000, 2.4356650E+000, 2.4352176E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8209071E+004
 7.4669334E+001, 1.4406238E+001,-4.9647028E+000,-1.5657432E-003,-7.9682353E+000,-1.6288018E-003, 6.4021006E-001, 0.0000000E+000, 2.1098318E+000, 2.1103150E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8300056E+004
 7.6014168E+001, 1.4452615E+001,-5.0047516E+000,-1.5665220E-003,-7.8734906E+000,-1.6299739E-003, 6.6931701E-001, 0.0000000E+000, 2.2359683E+000, 2.2404930E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8395883E+004
 7.7335327E+001, 1.4384687E+001,-5.0069507E+000,-1.5573393E-003,-7.7112650E+000,-1.6371924E-003, 7.1084257E-001, 0.0000000E+000, 2.3734254E+000, 2.3741190E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8495966E+004
 7.8676880E+001, 1.4407384E+001,-5.0501584E+000,-1.5614329E-003,-7.7706316E+000,-1.6336943E-003, 6.8294132E-001, 0.0000000E+000, 2.2684242E+000, 2.2663402E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8593671E+004
 8.0014122E+001, 1.4388264E+001,-5.0760774E+000,-1.5601183E-003,-7.9249022E+000,-1.6341494E-003, 6.0307642E-001, 0.0000000E+000, 1.9864414E+000, 1.9871664E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8679602E+004
 8.1335968E+001, 1.4391202E+001,-5.1129520E+000,-1.5635534E-003,-7.7942703E+000,-1.6311756E-003, 6.3611176E-001, 0.0000000E+000, 2.1143874E+000, 2.1168963E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8769151E+004
 8.2673439E+001, 1.4426822E+001,-5.1511475E+000,-1.5756021E-003,-7.8523330E+000,-1.6193542E-003, 6.1453598E-001, 0.0000000E+000, 2.0344333E+000, 2.0346827E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8856761E+004
 8.4001167E+001, 1.4408332E+001,-5.1796921E+000,-1.5669672E-003,-7.8754238E+000,-1.6281735E-003, 5.8559749E-001, 0.0000000E+000, 1.9351927E+000, 1.9356184E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.8939622E+004
 8.5343582E+001, 1.4390873E+001,-5.2074606E+000,-1.5741156E-003,-8.0027327E+000,-1.6214127E-003, 5.1930087E-001, 0.0000000E+000, 1.6984784E+000, 1.6967855E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9013992E+004
 8.6676613E+001, 1.4419418E+001,-5.2309373E+000,-1.5617601E-003,-8.1932333E+000,-1.6327122E-003, 4.4527803E-001, 0.0000000E+000, 1.4362945E+000, 1.4373309E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9077260E+004
 8.8014221E+001, 1.4400540E+001,-5.2626070E+000,-1.5660577E-003,-8.2071779E+000,-1.6286402E-003, 4.1982524E-001, 0.0000000E+000, 1.3481456E+000, 1.3473859E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9137127E+004
 8.9336266E+001, 1.4390385E+001,-5.2915274E+000,-1.5720186E-003,-8.1489844E+000,-1.6231582E-003, 4.2733404E-001, 0.0000000E+000, 1.3719056E+000, 1.3740121E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9197286E+004
 9.0679665E+001, 1.4425411E+001,-5.3222627E+000,-1.5673701E-003,-8.1352030E+000,-1.6276243E-003, 4.3065513E-001, 0.0000000E+000, 1.3946554E+000, 1.3954059E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9258964E+004
 9.2004669E+001, 1.4379091E+001,-5.3272019E+000,-1.5671809E-003,-8.3373304E+000,-1.6269772E-003, 3.4108201E-001, 0.0000000E+000, 1.0522074E+000, 1.0524467E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9307170E+004
 9.3335716E+001, 1.4417359E+001,-5.3722640E+000,-1.5762488E-003,-8.4180005E+000,-1.6191449E-003, 2.9931236E-001, 0.0000000E+000, 9.2265556E-001, 9.2321154E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9349658E+004
 9.4673592E+001, 1.4395942E+001,-5.3860213E+000,-1.5734278E-003,-8.4200566E+000,-1.6216034E-003, 2.8685857E-001, 0.0000000E+000, 8.7656585E-001, 8.7352727E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9390667E+004
 9.6000641E+001, 1.4420812E+001,-5.4075498E+000,-1.5764400E-003,-8.3294902E+000,-1.6184896E-003, 3.1921714E-001, 0.0000000E+000, 9.9289130E-001, 9.9979430E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9435647E+004
 9.7334770E+001, 1.4417478E+001,-5.4331318E+000,-1.5754990E-003,-8.2205906E+000,-1.6192334E-003, 3.5290219E-001, 0.0000000E+000, 1.1145514E+000, 1.1134632E+000, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9485859E+004
 9.8670807E+001, 1.4357589E+001,-5.4391398E+000,-1.5676896E-003,-8.3878308E+000,-1.6269283E-003, 2.6634684E-001, 0.0000000E+000, 7.9536386E-001, 7.9377031E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9523870E+004
 1.0000031E+002, 1.4403148E+001,-5.4829101E+000,-1.5720955E-003,-8.4434250E+000,-1.6225011E-003, 2.3624276E-001, 0.0000000E+000, 7.0686452E-001, 7.0986053E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9557276E+004
 1.0133566E+002, 1.4415209E+001,-5.5085232E+000,-1.5737149E-003,-8.4900329E+000,-1.6212576E-003, 2.1710347E-001, 0.0000000E+000, 6.3376424E-001, 6.3056117E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9588252E+004
 1.0267319E+002, 1.4412034E+001,-5.5264486E+000,-1.5698471E-003,-8.6957532E+000,-1.6247312E-003, 1.2551644E-001, 0.0000000E+000, 3.1208158E-001, 3.1215389E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9606189E+004
 1.0400077E+002, 1.4425529E+001,-5.5375773E+000,-1.5678441E-003,-8.8043358E+000,-1.6274195E-003, 9.1729941E-002, 0.0000000E+000, 1.7353748E-001, 1.7215048E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9619201E+004
 1.0533900E+002, 1.4393270E+001,-5.5430296E+000,-1.5617714E-003,-8.7417457E+000,-1.6331758E-003, 9.8860794E-002, 0.0000000E+000, 2.0023100E-001, 2.0416005E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9633268E+004
 1.0667268E+002, 1.4391846E+001,-5.5552452E+000,-1.5629772E-003,-8.6526911E+000,-1.6318825E-003, 1.2665707E-001, 0.0000000E+000, 3.0447504E-001, 3.0737187E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9651224E+004
 1.0800629E+002, 1.4407604E+001,-5.5660019E+000,-1.5660547E-003,-8.5086316E+000,-1.6293491E-003, 1.8401749E-001, 0.0000000E+000, 5.1381025E-001, 5.1379229E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9677384E+004
 1.0934460E+002, 1.4395638E+001,-5.5760554E+000,-1.5686019E-003,-8.4729233E+000,-1.6270176E-003, 1.9208504E-001, 0.0000000E+000, 5.3249278E-001, 5.3554914E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9704783E+004
 1.1066680E+002, 1.4461738E+001,-5.6047378E+000,-1.5800130E-003,-8.3575535E+000,-1.6145508E-003, 2.4594074E-001, 0.0000000E+000, 7.3363629E-001, 7.4219307E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9739274E+004
 1.1201271E+002, 1.4412417E+001,-5.6176997E+000,-1.5688564E-003,-8.3044696E+000,-1.6260490E-003, 2.4431917E-001, 0.0000000E+000, 7.2798204E-001, 7.3137175E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9774252E+004
 1.1333540E+002, 1.4419576E+001,-5.6445817E+000,-1.5668850E-003,-8.2345550E+000,-1.6284368E-003, 2.6082645E-001, 0.0000000E+000, 8.0069803E-001, 7.9807019E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9811059E+004
 1.1467240E+002, 1.4367709E+001,-5.6436494E+000,-1.5689976E-003,-8.3111982E+000,-1.6257746E-003, 2.2063767E-001, 0.0000000E+000, 6.3159124E-001, 6.3030403E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9842596E+004
 1.1600951E+002, 1.4416913E+001,-5.6907688E+000,-1.5737762E-003,-8.5543648E+000,-1.6207981E-003, 1.1929575E-001, 0.0000000E+000, 2.8587626E-001, 2.8788031E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9859597E+004
 1.1734290E+002, 1.4401995E+001,-5.6888623E+000,-1.5786941E-003,-8.4417159E+000,-1.6171219E-003, 1.5977664E-001, 0.0000000E+000, 4.2884432E-001, 4.2799788E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9882328E+004
 1.1866779E+002, 1.4403119E+001,-5.7148333E+000,-1.5757115E-003,-8.4091164E+000,-1.6186804E-003, 1.6321411E-001, 0.0000000E+000, 4.3825515E-001, 4.3918855E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9905348E+004
 1.2000000E+002, 1.4409295E+001,-5.7315761E+000,-1.5755521E-003,-8.4331696E+000,-1.6194627E-003, 1.4645506E-001, 0.0000000E+000, 3.8768442E-001, 3.8780949E-001, 0.0000000E+000, 2.8794041E-004, 0.0000000E+000, 1.9926176E+004
