Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.003E+00, 4.263E+02, 1.636E+02, 2.976E+02, 5.951E+01, 1.281E+02, 3.246E+01, 0.000E+00, 2.147E+02, 3.736E+01, 1.463E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.362E+03
