s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 5.2003397E+001, 1.0518223E+003, 6.3305443E-001, 1.0981162E+003, 1.6079825E+000, 1.1161273E+003, 2.3216670E+000, 1.1149422E+003, 2.8383296E+000, 1.0722249E+003, 3.1746692E+000, 9.8488469E+002, 3.3355493E+000, 8.6946565E+002, 3.3525605E+000, 7.4880667E+002, 3.2950467E+000, 6.4336150E+002, 3.2421931E+000, 5.6565726E+002, 3.1938246E+000, 5.0133468E+002, 3.1736218E+000, 4.5173523E+002, 3.1473576E+000, 4.1417404E+002, 3.0910613E+000, 3.8404214E+002, 3.0256267E+000, 3.6015629E+002, 2.9702042E+000, 3.3890502E+002, 2.9292523E+000, 3.2055885E+002, 2.9249246E+000
 5.3334796E+001, 1.0543963E+003, 6.9032314E-001, 1.0304904E+003, 1.5138282E+000, 9.8072609E+002, 2.1031949E+000, 9.3047968E+002, 2.4531576E+000, 8.3476808E+002, 2.5847477E+000, 7.2251029E+002, 2.6283565E+000, 6.1919600E+002, 2.5698434E+000, 5.1988355E+002, 2.4498408E+000, 4.4275304E+002, 2.2377641E+000, 3.8384783E+002, 2.0588280E+000, 3.4558997E+002, 2.0166801E+000, 3.2060666E+002, 1.9983979E+000, 3.0156248E+002, 2.0004006E+000, 2.8988228E+002, 2.0243382E+000, 2.8123798E+002, 2.0721442E+000, 2.7472908E+002, 2.1136482E+000, 2.6957149E+002, 2.1476213E+000
 5.4671719E+001, 1.0784097E+003, 7.7704971E-001, 1.1084901E+003, 1.6238179E+000, 1.0370290E+003, 2.1937735E+000, 9.1093922E+002, 2.5585789E+000, 7.7237041E+002, 2.7340288E+000, 6.6410699E+002, 2.7503150E+000, 5.8224512E+002, 2.7493853E+000, 5.0942553E+002, 2.7305746E+000, 4.5753120E+002, 2.7239285E+000, 4.2602845E+002, 2.7197371E+000, 4.0161853E+002, 2.6355091E+000, 3.7880415E+002, 2.5497532E+000, 3.5676314E+002, 2.4888486E+000, 3.3389380E+002, 2.4350127E+000, 3.1233461E+002, 2.3688739E+000, 2.9264641E+002, 2.3138660E+000, 2.7829323E+002, 2.2751805E+000
 5.6002812E+001, 1.0916401E+003, 6.9030438E-001, 1.1210418E+003, 1.5981363E+000, 1.1359457E+003, 2.2891831E+000, 1.1174163E+003, 2.7922155E+000, 1.0543263E+003, 3.1425481E+000, 9.6289403E+002, 3.3690342E+000, 8.6993095E+002, 3.5078046E+000, 7.7896703E+002, 3.5871279E+000, 6.8676986E+002, 3.6043334E+000, 6.0305179E+002, 3.5887303E+000, 5.3431399E+002, 3.5540164E+000, 4.7729346E+002, 3.4872124E+000, 4.3100187E+002, 3.4048196E+000, 3.9579177E+002, 3.3205117E+000, 3.6448421E+002, 3.2262353E+000, 3.3731100E+002, 3.1254481E+000, 3.1632758E+002, 2.9914430E+000
 5.7334127E+001, 1.0719222E+003, 7.6924736E-001, 1.0985090E+003, 1.6033590E+000, 1.1069413E+003, 2.2594573E+000, 1.0768484E+003, 2.7366442E+000, 1.0069560E+003, 3.0504544E+000, 9.1681633E+002, 3.2364613E+000, 8.1214631E+002, 3.3291700E+000, 7.1739183E+002, 3.3609696E+000, 6.3480540E+002, 3.3449246E+000, 5.6149691E+002, 3.2854126E+000, 4.9714687E+002, 3.2216515E+000, 4.4143375E+002, 3.1592610E+000, 4.0540047E+002, 3.0783336E+000, 3.7352814E+002, 3.0073479E+000, 3.5023095E+002, 2.9527519E+000, 3.3017683E+002, 2.8717707E+000, 3.1073908E+002, 2.8046762E+000
 5.8671115E+001, 1.0607717E+003, 6.6349947E-001, 1.0866226E+003, 1.5866116E+000, 1.0962977E+003, 2.2816273E+000, 1.0791860E+003, 2.7651957E+000, 1.0210057E+003, 3.0656369E+000, 9.2282324E+002, 3.2285024E+000, 8.1176641E+002, 3.3161556E+000, 7.0406476E+002, 3.3532077E+000, 6.0394044E+002, 3.3312597E+000, 5.3177274E+002, 3.2761387E+000, 4.8059847E+002, 3.2046607E+000, 4.3781583E+002, 3.1469557E+000, 4.0158585E+002, 3.1188025E+000, 3.7685945E+002, 3.0660717E+000, 3.5895202E+002, 2.9964149E+000, 3.4471247E+002, 2.9606711E+000, 3.3114307E+002, 2.9329068E+000
 6.0005125E+001, 1.0653537E+003, 6.8216581E-001, 1.0887353E+003, 1.5945204E+000, 1.0889090E+003, 2.2468810E+000, 1.0439708E+003, 2.7055288E+000, 9.4599295E+002, 2.9929775E+000, 8.3178435E+002, 3.1427848E+000, 7.2562156E+002, 3.2048179E+000, 6.3768193E+002, 3.2170347E+000, 5.5035345E+002, 3.1845155E+000, 4.7470469E+002, 3.0821956E+000, 4.1125618E+002, 2.9425533E+000, 3.6498902E+002, 2.7915828E+000, 3.3743477E+002, 2.6605943E+000, 3.1713898E+002, 2.5616041E+000, 2.9814488E+002, 2.4726572E+000, 2.8124399E+002, 2.4071987E+000, 2.6852317E+002, 2.3591681E+000
 6.1337075E+001, 1.0448305E+003, 7.4417852E-001, 1.0594720E+003, 1.5264475E+000, 1.0308105E+003, 2.1379959E+000, 9.7959158E+002, 2.5512526E+000, 8.9581363E+002, 2.8062738E+000, 7.9075723E+002, 2.9313449E+000, 6.9473515E+002, 2.9907758E+000, 6.1976326E+002, 3.0171971E+000, 5.6268425E+002, 3.0178886E+000, 5.1597346E+002, 3.0403899E+000, 4.7731057E+002, 3.0604040E+000, 4.3948315E+002, 3.0535443E+000, 4.0485114E+002, 3.0286864E+000, 3.7253768E+002, 2.9539578E+000, 3.4192896E+002, 2.8329723E+000, 3.1408670E+002, 2.6838416E+000, 2.9079607E+002, 2.5493486E+000
 6.2676939E+001, 1.0833000E+003, 7.6190903E-001, 1.0924491E+003, 1.5736467E+000, 1.0533010E+003, 2.1536667E+000, 9.7932219E+002, 2.5303309E+000, 8.8074917E+002, 2.7452580E+000, 7.6625940E+002, 2.8286176E+000, 6.6228782E+002, 2.8245063E+000, 5.7788794E+002, 2.8220425E+000, 5.1598015E+002, 2.8090256E+000, 4.6416933E+002, 2.7907932E+000, 4.2471445E+002, 2.7776664E+000, 3.9335109E+002, 2.7755690E+000, 3.6848804E+002, 2.7846357E+000, 3.4870290E+002, 2.8085646E+000, 3.3556074E+002, 2.8221352E+000, 3.2237408E+002, 2.8448296E+000, 3.1404657E+002, 2.8854915E+000
 6.4004366E+001, 1.0230499E+003, 6.5181715E-001, 1.0443641E+003, 1.5065096E+000, 1.0298685E+003, 2.1504246E+000, 9.8259053E+002, 2.5568323E+000, 8.9197713E+002, 2.7924678E+000, 7.8930961E+002, 2.9168773E+000, 7.0596849E+002, 2.9784558E+000, 6.2620069E+002, 2.9702561E+000, 5.3895538E+002, 2.9038786E+000, 4.5286428E+002, 2.7711703E+000, 3.8442674E+002, 2.5550420E+000, 3.3037685E+002, 2.3240151E+000, 2.9329066E+002, 2.1204622E+000, 2.7485183E+002, 1.9586922E+000, 2.6804569E+002, 1.9250788E+000, 2.6046653E+002, 1.9650151E+000, 2.5460474E+002, 2.0058598E+000
 6.5340385E+001, 1.0699517E+003, 6.3905761E-001, 1.0925120E+003, 1.6216686E+000, 1.1133438E+003, 2.3163149E+000, 1.1068083E+003, 2.8020285E+000, 1.0617728E+003, 3.1384288E+000, 9.6661857E+002, 3.3405573E+000, 8.5776223E+002, 3.4454218E+000, 7.5243003E+002, 3.4901316E+000, 6.5491109E+002, 3.4921117E+000, 5.6968581E+002, 3.4684792E+000, 5.0850799E+002, 3.4072040E+000, 4.5723751E+002, 3.3383836E+000, 4.1836364E+002, 3.2948165E+000, 3.8485957E+002, 3.2325854E+000, 3.5490932E+002, 3.1316246E+000, 3.3123340E+002, 2.9997473E+000, 3.1252662E+002, 2.8851203E+000
 6.6669338E+001, 1.0659112E+003, 6.6157122E-001, 1.0996228E+003, 1.5801236E+000, 1.1213515E+003, 2.2673223E+000, 1.1069367E+003, 2.7665335E+000, 1.0493975E+003, 3.1007454E+000, 9.5421846E+002, 3.3137842E+000, 8.5048711E+002, 3.4356055E+000, 7.4298400E+002, 3.4682242E+000, 6.5208379E+002, 3.4280416E+000, 5.7481987E+002, 3.3650039E+000, 5.1847855E+002, 3.2989233E+000, 4.7779593E+002, 3.2373270E+000, 4.4800461E+002, 3.1819519E+000, 4.1992435E+002, 3.1072507E+000, 3.9579183E+002, 3.0660763E+000, 3.7212445E+002, 3.1037287E+000, 3.5276617E+002, 3.1382882E+000
 6.8008588E+001, 1.0455810E+003, 7.6099402E-001, 1.0571074E+003, 1.5526523E+000, 1.0225667E+003, 2.1367175E+000, 9.7004195E+002, 2.5036390E+000, 9.0684836E+002, 2.7750037E+000, 8.3903039E+002, 3.0084454E+000, 7.6075568E+002, 3.1707149E+000, 6.8337796E+002, 3.2691728E+000, 6.1320952E+002, 3.3111203E+000, 5.4987837E+002, 3.2928911E+000, 4.9169008E+002, 3.2722492E+000, 4.4100668E+002, 3.2453459E+000, 3.9951029E+002, 3.1938725E+000, 3.6949433E+002, 3.1303928E+000, 3.4957567E+002, 3.0281771E+000, 3.3442434E+002, 2.8997015E+000, 3.2327912E+002, 2.8267603E+000
 6.9342925E+001, 9.9760297E+002, 7.5719517E-001, 1.0199337E+003, 1.5399203E+000, 9.8064818E+002, 2.0824286E+000, 8.8133168E+002, 2.3914760E+000, 7.3274069E+002, 2.5271768E+000, 5.8895946E+002, 2.4136462E+000, 4.6236704E+002, 2.0498110E+000, 3.9177190E+002, 2.0559423E+000, 3.5836700E+002, 2.0078343E+000, 3.3556735E+002, 1.9723107E+000, 3.2083283E+002, 2.0232042E+000, 3.1311016E+002, 2.1016048E+000, 3.0601839E+002, 2.1428401E+000, 2.9521561E+002, 2.1935066E+000, 2.8584990E+002, 2.2377014E+000, 2.7541642E+002, 2.2724678E+000, 2.6292450E+002, 2.2915612E+000
 7.0674755E+001, 1.0518908E+003, 7.8225109E-001, 1.0410395E+003, 1.5735860E+000, 9.9033208E+002, 2.1058145E+000, 8.9152996E+002, 2.4405217E+000, 8.0639299E+002, 2.6162907E+000, 7.2187762E+002, 2.7493158E+000, 6.4372452E+002, 2.8261048E+000, 5.6477671E+002, 2.8550894E+000, 4.9983384E+002, 2.8835174E+000, 4.5665375E+002, 2.9222201E+000, 4.2628076E+002, 2.9144598E+000, 3.9057915E+002, 2.8080139E+000, 3.5766255E+002, 2.6464535E+000, 3.2477790E+002, 2.4649521E+000, 3.0169129E+002, 2.3103536E+000, 2.8393998E+002, 2.1816861E+000, 2.6868057E+002, 2.1032172E+000
 7.2003261E+001, 1.0596848E+003, 7.5391851E-001, 1.0705209E+003, 1.5790820E+000, 1.0354878E+003, 2.1176942E+000, 9.2077975E+002, 2.4391812E+000, 8.1575670E+002, 2.6058380E+000, 7.2927204E+002, 2.6962964E+000, 6.4113163E+002, 2.7148293E+000, 5.6631608E+002, 2.6782744E+000, 4.9913203E+002, 2.6091093E+000, 4.3683686E+002, 2.4567964E+000, 3.8125837E+002, 2.2621615E+000, 3.3583987E+002, 2.1587147E+000, 3.0466999E+002, 2.0660964E+000, 2.8085965E+002, 1.9423980E+000, 2.6379960E+002, 1.8212843E+000, 2.4645232E+002, 1.7514833E+000, 2.3778380E+002, 1.6348738E+000
 7.3341506E+001, 1.0744012E+003, 8.1900436E-001, 1.0629715E+003, 1.5148024E+000, 1.0013121E+003, 2.0658693E+000, 8.7969482E+002, 2.3306162E+000, 7.4101570E+002, 2.4013919E+000, 6.3292870E+002, 2.4151730E+000, 5.5298781E+002, 2.3743167E+000, 4.7529273E+002, 2.2461059E+000, 4.2137350E+002, 2.2092689E+000, 3.9201069E+002, 2.2549816E+000, 3.7361913E+002, 2.2824310E+000, 3.5167845E+002, 2.2776892E+000, 3.2697650E+002, 2.2967585E+000, 3.0573438E+002, 2.2708221E+000, 2.8430041E+002, 2.2219326E+000, 2.6419340E+002, 2.2038013E+000, 2.5382622E+002, 2.1796211E+000
 7.4667669E+001, 1.0571047E+003, 7.4825771E-001, 1.0701816E+003, 1.5990696E+000, 1.0236990E+003, 2.2029462E+000, 9.0795630E+002, 2.4971406E+000, 7.5838979E+002, 2.5972084E+000, 6.1266882E+002, 2.5648648E+000, 4.8946823E+002, 2.3993947E+000, 4.1541301E+002, 2.1839416E+000, 3.6827350E+002, 2.0194896E+000, 3.3546373E+002, 1.8696386E+000, 3.0890105E+002, 1.6956796E+000, 2.8871100E+002, 1.5990213E+000, 2.7347246E+002, 1.6015492E+000, 2.6352026E+002, 1.6164736E+000, 2.5949610E+002, 1.6134855E+000, 2.5487574E+002, 1.5958105E+000, 2.4732872E+002, 1.5844356E+000
 7.6000079E+001, 1.0639714E+003, 7.3328595E-001, 1.0748979E+003, 1.5819172E+000, 1.0541727E+003, 2.2278138E+000, 9.7377877E+002, 2.6449417E+000, 8.7005017E+002, 2.8864253E+000, 7.5865339E+002, 2.9960133E+000, 6.6185107E+002, 3.0229483E+000, 5.8795717E+002, 3.0269281E+000, 5.3683127E+002, 3.0140256E+000, 4.9348602E+002, 3.0022962E+000, 4.5835250E+002, 3.0433595E+000, 4.2702947E+002, 3.0746939E+000, 3.9943861E+002, 3.0458881E+000, 3.7386632E+002, 3.0016971E+000, 3.5118839E+002, 2.9428769E+000, 3.3233945E+002, 2.8936023E+000, 3.2057158E+002, 2.8463626E+000
 7.7335220E+001, 9.9844824E+002, 7.4790143E-001, 9.6397368E+002, 1.4413577E+000, 8.8503950E+002, 1.8634061E+000, 7.7485817E+002, 2.0614392E+000, 6.4526423E+002, 2.0890420E+000, 5.3263927E+002, 2.0366017E+000, 4.5776805E+002, 1.9463222E+000, 3.9818143E+002, 1.9033836E+000, 3.5941022E+002, 1.9270288E+000, 3.3206042E+002, 1.9742170E+000, 3.1246103E+002, 1.9715138E+000, 2.9525208E+002, 1.9582620E+000, 2.7886766E+002, 1.9855214E+000, 2.6697390E+002, 1.9977380E+000, 2.6085411E+002, 1.9687164E+000, 2.5436890E+002, 1.9499522E+000, 2.4863054E+002, 1.8968515E+000
 7.8672491E+001, 1.0539353E+003, 7.1257872E-001, 1.0532212E+003, 1.4461881E+000, 9.8965806E+002, 2.0305761E+000, 8.8973758E+002, 2.3734884E+000, 7.6617877E+002, 2.5353076E+000, 6.6561359E+002, 2.5937599E+000, 5.9231184E+002, 2.6461019E+000, 5.3305359E+002, 2.6793058E+000, 4.8020903E+002, 2.6576932E+000, 4.3383447E+002, 2.5790487E+000, 3.9585125E+002, 2.4935569E+000, 3.6577563E+002, 2.3970844E+000, 3.3836141E+002, 2.3001130E+000, 3.1353669E+002, 2.2586725E+000, 2.9254739E+002, 2.2486641E+000, 2.7023453E+002, 2.2067628E+000, 2.5214974E+002, 2.1279860E+000
 8.0000458E+001, 1.0172537E+003, 5.9803737E-001, 1.0408636E+003, 1.4885740E+000, 1.0444372E+003, 2.1702054E+000, 1.0213603E+003, 2.6619289E+000, 9.6266440E+002, 2.9827307E+000, 8.7835890E+002, 3.1579474E+000, 7.7861865E+002, 3.2353994E+000, 6.7721121E+002, 3.2424457E+000, 5.8824718E+002, 3.2027270E+000, 5.1087238E+002, 3.1323392E+000, 4.5428046E+002, 3.0314318E+000, 4.1227469E+002, 2.9457742E+000, 3.8019212E+002, 2.8786102E+000, 3.5478857E+002, 2.8113854E+000, 3.3454883E+002, 2.7571088E+000, 3.2021151E+002, 2.7106050E+000, 3.0782752E+002, 2.6714491E+000
 8.1341296E+001, 1.0184507E+003, 6.5176403E-001, 1.0706328E+003, 1.5690045E+000, 1.1097171E+003, 2.2577684E+000, 1.1234157E+003, 2.7680973E+000, 1.1032506E+003, 3.1314931E+000, 1.0405608E+003, 3.3719372E+000, 9.4316324E+002, 3.5180777E+000, 8.3149536E+002, 3.5748071E+000, 7.1874250E+002, 3.5593498E+000, 6.2545090E+002, 3.5068714E+000, 5.5195447E+002, 3.4400680E+000, 4.9826892E+002, 3.3601193E+000, 4.5150607E+002, 3.2817830E+000, 4.1339249E+002, 3.2187526E+000, 3.8304940E+002, 3.1710219E+000, 3.6218610E+002, 3.1274605E+000, 3.4828015E+002, 3.1009426E+000
 8.2674193E+001, 1.0428294E+003, 7.4590595E-001, 1.0516142E+003, 1.5195838E+000, 1.0205057E+003, 2.1086170E+000, 9.8152882E+002, 2.5262941E+000, 8.9791432E+002, 2.7865811E+000, 8.1356638E+002, 2.9362456E+000, 7.3948966E+002, 3.0187443E+000, 6.6748118E+002, 3.0318890E+000, 5.9324527E+002, 2.9942776E+000, 5.2528910E+002, 2.9400244E+000, 4.7179385E+002, 2.8905429E+000, 4.3018812E+002, 2.8377730E+000, 4.0295771E+002, 2.7820898E+000, 3.8250732E+002, 2.7276043E+000, 3.6569036E+002, 2.6800971E+000, 3.4598705E+002, 2.6449625E+000, 3.2661426E+002, 2.6077296E+000
 8.4000467E+001, 1.0524214E+003, 6.5187294E-001, 1.0969100E+003, 1.5572537E+000, 1.0915359E+003, 2.2245909E+000, 1.0366706E+003, 2.6490567E+000, 9.3507118E+002, 2.8799181E+000, 8.1910900E+002, 2.9620739E+000, 7.1465457E+002, 2.9549883E+000, 6.3490732E+002, 2.9512948E+000, 5.7998032E+002, 2.9974464E+000, 5.3524555E+002, 3.0628156E+000, 4.9590946E+002, 3.0969481E+000, 4.5821330E+002, 3.1064452E+000, 4.2726059E+002, 3.0943440E+000, 4.0176470E+002, 3.0741017E+000, 3.8214460E+002, 3.0573637E+000, 3.6132670E+002, 3.0292816E+000, 3.3887801E+002, 2.9769847E+000
 8.5340017E+001, 9.6130626E+002, 6.2851815E-001, 1.0209746E+003, 1.4998046E+000, 1.0591214E+003, 2.1636960E+000, 1.0490847E+003, 2.6464127E+000, 9.7396743E+002, 2.9763471E+000, 8.6591407E+002, 3.1581827E+000, 7.6307912E+002, 3.2427324E+000, 6.8144164E+002, 3.2801123E+000, 6.1579814E+002, 3.2980069E+000, 5.6638235E+002, 3.3037902E+000, 5.2664141E+002, 3.3156779E+000, 4.9588106E+002, 3.3334151E+000, 4.6973757E+002, 3.3517347E+000, 4.4326815E+002, 3.3709504E+000, 4.1535936E+002, 3.3734252E+000, 3.8817527E+002, 3.3374440E+000, 3.6485502E+002, 3.2722634E+000
 8.6670976E+001, 1.0032182E+003, 6.4330930E-001, 1.0483191E+003, 1.5526720E+000, 1.0762421E+003, 2.2339271E+000, 1.0577990E+003, 2.7123914E+000, 9.9265475E+002, 3.0295538E+000, 8.9197204E+002, 3.2134948E+000, 7.8093344E+002, 3.2967537E+000, 6.7422817E+002, 3.2972041E+000, 5.7389931E+002, 3.2425176E+000, 4.9421622E+002, 3.1402783E+000, 4.3178004E+002, 2.9931548E+000, 3.8224193E+002, 2.8182656E+000, 3.5093368E+002, 2.6401153E+000, 3.2785196E+002, 2.4990455E+000, 3.1502947E+002, 2.4162450E+000, 3.0849572E+002, 2.3866623E+000, 3.0404651E+002, 2.4014175E+000
 8.8005182E+001, 1.0404481E+003, 6.6101943E-001, 1.0835001E+003, 1.5762505E+000, 1.1099743E+003, 2.2716209E+000, 1.1115800E+003, 2.7898609E+000, 1.0722262E+003, 3.1666499E+000, 9.8503397E+002, 3.4029422E+000, 8.7287321E+002, 3.5058345E+000, 7.6494531E+002, 3.5323735E+000, 6.7114770E+002, 3.4984759E+000, 5.8915276E+002, 3.4179272E+000, 5.2685794E+002, 3.3266527E+000, 4.7908967E+002, 3.2374494E+000, 4.4231919E+002, 3.1635430E+000, 4.1212812E+002, 3.1231620E+000, 3.8928906E+002, 3.0897163E+000, 3.7307860E+002, 3.0678390E+000, 3.5960137E+002, 3.0470604E+000
 8.9338099E+001, 1.0107636E+003, 6.4866374E-001, 1.0499613E+003, 1.5779661E+000, 1.0711813E+003, 2.2431284E+000, 1.0501795E+003, 2.6998124E+000, 9.7911265E+002, 2.9991875E+000, 8.8410855E+002, 3.1737208E+000, 7.6950594E+002, 3.2431720E+000, 6.5768726E+002, 3.2238629E+000, 5.6854273E+002, 3.1425419E+000, 4.9411648E+002, 3.0155959E+000, 4.3384537E+002, 2.8348173E+000, 3.7950662E+002, 2.6379665E+000, 3.3732375E+002, 2.5654946E+000, 3.0885702E+002, 2.4757438E+000, 2.9136369E+002, 2.4387677E+000, 2.7660919E+002, 2.4109666E+000, 2.6458036E+002, 2.3765286E+000
 9.0668902E+001, 1.0038257E+003, 6.1554350E-001, 1.0655757E+003, 1.5492494E+000, 1.1243149E+003, 2.2846904E+000, 1.1394956E+003, 2.7957731E+000, 1.0840207E+003, 3.1338967E+000, 9.7215970E+002, 3.3291264E+000, 8.4887358E+002, 3.4100843E+000, 7.3193491E+002, 3.4198338E+000, 6.3495514E+002, 3.3846121E+000, 5.5929647E+002, 3.3233331E+000, 5.0001313E+002, 3.2462003E+000, 4.5289574E+002, 3.1720769E+000, 4.2056950E+002, 3.1207946E+000, 3.9549084E+002, 3.0822094E+000, 3.7179268E+002, 3.0409064E+000, 3.5233087E+002, 3.0263365E+000, 3.3530770E+002, 3.0232023E+000
 9.2008567E+001, 1.0097308E+003, 6.3180487E-001, 1.0517025E+003, 1.5321664E+000, 1.0871792E+003, 2.2264671E+000, 1.1017901E+003, 2.7465173E+000, 1.0752373E+003, 3.1320189E+000, 1.0086459E+003, 3.3996001E+000, 9.1525070E+002, 3.5721272E+000, 8.1833396E+002, 3.6807534E+000, 7.2810696E+002, 3.7295767E+000, 6.5608562E+002, 3.7167782E+000, 5.8840080E+002, 3.6787703E+000, 5.3051763E+002, 3.6294354E+000, 4.7480684E+002, 3.5441586E+000, 4.3259175E+002, 3.4184453E+000, 4.0219308E+002, 3.2848781E+000, 3.7969247E+002, 3.1592349E+000, 3.6075574E+002, 3.0669323E+000
 9.3335864E+001, 9.3229267E+002, 6.9802397E-001, 9.7353219E+002, 1.4237353E+000, 9.9624001E+002, 2.0646265E+000, 9.8361964E+002, 2.5281419E+000, 9.4299642E+002, 2.8673060E+000, 8.7977524E+002, 3.1005821E+000, 8.0895897E+002, 3.2694610E+000, 7.3890309E+002, 3.3853407E+000, 6.7033566E+002, 3.4453651E+000, 6.0535610E+002, 3.4636177E+000, 5.4532019E+002, 3.4713434E+000, 4.9488388E+002, 3.4652619E+000, 4.5698288E+002, 3.4254066E+000, 4.2214152E+002, 3.3734541E+000, 3.9318544E+002, 3.3292890E+000, 3.6886169E+002, 3.2808627E+000, 3.5173227E+002, 3.2330363E+000
 9.4669998E+001, 1.0243405E+003, 6.9400907E-001, 1.0393594E+003, 1.5295290E+000, 1.0094131E+003, 2.1007608E+000, 9.0966632E+002, 2.4242216E+000, 7.7865414E+002, 2.5553191E+000, 6.4221230E+002, 2.5620595E+000, 5.2852751E+002, 2.4880823E+000, 4.4546430E+002, 2.4169817E+000, 3.9495618E+002, 2.3808054E+000, 3.6591352E+002, 2.3681530E+000, 3.4741539E+002, 2.3694828E+000, 3.3601901E+002, 2.3832170E+000, 3.2841292E+002, 2.4130662E+000, 3.2218948E+002, 2.4555816E+000, 3.1249675E+002, 2.4950897E+000, 3.0088805E+002, 2.5259251E+000, 2.8835496E+002, 2.5421539E+000
 9.6002325E+001, 9.9077546E+002, 6.3943806E-001, 1.0467798E+003, 1.5311213E+000, 1.0943640E+003, 2.2592177E+000, 1.1016209E+003, 2.7658185E+000, 1.0530971E+003, 3.0919209E+000, 9.6118556E+002, 3.2808351E+000, 8.4694398E+002, 3.3652147E+000, 7.3997993E+002, 3.3251550E+000, 6.4450228E+002, 3.2287686E+000, 5.5089649E+002, 3.1084704E+000, 4.6909367E+002, 2.9593544E+000, 4.0614235E+002, 2.8114249E+000, 3.5734824E+002, 2.6841379E+000, 3.2109401E+002, 2.5591109E+000, 2.9166603E+002, 2.4066513E+000, 2.6832896E+002, 2.2721597E+000, 2.4964074E+002, 2.1733792E+000
 9.7342344E+001, 1.0258709E+003, 6.7498075E-001, 1.0663514E+003, 1.5396316E+000, 1.0897765E+003, 2.2155310E+000, 1.0832859E+003, 2.7052755E+000, 1.0302091E+003, 3.0466792E+000, 9.4291079E+002, 3.2554035E+000, 8.3701531E+002, 3.3548434E+000, 7.3068102E+002, 3.3755278E+000, 6.3921534E+002, 3.3249677E+000, 5.7335963E+002, 3.2434181E+000, 5.1895635E+002, 3.1541555E+000, 4.7513612E+002, 3.0853478E+000, 4.4403812E+002, 3.0561582E+000, 4.1523339E+002, 3.0499364E+000, 3.8846652E+002, 3.0525940E+000, 3.6879204E+002, 3.0451594E+000, 3.5226691E+002, 3.0360125E+000
 9.8668295E+001, 9.9190304E+002, 6.6532444E-001, 1.0500951E+003, 1.5403880E+000, 1.0774274E+003, 2.2193087E+000, 1.0611475E+003, 2.6776505E+000, 9.8146095E+002, 2.9769147E+000, 8.6150503E+002, 3.1599463E+000, 7.4797413E+002, 3.2424146E+000, 6.5606073E+002, 3.2746961E+000, 5.9141693E+002, 3.2962985E+000, 5.3803113E+002, 3.2890437E+000, 4.9394625E+002, 3.2761612E+000, 4.5851283E+002, 3.2315987E+000, 4.2825387E+002, 3.1367878E+000, 4.0269559E+002, 3.0646676E+000, 3.8439364E+002, 3.0295101E+000, 3.6363764E+002, 3.0080791E+000, 3.4312566E+002, 2.9952709E+000
 1.0000404E+002, 9.9736108E+002, 6.3578936E-001, 1.0468971E+003, 1.5364745E+000, 1.0826597E+003, 2.2261534E+000, 1.0866933E+003, 2.7332654E+000, 1.0601783E+003, 3.1117373E+000, 1.0016876E+003, 3.3752563E+000, 9.2065685E+002, 3.5331524E+000, 8.2589273E+002, 3.6138483E+000, 7.2721752E+002, 3.6424085E+000, 6.3635580E+002, 3.6285356E+000, 5.5851967E+002, 3.5752857E+000, 4.8819098E+002, 3.4809126E+000, 4.2771662E+002, 3.3581567E+000, 3.8090753E+002, 3.2146705E+000, 3.4539990E+002, 3.0805285E+000, 3.1706212E+002, 2.9489099E+000, 2.9622832E+002, 2.7971432E+000
 1.0133800E+002, 1.0377439E+003, 7.1666713E-001, 1.0646904E+003, 1.4927085E+000, 1.0572010E+003, 2.1354025E+000, 1.0029166E+003, 2.5813325E+000, 9.0243007E+002, 2.8489088E+000, 7.8605453E+002, 2.9781259E+000, 6.7346943E+002, 3.0076348E+000, 5.8329658E+002, 2.9643896E+000, 5.2109353E+002, 2.9051092E+000, 4.7722736E+002, 2.8646199E+000, 4.4255072E+002, 2.8342984E+000, 4.1180185E+002, 2.8419275E+000, 3.8616756E+002, 2.8679943E+000, 3.6529013E+002, 2.8792199E+000, 3.4617753E+002, 2.8722412E+000, 3.2578296E+002, 2.8344777E+000, 3.0644281E+002, 2.7678706E+000
 1.0267538E+002, 1.0288185E+003, 6.9223130E-001, 1.0586525E+003, 1.5364290E+000, 1.0644533E+003, 2.1609093E+000, 1.0156553E+003, 2.5759323E+000, 9.1446815E+002, 2.7802973E+000, 7.9297726E+002, 2.8698642E+000, 6.8399385E+002, 2.8758870E+000, 5.8287075E+002, 2.7915055E+000, 4.9381197E+002, 2.6528316E+000, 4.2201082E+002, 2.4790815E+000, 3.7161807E+002, 2.3023371E+000, 3.3760132E+002, 2.1897633E+000, 3.1306408E+002, 2.1440001E+000, 2.9497869E+002, 2.1029553E+000, 2.8275601E+002, 2.0735914E+000, 2.7506127E+002, 2.0919935E+000, 2.7299816E+002, 2.1909477E+000
