s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s
 3.7336232E+001, 1.0438867E+003, 7.8084923E-001, 1.0140744E+003, 1.5828574E+000, 9.1374393E+002, 2.1337973E+000, 7.7048049E+002, 2.3740745E+000, 6.3100939E+002, 2.4422700E+000, 5.2429653E+002, 2.3958996E+000, 4.3416059E+002, 2.2207507E+000, 3.6643959E+002, 1.9103652E+000, 3.1167623E+002, 1.8297883E+000, 2.8131027E+002, 1.7985277E+000, 2.6058346E+002, 1.6983640E+000, 2.4612934E+002, 1.6803116E+000, 2.3580947E+002, 1.7627307E+000, 2.2897875E+002, 1.8456310E+000, 2.2032327E+002, 1.8481929E+000, 2.1225870E+002, 1.7555257E+000, 2.0479836E+002, 1.6850952E+000
 3.8676015E+001, 1.0479605E+003, 8.5391794E-001, 1.0434552E+003, 1.6261354E+000, 1.0073206E+003, 2.1922279E+000, 9.0361787E+002, 2.5743503E+000, 7.9815168E+002, 2.7647089E+000, 6.8920343E+002, 2.8330385E+000, 5.8490829E+002, 2.8125465E+000, 5.0238923E+002, 2.7075615E+000, 4.4261333E+002, 2.6398168E+000, 4.0541807E+002, 2.5548714E+000, 3.7883687E+002, 2.5107277E+000, 3.5961864E+002, 2.4975376E+000, 3.3953514E+002, 2.5187800E+000, 3.2470593E+002, 2.5357315E+000, 3.0456513E+002, 2.5445846E+000, 2.8824813E+002, 2.5071232E+000, 2.6836300E+002, 2.4394789E+000
 4.0006748E+001, 9.6384194E+002, 9.5774144E-001, 8.7327467E+002, 1.3948431E+000, 7.3615659E+002, 1.6333418E+000, 6.0366650E+002, 1.7705509E+000, 5.1414895E+002, 1.8701984E+000, 4.6097055E+002, 1.9226394E+000, 4.0902655E+002, 1.9163250E+000, 3.5762768E+002, 1.8920716E+000, 3.2678103E+002, 1.8865824E+000, 2.9822866E+002, 1.8273967E+000, 2.7504742E+002, 1.7483427E+000, 2.6865323E+002, 1.6661407E+000, 2.6174198E+002, 1.6787287E+000, 2.5422123E+002, 1.7849016E+000, 2.4936741E+002, 1.8095089E+000, 2.3815258E+002, 1.7890689E+000, 2.2761599E+002, 1.8468349E+000
 4.1334727E+001, 1.0461436E+003, 8.0373421E-001, 1.0101627E+003, 1.5417890E+000, 9.4387635E+002, 2.1200938E+000, 8.7245679E+002, 2.5073210E+000, 7.8288735E+002, 2.7205363E+000, 6.8297660E+002, 2.8210425E+000, 5.9190549E+002, 2.8713011E+000, 5.0770406E+002, 2.8826324E+000, 4.4862407E+002, 2.8680632E+000, 4.0096122E+002, 2.8451228E+000, 3.6407688E+002, 2.7914412E+000, 3.3347200E+002, 2.7206782E+000, 3.1089378E+002, 2.6400814E+000, 2.9076184E+002, 2.5418309E+000, 2.7668487E+002, 2.4702892E+000, 2.6440190E+002, 2.4239551E+000, 2.5403450E+002, 2.4219969E+000
 4.2674211E+001, 1.0361780E+003, 7.6959111E-001, 1.0349778E+003, 1.5907547E+000, 9.9826416E+002, 2.1747006E+000, 9.2513819E+002, 2.5647995E+000, 8.2056229E+002, 2.8020307E+000, 7.1449263E+002, 2.8950244E+000, 6.2950822E+002, 2.9123159E+000, 5.4048424E+002, 2.8736533E+000, 4.6253529E+002, 2.7253194E+000, 3.9528264E+002, 2.5365742E+000, 3.4444507E+002, 2.4082387E+000, 3.0598120E+002, 2.2823223E+000, 2.7924430E+002, 2.1965225E+000, 2.6546537E+002, 2.1672023E+000, 2.5524137E+002, 2.1785626E+000, 2.4693968E+002, 2.1712760E+000, 2.3929632E+002, 2.1535911E+000
 4.4003459E+001, 1.0491373E+003, 8.1971446E-001, 9.6592565E+002, 1.5246549E+000, 8.4134361E+002, 1.9386785E+000, 7.1598900E+002, 2.1649035E+000, 6.1574970E+002, 2.2637202E+000, 5.1859771E+002, 2.2243665E+000, 4.3371376E+002, 2.1065480E+000, 3.6837989E+002, 1.9419262E+000, 3.2158802E+002, 1.8016645E+000, 2.8577642E+002, 1.7645875E+000, 2.6116747E+002, 1.7615638E+000, 2.4598583E+002, 1.7914604E+000, 2.3997611E+002, 1.8202102E+000, 2.3781700E+002, 1.8751098E+000, 2.3888113E+002, 1.9528951E+000, 2.4122019E+002, 2.0485531E+000, 2.4308369E+002, 2.1656477E+000
 4.5341914E+001, 1.0601660E+003, 7.2577173E-001, 1.0164048E+003, 1.4471704E+000, 9.0559282E+002, 1.9068389E+000, 7.4984733E+002, 2.0321048E+000, 5.7740862E+002, 1.9630352E+000, 4.4491137E+002, 1.7065259E+000, 3.5784458E+002, 1.4794216E+000, 3.0214894E+002, 1.4344655E+000, 2.6811991E+002, 1.4983731E+000, 2.4546468E+002, 1.4818209E+000, 2.3006327E+002, 1.3971947E+000, 2.1761567E+002, 1.3469578E+000, 2.0712967E+002, 1.3824259E+000, 2.0312450E+002, 1.4183714E+000, 2.0228072E+002, 1.4543445E+000, 2.0202438E+002, 1.4919454E+000, 2.0237290E+002, 1.5211471E+000
 4.6676841E+001, 1.1499341E+003, 8.0439937E-001, 1.1581182E+003, 1.6850150E+000, 1.1170086E+003, 2.3347293E+000, 1.0195036E+003, 2.7020257E+000, 9.1182165E+002, 2.8528861E+000, 7.9725135E+002, 2.9156355E+000, 6.9399470E+002, 2.9514285E+000, 6.0874598E+002, 2.9349432E+000, 5.4182533E+002, 2.8973223E+000, 4.8530845E+002, 2.8718150E+000, 4.3925157E+002, 2.8384295E+000, 3.9473256E+002, 2.7653555E+000, 3.5640779E+002, 2.6740174E+000, 3.2698225E+002, 2.5865066E+000, 3.0534550E+002, 2.5108375E+000, 2.9060406E+002, 2.4556951E+000, 2.8015285E+002, 2.4321133E+000
 4.8000145E+001, 1.0403211E+003, 7.7037905E-001, 1.0332226E+003, 1.5538519E+000, 9.4931700E+002, 2.0482882E+000, 8.6221075E+002, 2.3305112E+000, 7.7679905E+002, 2.5090034E+000, 6.9532832E+002, 2.6429040E+000, 6.1828640E+002, 2.7750038E+000, 5.5875802E+002, 2.8502496E+000, 5.0461727E+002, 2.8818258E+000, 4.5962939E+002, 2.9094191E+000, 4.2566586E+002, 2.9544636E+000, 4.0021652E+002, 2.9934033E+000, 3.7459462E+002, 3.0089845E+000, 3.5246818E+002, 3.0036312E+000, 3.3045004E+002, 2.9913039E+000, 3.0979637E+002, 2.9571170E+000, 2.9166582E+002, 2.8906955E+000
 4.9340043E+001, 1.0465268E+003, 7.8205082E-001, 1.0652531E+003, 1.5403148E+000, 9.7453044E+002, 2.0718805E+000, 8.5775839E+002, 2.3373425E+000, 7.2728474E+002, 2.3875922E+000, 5.9310050E+002, 2.3473081E+000, 4.8885544E+002, 2.2670145E+000, 4.1717186E+002, 2.1534955E+000, 3.7625528E+002, 2.1157089E+000, 3.5795739E+002, 2.1259593E+000, 3.4718818E+002, 2.1858045E+000, 3.3935569E+002, 2.2672267E+000, 3.3199549E+002, 2.3401916E+000, 3.2690434E+002, 2.3831666E+000, 3.2140095E+002, 2.4439417E+000, 3.1576525E+002, 2.5162731E+000, 3.1082399E+002, 2.5720832E+000
 5.0670766E+001, 1.0628050E+003, 7.2351799E-001, 1.0758087E+003, 1.6037134E+000, 1.0557542E+003, 2.2499893E+000, 9.8264904E+002, 2.6454901E+000, 8.7772409E+002, 2.8739097E+000, 7.6223959E+002, 2.9942015E+000, 6.5785216E+002, 3.0497840E+000, 5.7439174E+002, 3.0828952E+000, 5.0510435E+002, 3.0875620E+000, 4.5862780E+002, 3.0519029E+000, 4.2274911E+002, 3.0002449E+000, 3.9972271E+002, 2.9587452E+000, 3.7272585E+002, 2.9359782E+000, 3.5316497E+002, 2.9204148E+000, 3.3117965E+002, 2.9109352E+000, 3.1781216E+002, 2.8940748E+000, 3.0491879E+002, 2.8901192E+000
